45
55233 646
5083 81873 -
13104 5550 +
38994 -30438 -
37888 -35159 +
35072 -81823 +
35837 -21837 -
2093 -92378 +
8711 82828 +
9943 51395 +
19653 -16232 +
35057 -8984 -
31043 -56168 +
32620 35397 -
13117 -73586 -
16470 -73051 +
15860 -871 -
43158 -92188 +
5715 10582 -
32954 -57959 +
28666 -3688 +
9351 83192 +
5057 6072 -
13319 -62121 -
13577 -16272 +
28791 93185 -
3611 -49522 -
16021 21262 +
31786 -67891 -
10544 52412 +
37033 6187 -
20608 61528 -
6616 77337 -
40783 99606 -
2450 76422 +
7552 -10766 -
36439 89493 +
16741 -56282 -
38871 -23117 -
14927 73036 -
10387 -16592 -
1830 -88733 -
4212 41388 -
33319 -44959 -
3808 -31749 -
2487 52488 +
18338 -63407 +
42470 -51040 +
39523 24101 +
873 65666 -
19193 -68006 -
27509 33692 +
32024 -60483 +
39890 15404 -
9503 60639 +
8935 18970 +
3101 -13144 -
15665 70138 +
15780 -77318 +
227 62852 -
20915 -45006 +
33516 29330 +
42123 32542 -
34357 14874 -
22201 -87665 +
33109 -86201 -
17136 -39281 +
37760 94588 -
35678 -14409 -
7009 -34759 -
31392 -41648 +
5352 79689 +
9390 95222 -
12349 -29088 -
14670 87855 -
32193 44994 -
24900 -58946 +
34143 84924 +
5792 -47230 +
14393 70792 -
20286 78299 +
6083 41707 -
517 -7462 -
30880 -51420 -
11139 42587 +
40415 -87103 -
15132 -97745 +
2698 -16498 -
12063 36207 +
35978 26475 -
37105 -59372 -
3156 -34815 -
22237 -57760 +
29455 48216 -
37217 16315 +
30491 55565 -
17608 -93738 +
31024 -95317 -
35978 52017 +
31205 -59430 +
15707 23389 -
13768 84748 -
26375 -61933 -
17704 30888 -
14369 -2251 +
19576 38488 +
9304 6968 +
23399 -67573 +
17624 4616 -
13424 60890 -
9198 -18873 +
40369 -95266 +
30830 -80942 +
3154 -68828 -
15984 70 +
19514 4793 +
6535 43615 -
32986 -70993 +
17065 86351 +
25837 -84125 -
26521 96598 -
13642 86274 -
13648 90902 -
41632 9117 -
5699 -16453 +
7695 73167 +
1214 19617 +
10664 -71506 -
36217 -327 -
13718 -15948 -
15255 -13042 -
19381 24639 +
8475 59528 -
11136 73065 +
24016 -25841 -
19058 -54053 +
18968 12089 +
31581 94687 +
13904 -58647 -
25422 -20137 +
38652 -78010 -
16306 10316 +
10602 82207 +
29424 -99946 +
8628 -18758 -
39457 5206 -
14496 42016 -
16593 77491 +
31591 45238 +
30533 -62092 -
33925 23082 -
38075 -57129 -
24678 -77130 -
8213 -2033 +
37667 63106 +
5880 -36387 +
32296 -1989 -
20385 14914 -
3689 -92713 -
3026 35238 +
24723 -74327 -
2778 2691 +
30744 -78864 +
4884 57564 +
3004 -37558 +
33366 94529 -
36157 -96898 -
19203 79015 -
3862 37563 +
15674 -87815 -
13251 -51888 +
9196 61810 +
42800 38888 +
26834 29592 -
4471 88779 -
7706 38300 +
3904 93649 +
24404 -52962 -
29036 -74336 +
3256 16278 +
16856 -51554 -
15231 -60903 +
32121 92218 +
15782 -24181 -
42017 14187 +
37241 -86104 +
12862 20935 -
17364 -72721 +
34329 81958 -
22579 -77302 -
36504 -21970 -
32916 38871 +
40770 79414 -
5387 -20644 -
6038 -25455 +
29017 71536 +
16671 50974 +
40918 -82739 -
6005 -64495 +
3874 -62913 +
21373 22802 -
15587 -66213 -
26266 -15522 -
3299 -63072 -
41809 -22510 -
16637 89857 -
3481 -35550 -
8486 -47130 +
23032 -12731 +
41454 37593 -
1167 90123 +
27222 15980 +
30348 49348 +
6101 -28912 -
25336 18550 +
25486 -86598 +
32087 -3721 -
36479 -3696 +
37850 -52194 +
15611 10519 -
12478 -10087 +
936 -76225 -
3807 -20453 -
37634 30244 +
25850 65001 +
29749 -91663 +
25087 -4813 +
2749 9395 +
26023 -12096 -
7724 97531 -
34969 76420 +
12598 -53550 -
7508 -65277 -
20539 -23804 -
25150 7100 +
40992 -62084 -
10146 -8826 -
6069 8705 +
15343 21304 +
1841 -38342 -
17423 90221 +
14028 56827 -
42355 97989 -
40141 90608 -
15204 68240 +
31312 96720 +
17827 -18511 -
28255 -85151 -
142 68043 -
11824 -26634 +
34267 -12581 +
10228 86372 +
29 -62811 -
14352 2758 +
12039 -65517 +
6801 3755 -
37158 24984 -
30824 -41232 -
5199 -80763 +
37251 97831 -
32411 -2819 +
23814 17084 -
22380 -48532 +
36244 98586 +
35039 -61333 +
33803 -61238 -
16092 -97596 +
19710 1755 -
9782 -41483 -
14911 -16524 -
38397 -37125 -
14574 10447 -
27065 -71513 +
16419 -24669 +
12286 -67283 +
24938 36456 +
27522 63885 +
26165 89469 -
20922 21543 -
13108 -72586 +
7510 -69623 +
40919 -39661 +
4796 -21900 -
24041 -3740 -
14559 62254 +
25954 40470 +
34302 -59865 +
33049 47681 +
9027 40427 +
655 20287 +
30018 66595 -
31908 -22500 -
41538 -23895 -
12890 -81067 -
5101 84681 -
3638 43013 +
21112 85421 -
2261 -90064 +
23748 -84012 +
24042 -14026 -
33678 -56738 -
22260 3180 +
3751 25493 -
4271 -17302 -
16207 -18031 -
15219 96397 +
26742 87216 +
24151 60561 +
17997 -37837 -
27460 -60006 -
2033 -72048 -
36104 18666 -
37939 67032 +
5870 25536 -
31607 60450 -
22710 40433 +
22848 -39681 +
35402 -77399 -
39075 -86844 +
1095 -84392 -
14885 -19093 -
35926 30203 +
3435 94230 -
37569 -11081 -
2929 21229 +
14516 21578 +
41657 80387 -
11174 -64656 +
21475 54495 -
21919 -85290 -
5907 25422 +
39150 28158 +
5431 69259 +
16932 68880 +
14046 -1473 +
22890 -17463 +
23404 12796 -
41232 38818 -
19322 -65061 -
19544 89451 +
39121 -26880 +
15628 89214 -
35437 11509 +
16255 -43253 -
28441 86579 -
21256 -44256 -
39895 42973 -
31284 -61753 +
30345 -81856 -
4931 93504 +
24450 -58648 -
27698 10526 -
29901 60906 +
14578 -38044 -
24320 -42006 +
12802 -63654 -
9511 87557 -
30165 31873 -
8208 -78451 +
40138 46604 -
8853 -14792 -
37141 43457 -
14689 31996 +
27245 -21029 +
161 81679 +
26380 47674 +
8657 -63615 -
5614 28268 +
15882 11389 -
22881 -19921 -
28037 -68240 +
5726 49461 +
15448 82673 +
15912 -35571 -
11046 80751 -
35275 70510 +
34443 -68435 +
39709 36095 +
22309 -72150 -
41750 48182 -
12494 89943 -
225 42601 +
14095 -30730 +
13237 65532 +
24517 6677 +
2966 28963 -
10782 52929 +
3967 95212 -
1409 -61758 +
37485 -94351 +
23415 9382 -
1110 1465 -
28872 12100 -
28880 60747 +
31205 30398 -
6553 -73574 -
1788 22398 -
33540 -80323 -
41844 57344 -
23025 -49864 -
947 21857 +
4793 3098 -
1132 47839 -
35701 72393 -
30424 -43287 +
25516 -77757 -
3701 -99550 +
14082 -52476 +
36434 -45059 -
10303 -47773 +
12390 -97741 +
35239 -32360 -
25802 -31229 -
41424 57314 -
33410 -48791 +
34134 -19149 -
14167 -67511 -
24852 -93861 +
29008 74247 -
9331 -31834 +
8586 -39004 -
33373 82849 -
13678 -32644 +
7822 51750 +
40257 2830 -
5610 -27695 +
17528 8091 +
23172 84897 +
4858 -67656 -
19468 93744 -
19056 -46957 -
37966 -79912 -
10814 -35761 -
8595 -72598 +
15083 75990 -
4679 42170 -
16418 34811 +
36247 79335 -
9595 44625 +
35179 -5660 +
11648 61187 -
19417 52638 +
38253 92408 +
35659 -53652 -
6580 60107 -
2993 -38719 +
34048 22971 +
11465 72202 -
28903 45249 -
11508 7368 +
495 83258 -
28120 -5806 +
42484 44035 +
28136 12071 +
35898 10318 -
22356 51839 +
31752 -15287 +
41107 53007 -
11353 -49599 +
12197 -42090 +
20776 -81753 -
323 35952 +
13110 49346 -
5664 33706 +
20108 50860 +
94 57770 -
28350 65427 +
7628 80625 -
21733 -14659 -
19656 -77625 -
21926 21321 -
35964 46070 +
15083 -80506 +
20515 25901 +
23392 -11302 -
30263 -45248 -
14006 -80888 -
20677 -19368 +
16883 14717 +
2639 -94635 +
26641 51979 +
18602 35502 -
6472 94031 -
34050 -94641 -
21062 79499 -
17720 20246 -
31907 -40446 +
37470 -63271 -
32025 61525 -
30687 -53040 -
29352 28351 +
21157 -43464 -
25543 -33368 -
34876 17312 +
4295 -55406 +
22585 -72571 +
3681 5928 -
23729 -16285 +
24173 44381 -
2525 24565 +
27761 -69679 +
31699 990 -
13799 -23372 +
16309 -80624 +
10815 -59832 -
34538 -6295 -
13019 36957 +
20510 96431 -
16946 46147 +
18028 -99450 -
11302 -19810 -
34887 95546 -
24991 -60588 -
31374 31523 +
19508 -27497 +
16728 -88285 +
30575 54739 +
22913 -60178 -
33031 4491 +
36785 -81577 -
22434 82757 +
24057 70656 -
153 -26557 -
14190 -24267 -
6784 3809 -
15339 43863 -
1357 29568 +
10668 -23254 -
36218 -91416 +
34556 -7226 -
42986 45765 +
26594 -15108 +
4704 59603 +
718 56124 +
16186 68179 +
24175 -87448 +
38654 55766 +
11488 -25258 +
33157 -9087 -
2486 73412 +
39070 -3899 -
38097 64528 -
29328 70386 +
5997 22790 -
16880 11300 -
24641 -45918 +
1725 20213 +
11311 1076 -
26636 41151 +
13840 -19992 -
36271 39613 -
1439 -69590 -
19640 91846 -
29571 38953 +
6762 30817 -
26968 -20302 -
30930 -94585 -
34711 73522 -
39841 -13695 -
40388 -80131 -
9784 -15693 +
31685 -67819 +
1877 -8330 +
11169 -63913 -
27981 -9540 -
33299 8792 -
10506 -95352 -
8362 77794 +
11142 -17850 -
21389 -88820 +
11438 -40881 +
30037 91033 +
42006 36779 +
23879 -21389 +
28842 -4591 -
35374 -82768 -
40714 -47727 +
43186 -2876 +
34445 -91337 +
19399 -91479 -
31029 -44681 +
18738 -1728 -
39056 39678 -
30459 -19554 +
10056 -56855 +
31362 -45842 +
26570 63379 -
24600 38524 -
1746 66284 -
35469 16782 -
7048 -97696 +
33438 85523 +
3663 -87009 -
2757 -79398 -
28284 -77531 -
7598 75204 +
6555 38035 -
35875 -11809 -
38567 -73879 +
26222 89505 +
430 99962 -
24877 -22720 +
18082 7529 -
18613 -60543 +
38382 44048 -
11435 1306 -
40982 39110 -
31640 -25968 -
32199 -48896 +
19179 85121 +
35298 -63410 -
4676 52293 -
38565 49096 +
32830 -46143 +
19687 46617 +
29237 22389 +
30727 5779 +
9594 67487 -
35710 6320 +
25786 -80073 +
42106 -13999 -
104 -7601 +
28046 25549 -
6383 -62287 +
7605 12671 -
4321 -73452 +
41376 60369 +
15185 -30273 +
8047 97556 +
12608 95950 +
31230 -31729 -
40385 -61185 -
12690 -34872 +
38280 -16935 -
628 65593 -
5632 11655 -
9186 -4397 +
41359 1684 +
18689 67252 +
30848 62613 +
7706 -85446 -
16212 19322 -
10004 -61141 -
38601 -78497 -
71 57698 -
32616 -61652 +
19219 88906 -
34559 -12570 +
28716 -89948 +
29362 -98152 -
36046 90630 +
38473 67187 +
23549 39791 +
30281 43190 +
16823 -45841 +
31060 -95816 -
34663 -15822 +
6481 -8365 +
36876 -44675 +
35159 84228 +
15472 -79806 -
18810 -57249 -
34013 44889 -
6874 58103 -
25464 -5398 +
6282 -93817 -
26197 -17819 +
29567 6909 -
9803 20245 -
40219 67795 +
10741 -24174 +
38907 -80979 -
42439 -9509 +
16969 82597 -
37036 -68205 +
13183 584 +
23 681 +
22858 -88948 -
15823 19868 +
23487 85821 -
10109 32350 -
34372 65626 -
40375 30548 +
9123 -27950 -
23097 88912 +
21620 95250 -
19610 -51633 +
35144 -5850 +
17418 -2504 -
12248 -54623 -
20780 39302 -
12429 -42474 +
42339 48614 -
31073 20788 -
31829 -25927 +
36735 63354 -
15068 12782 -
5878 -51268 +
22648 -937 +
23622 -14890 -
43301 8509 -
36510 2320 -
32476 -54607 -
19640 60653 +
29361 76585 +
39210 -29376 +
16230 -49248 -
17832 -77375 -
7661 -19751 -
26826 -3293 +
17064 -37259 -
14268 -23762 -
4802 33285 +
36766 -17192 +
8559 79932 +
14251 89366 +
20418 32222 +
22612 -4910 +
23904 -83286 +
21058 -67444 -
17360 47188 +
15477 89213 -
35212 16975 +
13025 71250 +
2049 49138 -
5547 81030 -
29967 37778 +
12086 -45342 -
4200 -42686 -
33371 95069 +
33493 -77477 +
38660 -5120 -
18966 37686 +
23156 12657 -
31858 76581 -
37395 -99286 +
7371 11183 +
38384 -52260 -
8486 22068 -
19607 -58589 +
19553 89931 -
16588 35424 -
8998 -59769 -
25956 79263 +
6400 56349 -
34599 -82563 +
18936 951
7970 -6404 +
4023 8247 +
3376 38951 -
1171 -17699 +
268 12084 +
14216 -95571 -
2080 38323 +
17295 -21631 -
3527 -17369 -
13405 49579 -
6275 30123 +
1072 20035 +
15836 -38350 -
92 77757 +
1149 18954 +
2830 -5579 +
17067 -25695 -
999 -32375 +
5013 28211 -
3199 -74349 -
1544 66667 +
11212 24689 -
18864 91266 -
5736 -7559 -
10773 47622 +
13083 -79915 +
12186 80080 +
2740 -13246 +
10872 64556 +
14318 5399 -
10528 10475 -
16039 -81681 +
6676 55474 -
15531 55234 +
8963 90315 +
4707 21024 -
15167 -61797 -
18862 -86126 +
2230 69204 -
11874 -31471 -
13140 -5453 -
14844 40226 +
13696 -78932 +
17563 70835 +
6295 -55409 +
4503 -9218 +
5796 47259 -
535 -43526 +
11794 79634 -
15084 -99721 -
3335 -17301 -
16671 -80481 -
18147 -70021 +
13548 -55598 +
3888 22448 -
12272 56471 -
13582 -66550 +
7594 49679 +
7726 92230 +
18559 -88878 +
4656 -48002 -
11309 27308 +
18908 65958 -
7686 -28717 -
5058 -45710 -
7024 88397 +
6339 -75510 +
18791 -91407 +
18207 27858 -
17738 84359 +
6836 -30034 -
18893 -26486 +
1164 892 -
10543 59644 +
18910 -61189 +
3434 -60640 +
6976 -18924 -
7299 -63953 -
6425 80543 +
9765 -74369 +
14993 40789 -
9099 12092 -
2193 -62087 -
16074 -15388 +
16984 -35919 -
11394 -40391 +
10533 9709 -
14429 -90049 +
12802 -25937 +
12902 -64848 -
10329 -396 -
756 -22369 +
8561 37837 +
11787 99165 +
8581 63120 -
8778 95420 +
6129 10595 -
13981 64868 -
5504 -24601 +
7999 88112 -
6956 -72261 +
3578 43477 +
5265 5523 -
16057 42540 +
16112 -18228 +
6410 -25922 +
14510 -99108 -
16597 62375 +
5197 -33933 -
2601 -8725 +
1930 -28757 +
1137 78233 -
5179 -69740 -
10647 -92930 -
626 16511 -
9396 4862 +
9211 -53637 -
10823 77864 -
18845 -39654 -
17546 -58763 -
7012 14670 -
7329 30979 +
788 49476 -
5271 -36991 -
5120 -65890 -
13106 -15437 -
15454 -7016 -
18595 90371 -
4233 7296 -
11719 43612 +
14211 17613 -
8698 68073 +
10269 73144 -
12502 78887 -
4522 -22044 -
9577 -24254 -
18362 -65317 -
14957 33403 +
6269 -1357 -
8887 79100 -
12848 80784 -
3052 -84441 -
18861 -38772 -
2578 65506 +
10795 57096 +
750 -14846 -
6826 -89900 -
16864 -47637 -
17901 27473 -
5774 -45980 +
12723 -41233 -
1718 -41455 -
14625 54480 +
24 -29365 +
18590 -99047 -
17259 -19153 +
7042 82964 +
11486 -99673 +
5229 -92307 -
16523 -92548 -
14485 67391 +
15294 32544 +
4386 -44945 +
11259 -71651 -
8445 76601 +
5147 -80959 -
3875 -84506 -
15606 -89970 +
3316 -24122 -
13944 -62350 -
11377 -82261 -
5733 -9897 +
17921 -12013 +
15971 -54014 +
4281 32496 -
1542 -85397 -
9241 16912 +
3750 -7366 -
3744 -12798 +
18616 -66266 +
677 53496 -
17621 -10881 -
5331 46725 -
8981 -72316 -
10903 39680 -
15864 30421 -
9194 28718 -
16725 -71505 +
9179 -56587 -
6820 -87303 +
1331 -38071 +
7731 -23730 +
9660 22336 +
15697 42498 +
18033 1845 -
14948 -94223 +
17273 -1281 -
1212 88064 -
16962 12747 -
6889 -98620 -
4379 8127 -
1179 -73653 -
10917 -73009 +
4209 64753 -
10978 -20023 -
17812 25538 +
8094 41724 +
6018 -79488 -
14776 37710 +
14447 -45948 -
15234 -2892 +
11150 79936 +
17918 75359 +
761 -79057 -
16024 -21013 +
4142 -94595 -
5785 -72531 -
4711 51742 +
6610 18169 +
579 -36971 +
3828 32166 -
4833 5006 +
727 -31729 -
8733 -17884 +
5527 -88886 -
1865 -53943 -
13945 -34636 +
3913 22891 -
13834 -42697 -
15096 38126 -
2095 4949 -
4197 4738 +
10993 53821 -
4589 15294 -
161 -37917 -
5222 -13159 +
15093 -99417 -
3907 -80679 -
13886 47213 +
6053 24269 -
9907 30433 +
18191 -36747 +
14165 -46743 +
14577 -42029 -
895 30376 -
15672 -37880 -
4458 -53291 +
75 -28992 +
13808 22564 -
13504 -12568 -
3338 25053 +
7589 80782 -
12545 94382 -
8096 -81217 -
11436 -13758 +
11542 -37049 +
656 20570 +
6116 -83290 -
12080 73899 -
13075 89081 -
16338 -82489 +
13507 80877 -
15128 2181 -
16374 38150 -
11864 82896 -
15720 46204 -
9244 42833 -
17195 7681 -
17652 8992 -
1865 15532 +
3459 78053 +
12092 3055 -
13973 -61988 +
8139 -36557 -
3345 8926 -
5072 -62044 +
14613 88013 -
585 -5733 +
3864 -7181 -
18037 -69211 +
6406 7141 +
16345 27582 -
15900 -38354 +
9552 -4804 +
13896 22912 +
10723 25610 +
12738 -98764 +
5213 -99685 -
13051 67497 -
902 -30242 -
6497 -82722 -
6449 -83085 +
1841 97754 +
13641 1649 -
15362 -45291 -
16064 -2525 +
7602 24146 -
5252 -85018 -
11041 -97227 +
4922 15021 +
3553 23427 -
8082 -47557 -
8027 -78743 +
15757 -85311 +
13049 86071 +
9782 -64895 +
5046 -480 -
12988 -6321 +
16208 60216 -
9921 54552 +
7283 98089 +
4090 -47457 +
7371 -94653 -
970 46312 +
15638 61162 +
18590 -67993 +
1460 -23175 -
13027 79035 +
276 97274 -
1828 18766 +
12737 87107 +
14234 -49121 +
418 -59912 +
8625 37107 -
1534 -62739 +
5791 92201 -
3670 34211 -
16395 31250 -
6797 -67311 -
1642 47973 -
15017 -65075 +
15031 -25749 -
119 10667 +
11053 -17365 +
6149 -47543 -
9384 -9410 +
14740 33964 -
13401 -19586 +
13993 94452 -
1781 36304 +
1445 14376 -
15765 58273 -
1133 -73449 -
10079 -8104 +
4007 35978 +
10252 74534 +
513 45522 +
2840 -73888 -
684 86086 -
787 7177 -
3938 25363 +
14163 39882 +
13415 -42248 +
16550 -25602 -
1340 97725 -
7935 6886 -
17076 19430 -
8826 -82781 -
16983 -84431 +
10538 -3828 -
5854 -73826 -
9710 -81433 -
14766 -76535 +
6381 -85645 +
12541 86560 -
5024 70861 -
14044 -5281 +
10021 -33234 -
9155 98045 +
8974 -26542 +
7893 -82557 -
5631 -83207 -
3856 40768 -
15615 68806 +
7443 -74683 -
18725 70570 -
7842 25627 -
3643 -64607 -
16892 -97790 +
8198 -65683 +
6737 -97313 +
14837 -39283 +
1149 -99258 -
14247 -23229 -
842 -40486 +
9736 40019 +
5877 -62816 +
1421 -44100 +
12336 34073 -
868 64782 +
2520 -16459 +
326 69358 -
6870 95723 -
13672 7002 +
7787 71200 -
15494 -29631 -
13977 7060 +
6156 -90148 +
5015 -75875 +
11403 -23085 -
1214 -44289 +
4949 -47020 +
15506 -11035 -
14790 -78115 -
18524 64463 -
3350 -60491 -
9963 69382 +
399 23825 -
4612 45271 +
2132 -87120 -
13522 9209 -
11149 -5879 -
10798 43189 -
16993 -89600 +
15470 4311 -
1755 -46137 +
16231 -36588 -
13937 96888 +
7 2279 -
11939 -45126 -
11543 2034 +
17698 -17718 +
17027 -67827 +
5277 59739 -
67 56658 +
4769 81059 +
4227 71492 -
13160 -83025 -
7863 1109 -
6631 -48990 -
17081 78036 -
4737 40008 +
10080 -50537 +
16023 32580 +
8649 -79477 +
2082 52789 +
8133 61289 +
8150 57859 -
6025 -15222 -
10753 32662 -
8067 83907 +
7527 11557 -
720 -45343 -
15947 93289 +
11138 56039 +
6690 70907 +
6427 55338 +
5369 39392 -
594 72518 +
16722 -19023 -
14125 93401 -
2762 46463 -
16322 -25526 +
13326 4107 +
10065 -84029 +
7063 26326 -
18146 25268 +
5255 -57676 -
2477 95297 +
14286 -77264 -
10550 -56573 -
4885 40839 +
803 31231 -
1402 70683 +
4931 63815 -
11683 34113 -
16718 43236 -
8455 -23798 -
3526 -92234 -
7647 55446 +
1037 29901 -
15421 12838 -
8447 -17772 +
9365 -84075 -
14614 95310 -
14458 -70613 +
8398 39776 -
4349 -3316 -
5973 -7924 -
4921 86056 -
5892 -72865 +
5972 -61883 +
16823 96568 -
2584 59258 -
16886 48598 -
4834 86139 -
17962 72710 +
10438 -19394 -
2290 80272 -
17638 49107 -
7465 -13085 +
4149 -65858 -
2563 33339 -
11279 73287 +
18703 51744 -
9370 3604 +
15713 40378 -
11631 91277 -
16775 38699 -
13539 -92832 -
10449 -89923 +
17618 -23881 +
9828 44200 +
2277 54644 +
15404 -59012 +
3812 -16242 -
6774 -33955 +
13118 53966 -
15106 9791 -
2154 73938 +
16595 -96502 +
9613 29747 +
2941 -41861 -
3847 9082 -
11057 -31292 +
9961 -90799 +
16096 -45029 -
18453 29603 +
3563 97916 +
14142 41606 -
16050 -12545 -
11055 -73677 +
10658 54058 +
393 52592 +
12895 18634 +
870 69526 -
9720 -56726 +
4595 65718 -
8789 73118 +
7501 -63326 -
8832 31450 -
17341 99816 +
8757 -54495 +
7605 89807 +
7559 78298 +
12563 85773 -
18486 -80489 -
8028 -81869 -
16876 39978 +
9851 98932 -
16570 -77790 -
4396 26288 -
457 59582 +
8603 95302 +
12132 38445 +
7103 72538 +
9678 46984 -
9085 -33710 -
16875 59330 +
15720 97404 -
17691 66616 +
2729 -90291 -
18735 24896 -
15835 90396 -
6085 -80474 +
1180 41957 +
4704 -85595 -
13690 21670 +
6489 -71283 +
14375 -24946 -
2602 21999 -
4873 91244 +
13892 86547 -
14944 -10970 +
9292 -98213 +
8878 96653 -
12348 24186 +
1797 71656 -
1891 -4655 +
15750 -166 -
18532 -65470 -
17982 -34249 +
14910 21774 -
17466 35897 -
4283 51198 -
2558 25472 -
15005 -72261 +
11577 46558 -
3814 47091 +
8725 -93564 +
11730 -25102 -
5021 -87486 -
1213 57930 +
13776 -52014 -
12004 37413 -
16096 -97902 -
14623 85955 +
4147 -93267 +
8988 1907 +
18278 74550 -
11900 -62483 -
12373 57564 +
7212 15726 -
3510 -59923 -
6971 92930 -
9449 12746 +
13021 -99599 +
16847 -92513 -
16043 -61516 +
523 13567 +
16240 -11624 +
6293 90651 -
18512 21513 -
15716 -50284 +
949 -52414 -
15249 -94416 -
559 -66472 -
674 95402 -
9790 89351 +
9742 65516 +
772 49003 +
1946 45398 +
7735 -45404 -
7729 -83350 +
18276 -36969 +
12322 -44364 -
14497 244 +
10826 -75065 +
1031 65418 -
13109 -39329 +
6929 17678 +
17998 37252 -
15693 93617 +
17159 -94228 +
13327 -6111 +
13020 34936 +
13125 -86660 +
12210 78315 -
16514 -33924 -
9510 -5839 +
17041 11961 +
5532 -71128 -
2475 4937 -
14742 37628 -
2931 -24847 -
14427 -82192 -
5045 66798 -
176 -71927 -
6493 -56925 -
1510 -57856 +
10967 43038 -
7131 -26048 +
8335 94264 -
15504 72929 -
8050 -23404 -
1584 20480 -
18437 -71644 +
6281 -65302 +
16810 -58915 +
13434 -43945 -
5090 -20772 +
11938 89899 -
6376 18767 +
2017 -15309 -
11395 27797 -
7912 95357 +
13345 -79167 -
4298 96204 +
3677 10625 +
15035 -52058 +
703 29380 -
13798 -7793 +
18509 -51354 +
7365 -20426 +
13664 71125 -
13998 90947 +
15682 29984 +
13023 51648 -
14813 -21675 +
16877 -53672 -
15876 -15544 +
8939 -75420 -
6249 -12054 -
12423 98592 -
11239 34085 -
3566 42970 -
1321 -57608 -
13077 32893 -
6527 24811 -
14527 -70224 -
12394 47082 +
10754 9514 +
14649 88055 +
6223 75160 -
17355 67046 -
4628 52638 -
17519 33331 +
18467 84702 +
8473 -50751 -
9024 -75736 -
5840 -75992 -
11694 50850 +
6791 16513 -
11203 69 -
13954 -64153 +
13967 81639 +
5870 -45090 -
8609 36783 +
6634 64210 +
10608 78912 +
16292 52255 +
11185 86217 +
3862 -14326 -
12383 -4632 -
18802 83600 +
15521 84925 +
16777 -81260 +
17556 -57118 +
17840 47759 -
9404 14212 +
6110 -77839 +
11928 -33727 -
17496 -45734 +
1506 -58443 +
4269 96710 -
7546 -50640 -
12694 5409 +
12957 73040 -
4987 73426 -
4159 42636 +
5926 70978 -
15941 20074 -
4105 -62460 -
5490 -43094 +
1271 34347 +
9473 60699 -
4092 -50893 -
2794 74746 +
7840 49649 -
12221 -69291 -
9910 87979 -
9120 -43024 -
9416 -39416 -
18146 60641 -
1419 67962 +
9745 80561 +
4045 19329 -
13854 -64402 -
2495 51010 -
14316 -77324 -
14385 25445 +
6137 -79890 -
16322 -1112 -
13721 60851 -
10849 -59786 +
14639 -13717 -
12498 69170 +
14334 43078 +
13993 39496 +
9220 -51345 +
16334 -61224 -
9229 71182 +
16213 -67403 +
4431 88336 +
16413 21501 +
16709 -77483 -
5619 73946 -
15124 -62886 +
14330 86068 -
15661 8469 -
17076 53232 -
5208 -29321 -
12798 11348 +
13222 -57868 +
1578 -99261 -
11206 93607 -
18203 -37831 +
16214 -76340 -
2315 -83891 +
15733 35392 -
5206 38979 -
12287 18293 -
15931 83548 -
14354 -97491 -
8248 584 +
10991 -6828 +
1053 95422 +
5896 -36388 +
10175 30330 +
8547 -91582 +
1327 25836 -
3927 18986 +
11625 60111 +
16673 -23490 -
10793 -18559 -
12256 -48346 -
13200 70763 -
8005 29991 -
1843 83789 +
12829 -76007 -
17025 -12446 -
13926 -10026 +
2991 9399 -
13858 -34132 -
11847 32165 +
251 75640 -
15288 62333 +
7629 -71650 +
12831 83635 +
6380 95582 -
324 -40404 +
3 1861 +
5932 90144 -
2227 -97273 +
887 14724 -
13447 -41198 -
17122 10879 +
17670 65109 +
6094 58511 +
16987 45409 -
17428 -38042 +
1498 -22719 +
17610 -29118 -
5611 1751 +
17237 -20421 +
10998 20175 -
6586 -78464 -
13288 -69167 +
4080 22934 -
9200 87485 -
12969 86417 -
4861 28028 +
3473 -90649 -
15759 40693 +
14333 30102 -
2585 52445 -
1941 45978 +
15069 52567 -
16951 72427 -
6594 23469 -
11563 -69389 -
18043 -7536 -
12003 45188 +
2946 -46049 +
6093 -37540 +
12030 73954 +
13593 71630 +
15673 -16471 +
14204 47346 +
12950 -27430 +
17615 -81259 -
18064 3181 -
10442 20776 -
11995 61189 +
10780 36455 -
12762 71774 -
6813 64219 +
9931 -77129 -
13380 -46826 +
15632 52927 +
13048 99662 -
7616 -69208 +
11795 92832 -
17066 -6454 +
5227 5333 -
6574 67999 +
16755 -43713 +
1055 51491 +
6866 19614 -
2242 80232 +
10683 -73068 -
14573 29987 -
9437 12369 -
4722 59983 -
4873 42521 +
3344 12944 -
929 86888 -
18356 -31415 +
6027 88285 +
16219 41061 -
7066 78629 -
6645 -7648 -
15514 -38833 -
8801 35058 +
13699 5018 -
614 65934 +
3349 3835 -
8028 -33831 +
4653 -93879 +
8951 92357 -
13427 -99782 -
3517 -23353 +
7569 78611 +
378 92191 +
17682 -46782 -
14105 -36711 +
4298 -30664 +
8114 -2508 +
16432 95214 -
8064 -15334 +
4332 82446 +
2993 46868 +
8526 -57981 +
15840 10925 -
5963 -81564 +
584 -57072 -
6218 91453 -
8862 -31686 -
4460 -74659 -
4301 58757 +
1795 51443 -
12683 -17113 -
14209 -40930 +
2038 -1040 -
17606 58003 -
10047 6106 -
13620 63077 +
11668 42021 +
1715 -59323 +
7093 90100 -
17506 -34584 -
6328 -18540 -
5917 9487 +
4482 -2540 -
