47
501 15
10661 20413 +
47412 -56826 -
20987 -85352 +
37079 60807 +
19073 61178 -
36800 1694 -
31674 54969 -
35948 77210 -
36293 85657 +
39511 -10747 -
14034 21618 +
6622 -70607 +
19667 42271 +
30433 -86863 -
37394 -59828 -
20668 37831 -
21924 67125 -
5739 46479 -
39441 -4977 +
35349 -15115 -
28239 14257 -
5909 17002 +
28042 17627 -
9906 -84704 -
42155 -77550 +
49644 -78381 +
49348 -8622 -
1779 4471 +
40088 -38071 -
58557 -57288 +
5987 91125 -
853 98018 +
28506 -7657 -
8271 35120 -
52259 46890 +
53912 -49499 -
49734 12800 -
2300 299 -
354 87788 +
53999 -79180 +
30006 -92496 -
13150 -73490 -
44075 21201 +
32266 -91806 +
36260 -40379 +
57018 -74827 -
60790 454 +
17514 1452 +
50475 -19354 +
14602 35576 +
17376 61569 -
32770 28695 -
4237 87255 +
5583 76706 -
58398 -8466 +
48068 972 +
4261 -55919 -
58198 -89343 -
26993 -72060 +
30862 12753 -
54745 -24291 -
51864 -42383 +
60894 32495 -
49441 48902 -
51692 50311 +
2811 99999 -
40004 52873 -
50521 69019 -
23040 -35496 +
58124 37400 +
16987 93778 -
46319 -98804 +
40715 -24704 -
29911 9624 +
27906 26240 +
20902 17845 -
54537 -6453 +
44703 70523 +
60875 69483 +
8227 17837 -
61056 78259 +
22352 -68419 -
9835 21720 +
29690 78835 +
45853 73065 -
51594 -79305 +
33843 -17511 -
58869 -73627 -
30359 42041 -
23351 -59731 +
57199 -84382 -
53890 -54855 +
49810 34670 +
3460 77163 -
9227 41554 -
22904 -89023 -
31592 -28526 -
47270 21705 -
37119 -51561 -
40239 21466 -
60962 21034 +
13867 -80316 +
25010 64610 -
7548 41314 +
39594 -53199 +
44624 34570 -
59068 6129 -
34639 53433 -
30459 -5858 +
23285 7141 +
30652 20440 +
6557 -4633 -
24389 21109 +
18921 -14497 +
21335 -64896 +
34101 -72258 +
34331 93307 -
13407 -42751 -
7564 40911 +
55896 -65785 +
41459 53748 -
39002 35778 +
58776 -95467 +
11198 36569 -
41092 -83922 +
25207 -52654 -
31129 8710 -
12599 -72883 +
38663 40805 -
13680 -63995 -
22503 10110 +
9776 99633 +
38939 -64689 -
30864 53215 -
61171 2545 -
8326 20682 -
49110 20604 -
39651 -86530 +
53379 -76737 +
18660 96649 +
27357 -94730 +
17169 79790 -
2417 86850 +
45568 -16555 -
9272 4979 -
35719 55175 -
15981 -77759 -
27925 -63618 +
28482 -28 +
51084 -77340 +
54551 -94448 +
36758 -19228 +
1010 -75026 -
52172 -88206 +
40868 -73804 -
3371 -18694 -
16392 -30222 +
55115 -37108 +
23382 91867 -
31900 -15986 +
38219 10503 +
56479 -34184 -
5908 -19637 +
39148 59637 -
1654 -36828 -
33623 53678 +
14144 97560 +
32514 -13979 +
34584 92457 +
22003 -23438 -
14005 16861 -
17430 -99301 -
50166 -65899 -
12222 -60524 -
8236 18465 -
2248 10608 -
46909 19101 +
8783 23032 -
4683 -92461 -
5734 -4268 -
29330 60043 -
17826 77156 -
45791 -61911 -
14906 26860 +
15080 -99781 -
24198 -9439 -
25319 -92992 -
44799 -99553 -
16526 67200 +
46868 -18191 +
38449 -77033 +
53467 24598 -
18744 -8449 +
14693 -73722 -
30853 33609 -
54901 -90991 +
47656 -30850 +
57255 21350 +
59566 74305 +
53826 53052 -
20410 34850 +
4076 65886 -
48648 26146 -
50081 -51855 -
52179 -38335 +
60995 -27506 +
45983 48160 +
32831 -80645 -
50128 17859 +
22003 -47410 +
18907 -80047 -
2226 873
1792 -10126 +
1094 78161 +
580 -75621 -
1408 -27975 -
1715 -50262 -
1500 -96093 -
1241 -17587 -
200 56362 +
827 7435 +
1094 59582 -
2007 -89394 +
611 -19926 -
1022 80445 +
750 82856 -
531 39780 +
1105 90448 +
1029 82118 +
1191 58851 +
1700 -4711 +
477 -39598 -
647 -84293 -
1998 81814 +
107 79310 +
1182 71672 -
1761 87577 -
1137 24027 -
1210 -17144 +
1403 -41154 +
1769 -19096 -
1567 -86890 -
1381 12910 +
1660 9816 -
49 64356 -
1880 -52660 +
1962 7552 -
687 7530 -
1141 -32771 +
1377 -10649 -
827 288 +
892 -1528 -
1104 76792 +
374 83371 +
1132 61939 -
814 -96750 -
527 -64171 -
1517 -88557 -
712 -80782 +
1305 -4848 +
1343 -67494 -
2108 -84839 -
1321 22094 -
752 76846 +
52 -88117 -
1660 -65349 +
1888 -60644 +
2037 3676 +
832 25661 -
2150 31403 -
809 -77815 +
1785 79662 +
1962 37571 -
600 -87441 +
344 94594 -
1487 15269 +
1975 94951 +
374 -62449 +
2201 -82308 +
434 -63586 -
862 -45653 -
1771 68546 +
1297 81737 -
222 87351 +
560 60651 -
61 -4221 -
2159 -46567 -
776 98104 +
293 64576 +
1417 -53814 +
1041 357 -
174 35475 +
1692 59102 +
634 87621 -
1379 54195 -
45 20324 +
1458 31290 +
763 -35406 +
245 -61670 -
1611 48831 +
1155 68192 -
1837 -93208 -
1693 -11590 -
1322 -34080 +
961 56095 -
1554 -12004 +
512 -89709 +
2192 58998 -
1208 -22192 +
618 -43419 -
945 7604 +
587 57991 +
1807 -47316 +
492 -77360 -
957 31477 +
1596 -78735 +
930 89481 -
349 97193 +
119 85238 -
2133 -22640 +
748 -11146 -
2031 -80744 -
1045 80957 -
1799 46539 -
1166 64771 +
756 -98005 +
1949 -83591 +
897 -47639 -
266 8632 +
1127 -26455 -
1208 75910 -
1852 28622 -
2201 62261 -
839 24894 +
133 -24809 +
1711 36073 +
1897 -2968 -
1381 61400 -
294 -45654 -
817 34075 -
1950 95763 -
1650 80848 +
1778 61871 +
1111 12703 -
402 85636 +
1051 -26584 +
1618 62780 -
2112 -43356 -
2004 51670 -
82 -66965 -
136 -10056 -
136 68723 -
918 -47830 -
1549 34758 +
688 -61331 -
1252 41563 -
1059 -49126 +
939 13609 +
178 79620 -
1005 47834 +
5 33935 +
1772 47050 +
189 -10817 -
1662 96150 +
428 -79333 -
896 98753 +
469 -24000 +
672 29711 +
1719 -55414 +
2072 79760 -
1819 -28823 +
1183 -79872 +
803 -261 +
675 -64581 -
205 64243 +
1151 -87977 -
265 -66751 +
1583 96462 -
1628 -73499 +
1532 82859 +
731 25071 -
1758 -33661 -
825 -81614 +
1897 13036 -
1982 -51412 -
1541 89461 +
2046 15368 +
196 85072 +
1539 -57211 -
105 19576 +
212 65726 +
21 -54431 -
1059 -86672 +
764 78244 +
461 -75158 -
1246 -66020 -
1538 -1077 +
1434 -47582 +
338 -15749 +
1565 77521 +
1852 80039 +
373 38590 -
1142 -59629 +
1428 29097 -
42 -57253 -
1910 78804 +
2044 26173 -
889 8246 +
743 -16311 -
1770 -62067 -
1583 -63664 +
948 -69894 +
1720 64430 -
437 38788 +
653 -70607 +
1436 -58092 +
1055 41255 -
456 -31230 +
923 -50840 +
1125 -53509 -
224 93194 -
1216 59460 +
1846 66061 -
1584 21649 +
1135 45837 -
1574 44059 +
1209 62556 +
74 -60353 -
401 69655 +
1233 39081 -
2160 -50827 +
2019 31214 +
2059 -4981 -
677 71227 -
1782 -97766 +
134 -79175 -
364 -69353 -
1969 17238 +
1001 53205 +
288 -97999 +
1382 49734 -
930 -4612 -
195 -98586 -
1701 -1918 +
1326 99921 +
1293 90939 -
507 10619 -
1854 30086 +
2168 48315 -
2192 -41824 -
681 40207 -
427 -51389 +
1465 -3206 +
1029 85097 -
108 -71254 -
48 -13686 -
1700 77836 +
416 3761 -
1083 42578 -
2082 -37432 -
1329 -9936 -
2109 96936 +
1686 29413 -
376 -17381 -
640 -37948 -
673 -88373 -
1599 -94105 -
1947 -23646 -
2207 67947 +
1786 -40707 -
2099 -53494 +
623 46472 -
1658 -79330 +
2134 -48802 +
1466 -96076 -
2060 89780 +
494 -45464 +
1493 -84508 -
1265 -91792 -
1644 -21746 -
586 -66166 -
1064 54949 -
2043 84996 +
628 72946 +
640 -69457 -
39 21309 +
500 68110 +
2133 46541 +
1771 33742 -
772 2425 -
1936 82248 +
2091 -68304 -
273 24560 -
1294 77386 +
813 -75024 -
91 71489 -
1648 42992 +
1458 8006 -
753 -17524 -
829 18231 -
694 71674 -
1283 -80913 +
1487 -56077 +
40 -66644 -
20 35174 -
1455 -47591 +
1061 -32581 +
1811 48606 -
777 -23625 -
1260 -15719 +
275 -41313 -
1784 -56379 -
1402 90715 -
603 24266 -
1100 -15963 -
1282 -94295 -
1492 87347 -
1959 -32686 -
2058 -6330 +
90 81214 +
2175 -78546 +
23 -6743 -
756 -75467 -
1368 82402 -
874 -24674 +
137 69872 -
1475 -94881 +
1742 -41628 +
2131 10279 +
438 94403 +
1031 -17904 +
1952 -98838 -
968 -65666 +
1633 35646 -
370 1700 +
189 -69756 +
79 -74711 -
964 61041 +
887 51314 +
500 71875 +
1452 6896 +
550 72102 -
1339 95107 +
853 38969 -
594 -90715 -
766 -81734 +
1279 73894 +
1617 -47875 +
460 -93146 -
1547 54806 +
2035 -19174 +
662 97066 +
1601 -61139 -
1904 65112 -
2108 44711 -
1880 -61408 -
158 -90582 -
61 7139 +
1332 -66064 +
768 -20153 -
427 -4134 +
183 91450 -
515 77816 -
47 52680 +
1410 -64267 -
2209 53214 +
460 37172 +
341 3109 +
1416 -16902 -
902 -26795 +
1521 91529 -
104 -81982 -
1088 -68902 +
1058 59369 +
981 34476 +
939 -79751 +
207 12823 -
1116 36889 +
389 -94482 -
21 -26517 +
2144 18462 +
105 -95011 +
967 68717 +
190 -7985 +
1507 -63912 +
1536 27578 +
612 26605 -
1590 96335 +
694 22895 -
1104 45234 -
1168 -95825 -
1005 59951 +
891 -58166 -
888 -39617 -
946 2600 +
1997 -59369 +
2059 -31236 +
1736 34523 +
1708 -83815 -
1033 47244 +
1270 4627 +
1664 92745 -
101 -80031 +
1287 99427 -
1878 76676 +
833 76333 +
259 18832 -
262 -76810 +
896 22906 -
1568 -94369 +
1108 7484 +
2066 54961 -
2196 -27782 +
1550 70728 +
694 19671 +
1143 -40818 -
208 -21370 +
256 -2364 -
127 -7996 +
1334 58027 -
132 31713 +
995 -82506 +
1229 -1029 -
1583 -39570 -
1936 -38542 -
1207 -8864 -
1593 39742 -
632 96771 -
857 40239 -
161 -52149 -
1971 -47624 +
1411 -25727 -
1471 71561 +
894 -74472 +
688 45542 -
746 -59186 -
1112 -741 -
1833 -39985 -
782 79730 +
2155 85969 +
431 -64945 +
500 -57933 +
40 57270 -
726 85847 -
105 -65816 +
1486 94658 -
1520 54215 +
217 14340 -
1231 -88014 +
1590 64597 -
1667 -9748 +
2111 80728 -
1036 64968 -
1335 91109 +
1610 28096 +
304 -80629 -
1389 -51212 +
605 67926 +
1986 206 +
1733 -88298 -
443 -9138 -
1052 -99435 +
1815 5415 +
397 -8990 -
1703 -80305 +
1467 -1027 +
2196 -2770 +
1238 45085 -
1607 -43424 -
1231 87558 -
1602 -65456 +
772 44346 +
805 -16553 +
708 78223 +
7 -16663 -
641 -61925 -
723 -80314 +
308 -61015 -
1304 -75759 +
805 32099 -
337 55686 -
862 -703 -
104 78745 +
208 17060 +
2056 -10794 -
2171 83456 -
29 15140 -
112 -98798 +
485 -51078 +
760 -53348 -
1291 32931 -
995 61914 +
464 -43856 +
94 59299 +
1387 -66322 +
543 60277 -
1138 56101 -
1299 51271 -
1257 17817 +
1298 69633 -
1250 22851 -
330 -17263 +
1005 -3466 -
131 -22555 +
1264 41042 -
94 -91289 -
773 -92696 +
1752 -81197 +
431 -14813 -
1815 37852 +
243 19731 -
47 43747 -
396 -21128 -
1505 58959 +
847 84212 -
1891 -28503 -
1828 54187 -
2012 -27055 -
1784 4193 -
502 -47164 +
1841 49630 +
1023 -91629 -
2069 95297 +
230 93671 -
344 -33958 +
405 -47191 +
799 80005 -
1322 -51502 +
1255 -82331 -
1687 25544 +
404 -73418 +
1210 -69473 -
1658 -44617 -
303 -575 -
829 -33201 +
901 88707 -
557 -62574 +
2077 13338 -
1796 -46182 -
1700 41238 +
1641 -85357 +
4 -12149 -
1909 -55374 +
2159 -10916 +
2153 12559 -
64 -15410 -
169 -38408 +
1332 41649 +
1344 -51004 -
1119 12894 -
2116 -81633 +
1100 24950 -
1496 -42581 +
1551 16329 +
212 -68711 -
22 91122 -
1777 -6053 +
1054 34112 +
206 -15426 -
277 29519 +
1233 37485 +
2126 72341 +
1754 -31271 -
432 68771 +
1073 -93857 +
1387 49485 -
1740 85049 -
1744 -27670 +
580 81410 +
1433 -77265 +
552 95205 +
358 73127 +
1329 29795 +
1473 -41994 +
1129 -42889 -
1775 67915 -
2038 64081 -
166 -1422 -
981 -64363 -
1535 -58745 -
552 -5191 +
2155 11806 -
239 18687 +
488 80240 +
187 56685 +
1861 48168 +
2100 96421 +
177 -2089 +
947 -75518 +
8 86251 +
161 75840 +
1493 -84661 +
1982 -68683 -
758 55973 +
816 7050 -
526 53452 -
676 -22404 -
320 -34970 +
2184 74331 +
1130 -79228 -
1549 -32723 +
412 -95125 -
703 66995 +
1431 -33395 +
302 14663 -
2172 -6351 -
1438 -79394 +
1136 -15335 -
1413 25530 -
1698 -34088 +
1079 29903 +
1582 62479 +
700 -66331 -
1726 -97823 -
928 -63660 -
1645 13603 +
1183 65455 -
1525 17913 -
607 52719 +
1260 93159 -
1253 42581 +
2138 -45575 +
1090 99014 -
2189 61063 -
1616 -97388 +
1147 33691 +
1552 -92910 -
2184 -52327 -
1789 -96050 +
255 -73560 +
645 -68100 -
1131 97447 -
1695 16991 -
741 -24088 +
2009 -38525 +
592 49333 -
1613 3844 +
106 87407 -
150 -13759 -
258 -2064 +
2021 21991 -
1638 -14311 -
846 37550 -
633 98711 -
931 87573 -
458 8255 +
365 82177 -
1598 56595 -
1634 -43553 +
1508 -34266 -
727 -12788 +
1126 84171 -
1906 -1815 -
538 93229 -
1765 32497 +
674 89046 -
1030 -20931 +
1842 -19356 +
1160 97332 +
2076 -80846 +
101 68199 -
1339 -52844 +
1830 -43707 -
1821 -17284 -
1591 -37016 -
808 -35278 +
1476 1589 +
617 5391 -
914 -68959 +
407 -17245 -
2167 -20362 +
1519 -61961 +
700 -33826 -
967 -52076 -
1994 -84570 -
1159 99967 -
215 -4127 +
1198 85784 -
2047 90829 -
2046 -19528 +
2077 -53018 +
941 -1664 -
1693 37491 -
649 44930 +
1649 84415 -
991 79389 +
429 87090 -
861 -87536 +
577 -76699 -
1307 -93882 +
1040 77326 +
1403 78795 -
489 58221 -
1342 -21924 -
315 -16009 +
213 71959 +
647 95919 +
367 -2738 +
895 97936 -
695 49512 +
445 83307 +
151 -96208 +
684 -38268 +
1131 -83832 +
1169 50334 -
470 -32081 -
529 -31421 -
769 -74372 -
760 -25765 +
14 -920 +
175 -31034 -
1347 -86137 +
230 -71455 +
116 -37011 +
556 88300 -
60 3252 +
2154 -9825 -
587 19393 +
1052 61280 +
1104 8850 +
713 24461 -
19 -15563 +
1760 97328 +
1057 -90272 -
1230 27734 -
1568 71974 -
1880 34117 +
588 85130 -
1091 -57600 -
1002 80061 +
77 -36759 +
1404 92296 +
590 -95022 +
1337 -26053 -
563 -3123 +
1158 -24294 -
498 -27713 -
1136 -60580 +
743 -50792 -
1480 -98478 +
1003 62590 -
1636 69780 +
120 -67480 -
1546 5506 +
1387 75862 +
1178 -92376 -
1998 55212 +
836 -52571 +
1815 -58684 +
1286 -42904 -
1642 -82309 +
1677 90650 -
912 7925 +
1950 83633 +
192 85140 -
654 -71848 -
1960 99509 -
909 68427 -
1927 -59860 -
657 -4947 +
1813 -18017 +
18 82005 +
1297 28701 -
978 -68710 +
1009 -13253 +
72 -96641 +
859 49794 -
1417 33904 +
1552 17492 +
1569 -34623 +
1125 73572 -
883 52223 -
1623 -79645 +
936 25632 +
1786 33622 -
639 20756 -
318 86714 -
581 -61913 -
1763 78957 -
1049 68148 +
1077 3690 +
1816 -4075 -
23 3281 -
1604 -17275 +
1338 -48611 +
1544 -54715 +
2016 417 -
442 72896 -
924 95735 +
1194 47734 +
774 -12784 +
1703 29552 -
2031 67570 +
961 -85403 +
2123 -3795 -
1388 92430 +
68 -38017 -
1702 6267 +
652 99046 -
1095 -71347 -
1429 -24102 -
30 -61225 -
806 -97029 -
1062 40433 +
1815 75150 -
2193 -32276 -
29 -24707 +
1699 93237 -
2008 6083 -
521 -59265 -
330 -68262 -
572 20149 +
1528 54834 -
540 82720 +
420 84447 +
1899 -15340 +
1611 -17435 -
1117 -26840 +
64 -11540 +
402 2841 +
656 99781 -
1293 62959 -
1006 87404 +
1071 -63913 -
1419 -32525 -
1666 42393 +
302 10780 +
2071 -74867 -
47 -11824 +
245 -64559 -
605 67107 -
1560 -51049 +
737 -58586 -
424 95948 -
2002 -65024 -
720 -43801 +
821 -73271 -
1552 -60044 -
166 7840 +
1899 -31285 +
1431 64895 -
2101 -58920 -
1900 60148 +
1669 83219 +
300 -15622 -
493 68511 -
930 56581 +
196 72771 +
1169 3560 +
1341 23894 +
1010 14140 +
1140 70592 +
2052 52789 -
2070 -57296 +
1603 20081 +
655 -37456 -
53 -11502 +
1806 63679 +
1184 -36680 +
647 61323 +
654 92979 +
1327 85365 -
842 73973 +
2213 -5552 +
1495 90187 -
1371 90663 +
1441 -50944 -
1099 -84124 -
1785 -46245 -
1739 47343 +
2168 -81759 -
1756 -97187 +
444 46267 +
1610 23894 -
695 20919 -
1593 91640 -
1628 -72071 -
2212 61179 +
1455 -39829 -
666 -63305 +
85 -67721 -
414 86899 +
56 55596 -
2125 38188 -
937 -55874 -
50404 288
4858 96112 -
388 -47692 +
44081 -88009 +
35666 -64779 +
5109 -95036 -
37286 33355 -
32674 32238 -
44364 -49361 +
9205 -5534 -
43932 -64640 -
13210 -12257 -
31703 95335 -
47440 15765 -
18905 -32768 +
46187 -64950 +
36037 -26782 +
43641 -32095 +
10542 81606 +
38050 95051 -
16130 95390 +
40248 -70741 +
50232 -42350 +
31292 -13904 +
14859 -33604 -
44307 71539 +
28849 7555 -
39431 39534 +
16202 29898 -
24213 -78727 +
48809 34417 -
16380 33032 -
47910 -79713 +
7388 57430 -
2048 49172 -
1251 74759 -
45873 -16513 +
37863 87184 +
3278 91783 +
17260 60374 -
27339 41684 +
19233 -11133 -
40640 -94350 -
50345 -61552 +
16504 -24073 +
40023 -22078 -
27580 -42215 -
19711 65730 +
29699 63788 +
6994 91800 +
48626 -46845 -
17505 -51551 +
49447 -34024 -
1479 -32328 -
21026 47319 -
950 49923 +
21392 72454 -
18971 4270 -
23722 36716 -
21427 57574 -
37454 8004 -
34411 -67322 -
36171 99261 +
31148 -68894 -
35031 -12051 -
48887 8856 +
21906 -29434 +
33880 68169 +
34285 56088 +
27315 -26339 -
46536 21112 +
16166 -69207 -
4075 67096 +
39498 -30212 -
6951 74904 -
11785 -23488 +
14698 23201 +
22231 87049 -
33348 -46717 -
22029 -52753 +
14278 75771 +
42633 -91277 +
8882 -65653 -
28688 -13787 +
16682 -46628 -
17613 52759 +
9523 -90346 +
9734 94461 +
25897 58932 -
21686 41627 +
7489 -261 +
42286 -4847 +
6495 -96429 -
20621 15770 -
32366 -9385 -
37180 36864 -
32087 -43551 +
38716 47526 -
46529 47725 +
32976 28082 -
30810 -30094 -
43306 61204 -
25215 38237 -
44755 -68179 +
568 84587 -
22314 48503 +
27211 -55752 +
43591 -51884 +
36685 -78447 -
12179 51465 +
47388 65083 +
2411 95812 +
26128 20041 +
1545 3707 -
18916 -13759 -
1418 67270 -
16771 28744 +
50283 79947 -
25191 -48181 -
11275 -27989 -
25096 -19409 +
34198 76784 +
21305 2934 -
17720 10752 -
28634 -98380 +
36300 59317 -
34416 89299 -
17173 65971 -
47740 27380 +
25919 -269 +
20496 9908 -
13281 32283 +
3403 -25720 -
49359 -6227 -
43614 -85161 +
28295 95761 -
13061 30607 -
16864 -3609 -
9231 -75950 -
48501 19627 +
28538 -67867 +
9238 67410 +
47598 -90792 +
3664 -64016 -
31502 57294 -
28900 96914 -
49803 -28868 -
2543 -78599 -
2105 38109 +
15636 8883 -
12039 47208 +
13907 58150 -
3374 -95232 -
47458 54079 -
18753 -31913 +
34726 -90921 -
30929 34511 +
32655 5963 +
6103 50802 -
10490 -37023 +
9448 39270 -
39191 -81552 -
5412 2722 -
13180 48128 -
28365 -13157 +
6019 -70058 +
45168 14531 +
3014 14065 -
31941 82020 -
49188 85650 -
49903 72259 +
44555 77574 -
46864 -96228 -
34667 41206 +
18433 -82326 -
46613 -43619 +
1254 48281 -
22972 7311 +
3558 -37413 +
35471 93236 -
45121 -66385 -
40685 -70116 -
40686 -33016 +
15746 84702 -
47586 35219 +
46886 -73269 +
32138 94869 +
3829 90773 +
23995 3647 +
16879 -57703 -
11240 15761 -
46074 -15855 +
30990 62956 -
13063 -7757 +
49778 -75279 +
15420 70769 -
43451 58591 -
4475 6858 +
7247 -87067 -
37765 -18179 +
11714 -90999 +
16488 -6164 -
3048 -89157 +
1573 -95279 +
11311 32941 +
8925 10792 +
35085 -20509 -
27861 -75890 +
20660 67825 -
18320 -8885 +
28042 44288 -
26138 57295 +
1496 -58928 -
2759 -53442 -
42477 82318 +
39780 42537 +
31430 70186 +
10076 -19896 -
39446 -70759 +
20248 -92125 +
1900 3139 -
44362 86628 -
30712 -45215 -
15880 617 +
12665 -39686 -
24266 -53812 +
25369 41153 -
8190 -8997 -
39516 -40212 -
27093 -86807 -
42025 -73776 -
37523 32472 -
25790 -94366 -
31703 14209 -
17772 54503 -
12288 31686 -
12992 -20352 +
28366 -96085 -
47652 8147 -
48783 -48985 -
17494 -52657 -
35680 77843 -
14313 -47460 -
30592 -18803 +
15396 58433 -
42303 -63496 +
38364 96899 -
2313 48251 +
2575 39894 -
19421 38734 -
37008 -78113 +
7142 -74094 +
14469 -53185 +
25798 7229 -
31913 -68053 -
28901 53106 +
24570 -10757 +
33241 -23580 +
39462 -7906 +
19876 -38854 +
43021 59038 -
22922 -97405 +
25965 -82815 -
50310 -83578 -
24148 -42955 +
4461 62581 +
40475 81141 +
47806 -27333 +
39214 47721 -
41242 95985 +
42948 -41176 -
7899 54919 +
10597 -40355 -
22091 20033 +
15974 37335 -
32919 -80237 +
41489 -5344 +
6996 63217 -
29658 -61245 +
18870 -76936 +
8391 74416 -
34285 69031 +
23060 -63662 +
15660 17542 -
16745 47515 -
26591 -42743 -
13920 28515 -
34763 44154 -
28682 -30391 -
44737 228
40411 79350 -
40064 52296 +
3103 31250 +
12427 -86234 +
23883 79094 +
6928 -72034 +
2059 -35699 +
27743 -89499 -
3198 94893 +
22559 56201 +
41864 58118 -
41724 88701 -
31177 4872 -
33221 -81322 -
13397 -44347 -
16485 18460 -
41447 -77181 +
31484 2409 -
17465 -93568 -
16842 -35243 +
36603 51770 -
6140 -39749 -
3728 -84516 -
6257 20121 -
9281 72860 +
12287 -47559 +
14041 53902 +
29598 -15432 +
40884 -88835 -
25744 2051 -
6630 -8929 +
1600 -30494 +
213 -76410 -
27643 56344 -
16533 -49357 -
42646 25684 +
6524 -23710 -
27663 -35333 -
27118 -53895 -
32482 -13464 -
18238 -99885 -
19567 79464 +
15214 5947 +
3034 28814 +
10609 8585 -
44597 -93327 +
22168 -4594 +
528 -44341 -
28339 -85461 -
2698 38931 +
12102 45950 -
14204 -59680 +
18402 92035 +
1345 37263 -
30718 -36659 -
28324 36708 +
1728 69765 -
13221 -89912 +
20497 -34171 -
31592 1366 -
38031 -85224 +
1803 58602 -
9593 62496 +
4953 -8371 +
21408 -97099 -
25443 39877 -
43343 -87615 +
5097 38428 -
18960 32560 +
32879 -39151 +
20994 -69496 +
7631 47980 -
28895 37154 +
1606 46522 -
24889 -50229 -
25686 29672 -
16602 -10539 +
12099 40597 +
34288 63885 -
19253 48813 -
36610 -86923 -
17384 -42600 +
16668 52712 +
26777 -15367 +
4516 58890 +
24506 15859 -
41057 -98986 -
986 -59080 +
8488 -64958 +
3195 1271 -
319 60838 -
8059 -76226 -
26516 97443 +
12324 46880 -
35685 95519 -
19508 -84448 +
28417 73872 -
1085 -67518 -
23993 41514 +
40491 -49235 +
4055 33177 -
33427 -82148 +
11530 63003 -
21125 -5404 -
42997 61619 +
1395 -33235 -
41585 -57915 -
9757 48265 +
18256 -40915 +
43022 -62017 -
43730 -76237 -
24119 -86962 -
3082 63372 -
13394 25427 +
42266 60889 -
8274 56651 -
20335 68439 -
7835 -27190 +
5088 -94006 +
43236 -49872 +
428 97852 +
12227 73145 +
6442 5658 +
26092 60314 +
16167 21071 -
28957 -25487 -
22369 -3847 +
17506 -56073 -
8909 11249 +
6144 -98759 -
8260 -92594 +
30340 -74187 +
29235 -61792 -
6259 -80043 +
25122 -81188 -
12098 7294 +
8793 56970 +
19055 -80229 +
37969 -85867 +
36742 62576 -
38158 -83985 +
31027 -14240 -
23969 -16209 -
33132 63298 +
22695 70009 -
24644 64503 -
44469 90352 -
21223 16159 -
15277 -25130 +
22973 -88568 -
9732 -44768 +
38072 62509 -
44429 -99056 -
16050 2779 +
16774 59038 +
6231 29236 +
5006 -8143 +
16260 6025 +
6140 -23751 -
9682 69708 -
3254 32689 -
38683 -48972 +
17296 28466 -
30253 -35411 -
3566 -87723 -
12282 31191 +
30269 97789 +
34460 -35137 -
29419 5987 -
27287 -9079 -
15986 -7383 +
17247 -73800 +
19459 82249 -
13327 49096 -
15502 -32683 -
4621 23140 +
39914 62742 +
1587 -31979 +
28628 -66438 -
23693 86442 -
40222 -67744 -
2889 -21687 +
11597 -7322 -
24154 93670 +
31975 4154 +
43444 98768 +
26062 -25086 +
8303 -18129 -
23298 73948 -
7666 48326 +
34977 468 -
38465 41370 -
33720 26935 -
41458 71228 -
19424 28772 -
40133 -71431 +
13051 12336 -
17346 -34278 +
5868 41913 -
20889 -79396 -
10895 6610 -
22955 13205 -
21795 6014 -
36171 30198 -
23469 -10189 +
16436 -9291 -
24752 49689 -
31712 95934 +
11995 56053 +
27659 -69815 +
21074 77810 +
165 88138 -
37637 -37294 -
41125 20057 -
11080 -8213 +
11987 97221 -
43268 -10181 -
13047 27145 -
24149 -91438 +
20563 -23284 -
40507 73813 -
34149 -1582 +
13719 50563 +
37580 97284 -
25079 24897 -
14180 48165 +
38801 -15012 -
10269 4671 -
50063 699
12620 -14508 +
44581 -31148 -
2378 -47424 -
11741 -31528 +
26667 48295 -
14790 -62542 +
35634 624 +
16739 -79645 -
7945 49832 -
23241 -93885 -
2519 43077 -
29918 89437 -
13659 -15288 -
25686 -56090 -
37504 11196 -
35898 84578 +
24436 -29480 -
9599 7249 -
26400 -9319 -
10830 -62801 -
17247 -93618 +
39868 -97060 +
30363 31440 +
35622 -47923 +
30144 72577 +
21468 21977 -
17873 88577 +
13854 23356 +
7608 -49935 +
17832 -63872 -
12846 57086 +
39004 13980 -
29791 -65470 +
37443 32850 +
33837 19675 -
45069 -22898 -
34655 31076 -
9893 -28635 +
31207 -47359 +
45689 -64556 -
1203 -96122 +
1033 -15010 -
49418 -73488 +
1447 -64270 -
37218 -56598 +
32962 -66954 +
48690 -22453 +
16921 14026 -
6248 13091 +
20207 75734 +
372 -35088 -
22349 3477 +
40632 -31188 +
26719 -53159 -
10615 -32625 -
35532 21874 +
41819 83955 -
15058 -26451 -
13284 40260 -
17720 -43061 +
25016 -22756 +
33751 89190 -
32476 30441 +
47165 -25803 -
4658 -61446 -
30711 -10353 -
20910 37302 +
20025 -78166 +
9106 91701 +
1026 -71537 -
40318 81375 +
41940 82296 -
42101 -73603 +
12026 -45353 -
49668 -42103 -
20946 -51040 -
22099 97033 -
13450 73745 +
44283 49012 +
39392 -91778 -
20948 -44928 -
44530 -47542 +
17207 -10225 +
9564 -72257 -
7051 50572 -
41134 -4345 -
29621 47391 +
46447 75493 +
19411 -45760 +
15593 -46577 -
21675 2745 +
20476 -35335 -
29586 -54183 -
4620 15541 -
