49
87197 365
53730 27591 -
30901 -80551 -
18451 29791 -
582 49649 -
27475 36185 +
20258 51409 -
239 1070 -
30838 60336 -
22012 -28561 -
3590 -48284 +
30997 91103 +
48785 -92189 -
2297 -18536 -
1440 54817 -
33065 -49661 +
8169 91192 -
33997 2708 -
38741 -51725 -
3349 27389 -
23657 58459 +
46844 75470 +
43694 -94391 -
6739 -59704 -
42459 -38864 +
3767 51617 +
55520 2150 +
6397 45864 -
698 -47234 -
18674 96889 +
32242 -8261 +
47535 47429 +
22476 49915 +
45386 -17354 -
40924 13438 +
2539 -25811 +
50538 -3669 -
19458 -38176 -
12961 -56692 +
42798 66366 -
64080 -88081 -
19052 -87656 +
12059 95548 +
44643 -36735 -
15894 -89418 +
15273 51851 -
1319 67876 -
26910 31037 +
43819 -29962 +
54056 70123 +
50763 -47721 -
64295 97474 +
37334 84838 +
31739 -58071 -
46696 -59838 -
14639 26804 +
24163 -53566 +
53953 58613 -
46879 -30553 +
26312 -56647 -
40763 10857 +
22347 -69999 +
59680 95916 +
25653 51443 +
39189 39555 -
21801 50855 +
30208 -89727 +
17025 -26929 -
12325 43978 +
52203 67373 +
33576 85569 +
10261 49377 +
14785 -50875 +
3402 -59702 -
23474 91883 -
42223 -12819 +
45069 22439 +
53642 48496 -
28293 49034 +
40186 -81919 +
28049 -87613 +
2891 37152 +
18051 -21098 +
29977 -99415 -
37128 -25572 -
32754 -8100 -
5175 -7382 +
58307 67086 -
40361 -65907 +
49615 -11873 -
16708 11811 +
43917 -19723 +
62279 26083 +
9868 81682 -
12930 -708 -
49616 -34364 -
31529 -39566 -
2227 -68956 -
37642 -23098 +
13185 67379 +
5655 23120 +
55248 -17156 +
455 89068 -
56350 -95922 -
19952 80477 -
25093 -74962 +
6053 -20823 -
63643 -85703 -
48871 53568 +
41295 -75722 -
26159 33384 +
13850 -66605 +
22462 -88466 +
60865 -62876 +
34540 -16170 +
47839 -63608 -
53543 25190 +
22528 -41169 +
1022 -14950 +
36090 -93893 +
36420 -93768 +
46507 -53095 +
7134 -47284 +
43769 95468 -
44606 -16125 -
61263 11184 -
14811 23647 -
4343 84103 +
32483 -78269 -
58567 -77392 -
57982 72687 +
39061 -89721 -
30958 6783 +
7394 46719 -
21181 -82780 +
58374 -94591 -
44724 -44232 -
62045 74788 +
18990 75341 +
58695 99705 +
39396 4308 -
61070 45061 +
43656 -82237 +
20368 92159 -
8107 66990 +
4927 68475 +
56781 16915 -
1124 67731 +
48969 -43785 +
34790 -35174 +
58023 12573 +
10974 62314 +
59471 22970 +
22223 -77410 -
56142 34355 +
60508 -13429 -
30176 74417 -
37407 3979 +
53818 -21124 -
7820 -29563 -
13408 2482 +
20008 -74638 +
20523 42954 +
55466 37054 +
611 -44984 -
64030 49386 +
39312 56348 -
33244 -17447 +
37058 52174 +
3111 -36045 +
60143 72519 +
61222 69305 -
36097 21560 -
34466 -47369 +
37674 -47248 -
63950 37996 +
20604 -34181 -
42556 70668 +
53079 21686 -
10037 27192 +
50844 -52107 -
4267 -43096 +
36580 6437 -
38590 18140 +
42456 -72773 -
12597 46058 -
50937 -74200 +
25165 31574 +
34951 98938 -
42833 -85280 -
27895 72790 +
10051 -78993 +
14177 70529 -
54315 78776 -
63827 -55260 +
2847 -64591 +
62000 59588 +
60289 -39722 +
8164 12959 +
37615 -12610 +
40541 -16246 -
4822 81515 -
28980 55296 +
38872 46505 -
26705 27143 -
54797 23636 +
57693 -36287 +
48031 -71122 +
58315 87254 -
40197 88207 +
28670 -85417 +
19538 -89818 +
60651 -52730 -
22064 -94623 +
54194 -28246 -
38818 84746 -
20979 97104 -
46956 -85421 -
4418 74526 -
13019 89999 +
5353 36187 -
11254 -70396 +
1781 -54734 -
5142 6641 -
59153 24757 -
63168 -12684 -
17273 37221 -
3690 12228 -
42803 78745 -
55361 93174 +
55502 27820 +
21477 -70112 +
4140 79107 +
4316 6291 +
49026 -6170 +
52911 -32431 -
64130 35405 -
22260 30595 +
59121 10227 +
62717 -11743 +
26884 17468 -
46198 57613 -
22942 -48523 +
8144 92244 -
47752 -42536 +
46209 -67191 -
57989 -13302 +
36855 -56806 +
12189 -72285 -
46613 -37838 -
63369 -75173 +
61003 60894 +
20965 -38717 +
30571 73107 +
1943 260 -
53608 87775 +
52407 98545 +
5595 97392 -
44218 74468 +
225 -29369 +
24420 -14122 -
22962 25668 -
60423 -12712 +
52961 -15933 -
58989 -44535 -
786 -2975 -
54647 25624 -
2946 389 +
49327 55782 +
20713 -5342 -
40172 -27390 +
3319 45941 -
47326 53739 +
48099 80387 -
60621 -31118 +
2540 -12136 +
63332 15494 -
59450 -73770 -
21013 -9753 -
23752 -45018 +
27402 -78645 +
45881 -23988 +
19639 49242 +
29441 27504 +
1422 -19329 -
19781 -94146 +
45544 -41836 +
10613 72197 -
23797 44353 +
9268 -28382 -
51360 -69848 -
17774 -8058 +
55888 -91947 +
7146 -20874 +
19982 17560 -
17029 86588 -
59973 31124 +
29869 47801 +
57262 23994 -
25681 56256 -
33729 -25544 -
22226 69800 +
42605 88587 -
52586 84120 -
15321 11004 -
43491 16387 +
33849 -53957 +
15768 58233 +
54168 48732 +
51003 -43245 +
26251 -18567 -
40401 -82346 -
32932 64318 -
13732 88974 +
62229 -68615 +
35210 -19060 -
34467 87087 -
38688 -20208 +
43419 -41682 -
46868 -22506 -
45625 19862 -
1420 -14559 -
33820 66161 -
50411 -97299 -
23770 35625 +
20434 -21760 -
8804 -31962 -
17378 -36049 -
17005 23259 -
49618 -57290 +
26738 -28390 +
1554 29789 +
13015 -92992 +
16973 98501 +
36787 95525 +
38440 42811 -
41190 6645 +
9641 -53210 +
33863 32391 +
58737 36295 +
365 88926 +
26546 -17384 -
27929 79452 -
10536 -74115 -
5823 11366 +
51936 -40099 -
55884 -99227 +
45424 55193 +
39858 93886 +
6491 -36516 -
28957 -66092 +
40510 14281 -
49187 -66865 +
10697 78719 -
30504 28350 +
57706 55372 +
48752 27626 +
4746 13271 -
52221 51205 -
25827 -42920 +
45156 -36382 -
25984 40788 +
57416 -1956 -
56747 -24084 +
56655 -70153 -
44307 74380 +
12258 51013 -
45916 -51334 -
25941 75309 -
46289 77269 +
32817 39439 +
11176 -87918 -
28468 51112 +
22251 -52713 -
8749 89086 +
61766 -5846 -
51665 -54788 -
3726 95508 -
13641 -94950 -
61862 28056 +
48359 -5387 +
48428 99008 +
58867 78607 -
163 -44204 -
38854 89544 -
2190 14770 -
47357 -981 -
11804 24715 -
7169 21836 +
53048 93552 -
20471 -98080 +
37432 98471 -
3820 -82169 +
42252 73609 +
10745 -14621 +
34260 -57362 +
12783 92576 -
11205 -32382 +
49760 69547 +
31773 -77509 +
24909 -50415 +
49832 -67305 +
10823 47256 -
18243 -57146 -
45691 90022 -
33436 28364 -
59897 39682 -
53024 -60299 -
20967 19307 +
20858 -14350 -
1997 73535 -
57801 -34102 +
769 68458 +
10602 61335 -
50798 -62844 +
34239 233
22505 -17663 -
9879 -50548 +
23377 -23952 +
29892 96758 +
31017 5141 +
2542 -3813 +
32721 -87274 +
1154 -76195 +
17029 -87356 +
6419 63818 -
10781 65435 +
10891 -90658 -
4342 -78334 -
12850 42258 +
4789 -17099 -
321 -89898 -
18976 26848 -
28325 -40892 +
2601 22749 -
18046 10497 +
27218 -61476 -
23049 -58687 -
9028 33109 -
22929 29514 +
24448 -38597 +
29384 -30323 +
13397 -98385 -
11562 46937 +
2817 -24727 +
23610 56083 -
9250 70839 -
7759 19158 -
19198 -72536 -
24904 -48115 +
11756 -68128 -
5790 -89860 -
404 99550 +
12196 -34444 -
1467 33171 -
21729 -63208 +
1891 -74279 -
4198 -80193 -
1679 21378 -
7192 -51440 -
17540 91986 -
28776 95438 -
24808 -16043 -
1131 -80010 +
31077 -58989 +
9287 39374 -
11418 31431 -
30403 23146 +
22953 -28442 -
152 -10546 +
26543 -15001 +
510 -921 -
6668 99679 +
24071 -34178 -
27047 93291 +
24996 -84688 +
11798 14163 +
10678 -73091 -
10435 -81414 -
2232 18647 +
25425 -39862 -
1353 -52603 +
5065 -58905 +
28655 -87605 -
1797 -52125 +
3900 -29885 -
1455 76162 +
4798 -13585 +
4574 52893 +
11551 -72201 +
20376 40804 -
30675 -24643 +
13656 42183 -
32067 53808 -
14741 79769 -
24997 30864 -
31014 88398 -
25369 57552 -
13172 -93078 -
25384 46128 -
32612 46262 -
18465 -12276 +
17973 -75613 +
33877 -23473 +
22640 53309 -
21929 62429 -
9987 89201 -
27082 41124 +
23349 10841 +
28971 39102 -
8999 -77679 +
28303 -3872 -
12589 31318 -
23670 -144 +
33083 60797 -
7514 -41844 -
7525 -54439 -
31584 -49505 +
13856 -95933 +
16661 82946 -
17151 -15526 -
31472 86873 -
21156 28526 -
29561 -4338 +
16638 -35980 +
4324 -68166 -
369 6814 -
24383 -95437 +
24268 1171 -
4563 -90359 +
25140 -99545 +
15895 8616 -
111 -12294 +
21859 75488 +
25720 -36644 +
3555 60187 +
21557 6567 +
12451 -96534 +
28026 35637 +
13092 -38720 +
19797 -42118 +
12635 5322 +
941 61214 -
19642 15919 -
13951 -50914 -
27533 1713 -
25934 -52888 +
15758 65453 +
1503 -96142 -
28241 31270 +
4269 -69697 +
2257 -23796 +
30677 35319 -
26065 43286 -
4104 99787 -
27088 -41852 -
14831 -31560 -
16692 -40708 +
31912 36476 -
3750 -42018 +
131 -52726 +
182 -97904 -
22444 -70835 -
11395 -20130 -
22317 -69728 +
11542 -45615 +
34012 -91448 +
27551 3189 +
15454 -5270 +
18714 36186 +
19230 95465 -
15005 -25501 +
6409 38794 -
7530 -26952 +
23979 5606 +
14627 -46403 -
21708 13907 -
15359 88343 +
23819 48231 +
19509 -99757 +
29642 60963 -
20252 32243 +
2224 -44719 +
5960 23660 +
23842 58110 +
7997 72113 +
13040 40571 +
12974 -5880 +
13179 89634 +
7461 -11406 +
12288 -40387 -
9521 -23604 +
974 -17772 -
21699 -73930 -
3791 93758 -
28260 79062 -
25563 -31693 +
2502 -98620 -
25721 81217 +
21035 -16988 +
29172 96461 -
3196 32660 +
4648 -45632 +
28051 52465 -
22213 7983 +
4304 -91470 -
11326 -38066 -
31638 -63735 +
23028 61405 +
9701 -87956 -
17239 -28199 -
1833 -48348 +
4810 36212 +
14978 16785 -
25048 -1854 -
30913 -1277 +
18503 -76965 +
17273 -23533 -
16854 16895 +
17194 -85183 -
4968 51564 -
16233 92769 -
17931 47992 +
3455 -79205 +
24180 64913 -
15672 -20826 +
22706 -60978 -
24329 -20309 -
25419 -20535 -
31032 84018 -
23375 -71543 +
31319 11800 -
15870 -14636 -
25016 -30854 -
19725 -26620 +
2698 49110 +
22242 50200 -
8938 -4030 -
26939 25549 +
11268 5982 +
23985 57210 +
31423 99660 +
30357 -92299 +
18501 -50412 -
22816 -31947 -
18579 55507 -
24030 34663 -
32447 83500 +
17107 35822 +
80307 104
75041 -10741 +
2446 -75377 +
65065 14338 -
54109 -77869 +
50872 -10706 -
63257 -86462 -
68197 -99918 -
61089 91152 +
9126 20344 +
62100 70227 +
109 -43356 -
74791 56142 +
18454 89305 +
32892 51148 -
30746 -96975 -
5010 -67134 -
26363 65155 -
13472 -39403 +
1352 15789 -
176 30761 -
34291 24733 +
29683 -14987 -
34273 -47956 +
8540 -25320 -
58329 -39111 -
40579 33875 +
236 18037 +
69513 21230 -
46926 -32123 -
46757 69401 -
44883 -8077 +
3116 -92377 +
19801 -27172 -
66052 72196 +
35198 -13293 -
54320 36193 -
47570 46619 -
26028 -90263 +
32095 35864 +
78022 88318 -
51964 23205 +
51180 -95291 -
47587 -43413 -
16406 -22982 -
26913 -28617 -
15024 16690 -
19399 -97989 +
69888 -86661 +
58542 78710 -
46936 -15783 -
12937 -6883 +
53698 -7971 -
2761 -89826 +
25781 -13036 -
27084 23085 +
24732 -42584 -
54651 -29939 +
61876 45464 +
5323 99296 +
39794 71541 -
16895 3379 -
59062 -64961 -
24400 32403 +
80268 -52743 +
30325 93908 +
10064 22978 +
70302 48174 -
39501 -83464 +
26907 -17720 -
67066 9634 +
24185 -35393 +
18267 57373 +
37734 -72096 +
65007 -77545 +
31560 -81569 -
5862 97623 +
45175 -55411 -
78411 -14752 +
41456 40209 +
42833 6791 +
79632 -85853 +
25102 -96082 +
27546 -56751 -
886 -74909 +
78921 12715 -
77582 90140 +
23083 -21002 -
61031 -78988 +
28552 -63950 -
281 -56104 -
77403 23976 +
34686 87255 -
31664 -41560 +
19046 35782 -
8951 -58561 -
77007 90088 +
19676 68994 -
4035 -54385 +
74150 93146 +
22244 13225 -
43440 9195 +
73624 57085 -
46548 8317 -
47305 -76348 +
98907 274
78586 -88242 +
23818 -81870 +
27477 -11358 +
5887 8641 +
73126 13943 +
21141 -66452 -
39852 47787 -
74226 15371 -
36150 -66556 +
19609 -79950 +
21741 70012 +
82594 -19250 +
86472 65064 -
16249 17521 +
38807 -14983 -
64624 71881 -
32642 44880 -
44805 -687 -
53751 44193 +
39669 35212 +
24365 -79890 +
26605 -99349 -
47230 -21036 +
2549 26515 -
79792 -40637 +
96074 59832 -
68169 78572 +
55567 -52952 +
4905 -10544 -
82613 54304 +
65089 39513 +
73929 59158 -
4330 -80507 +
69859 99721 +
34408 81440 -
14921 75118 +
63823 48347 -
43176 -17046 -
17531 -6513 +
61096 -54443 -
51018 91775 -
14019 63862 +
69792 -75192 +
72359 49865 +
87443 -64441 +
52087 -67038 -
7304 -74868 +
35741 2197 +
67702 -7155 -
40631 -27334 -
88395 -28840 -
43712 85652 -
55326 -35114 +
55565 25800 -
37069 57829 -
77105 -94196 -
1365 -44012 -
34538 -92456 +
96370 -32886 +
49609 -44040 -
46154 96218 -
79882 -15557 -
88999 -8757 +
70890 2056 +
20751 9527 +
47200 -43042 +
40246 -13641 -
9936 41502 -
22887 94679 +
36216 -40268 +
93588 35612 +
21456 22263 -
10776 68075 -
17238 -53821 +
33543 44939 +
92637 -79283 +
64431 34545 +
81837 6181 -
7237 -68631 -
50179 -31156 +
36812 -69339 +
78927 -10387 +
52328 -46144 -
85158 -92791 -
64114 88217 -
90320 55023 -
82677 65696 +
75755 71724 +
42675 -64396 -
52395 10990 +
16034 43570 +
68107 22787 -
34174 41291 +
19327 69789 -
44256 -23923 -
42088 5230 -
52089 -51598 -
61245 44887 -
5727 -71427 +
30405 67543 -
19074 9430 +
96034 -74452 +
52230 11413 +
65809 -73768 +
90000 -90944 -
512 80471 -
51640 14077 -
68130 -98135 -
2775 -93251 +
14757 17728 -
75497 48414 -
94815 23213 +
83247 18579 -
46813 63507 -
9612 -87622 +
22624 -68435 -
82430 -73777 -
64192 -23984 +
48255 17929 -
29798 70299 -
55676 -23965 +
30572 -2798 +
8806 -93974 +
74979 -22744 +
79750 -72739 +
3928 -34032 -
60978 24819 +
15601 93160 +
85694 -93332 -
40420 -97389 -
94578 -97833 -
36962 15547 -
87477 -32714 -
6638 -6273 +
10299 61061 -
33770 17467 +
28696 44812 +
5270 40016 +
97317 -98570 +
196 47142 -
27024 89964 +
33614 -58257 -
40027 64999 +
6132 -53108 -
82071 43485 +
9189 19822 -
33457 -8665 +
4467 37892 +
9583 -44067 -
20632 -26959 +
28288 39095 -
48636 86396 +
71586 15264 +
51453 27049 -
58976 5580 -
97344 32671 +
97255 -36058 +
69358 -23626 +
65121 -96398 -
71473 -68816 -
9540 -946 +
60181 -61199 +
36149 -1412 -
29558 -76064 -
19662 86788 +
19940 -65239 -
34244 27454 -
68125 -64890 -
73928 -69107 +
39626 74021 +
39316 -76240 +
20504 41110 +
71204 78945 +
29478 -18444 -
5397 47508 +
43578 1672 +
4489 -48812 -
27371 57497 +
31028 4428 -
23253 52307 +
22567 -32447 -
20817 -92120 -
45624 -69392 +
13892 24902 -
9469 -81101 +
14982 -35142 -
27903 -70600 -
1035 4627 -
29934 18569 -
56334 96338 +
23246 -38990 +
94725 -52844 +
87110 82340 +
57590 -24441 -
93500 -41019 -
22016 89397 -
61691 14266 -
43469 -68101 -
11857 75462 +
81604 40706 +
28049 -81603 +
19888 29012 +
78667 -53320 +
9029 -78084 -
40689 -15830 +
16795 -81027 -
81338 92953 +
6215 17842 +
20546 37031 +
78737 42719 -
8505 -9639 -
41329 15089 -
88661 -47800 -
69094 -88701 -
58576 -69024 -
55801 2769 +
30376 -23556 +
35993 44455 +
56621 84013 +
73292 -33748 +
63007 -73219 -
51154 -78415 -
14942 4094 -
9063 39392 +
1584 72193 -
61383 17504 +
62194 -71578 +
11377 -43082 -
57876 23349 +
66863 18547 -
40488 -57270 +
63115 -65891 -
52701 -94109 +
48996 -91702 -
94186 98607 -
23584 -2956 -
73013 98552 -
22077 39662 -
19983 8658 +
35955 -63900 -
9249 -98095 +
17404 56201 +
80490 51174 -
69319 -9609 -
82872 96962 +
18257 79056 +
84690 83324 -
74460 -21786 +
9928 -739 -
49068 -67232 -
37202 -64723 -
33588 62935 -
51235 91024 -
20753 16094 +
35050 48101 -
41237 -17782 +
49846 89335 +
28144 601 -
60008 93371 -
23329 37280 -
25874 -60738 +
71233 -92326 +
55908 29643 -
91334 86406 +
77561 -82031 +
28106 -90449 +
65452 -30084 -
47286 71612 +
52108 -9391 -
12375 66755 -
45594 -57528 -
36337 -86548 -
64793 -58978 +
35408 59659 +
56481 283
15835 -47024 +
39568 -5689 +
1887 -82134 -
53455 -64286 +
16468 8054 +
33307 -30962 -
6567 -10146 -
49822 -1269 +
38889 -21581 -
24462 55233 -
34252 62306 +
36537 -48967 +
6881 39475 +
12137 74996 -
41035 -16097 -
23173 25115 -
1059 56353 -
9296 -80592 -
13519 39238 +
27345 -89305 +
43673 25025 -
51059 -52010 +
52480 -1517 -
47271 -13435 +
50195 2746 +
29198 -28443 -
5776 -52668 +
26625 -49971 +
8757 -59481 +
46864 4672 +
41543 -6559 +
15696 61310 +
11187 50410 +
11855 36514 -
50292 5173 -
24776 -71024 -
13306 8788 -
26567 -48757 -
35742 -85452 +
32359 -33343 +
8209 -71832 -
54142 98484 +
9969 -26580 +
16037 8729 +
55639 -28710 -
51462 37781 -
33329 -52992 -
12689 68051 -
26923 73537 -
6296 -62264 +
41449 -39274 +
34378 93028 -
34731 -94731 -
35795 -99411 +
43853 -39003 -
2317 -8359 +
45595 24811 +
15329 -54204 +
564 -19548 +
49080 67953 -
47283 -704 +
16899 69188 +
8833 13699 +
22912 69100 -
6526 -25078 -
17924 -32995 +
12909 -28319 +
22155 -84488 +
40926 -80274 +
7512 -39563 +
24310 9033 +
348 88629 +
1439 63591 +
22125 -40663 +
16300 4605 +
36414 -58039 -
40068 83366 +
21211 2740 -
47511 97630 -
28346 86815 +
4917 27438 -
16772 -75940 -
45355 52353 -
27255 24967 +
43184 -93097 -
53288 44892 +
15387 -42439 -
3177 -54449 -
9979 -27872 -
28927 -71773 -
8700 -89463 +
46120 -24761 -
54724 48732 -
45229 69289 -
35543 27302 +
3421 29309 -
13765 -90254 +
43312 -73441 -
44638 -54701 +
840 1540 +
47851 49848 -
14398 11521 +
17804 39800 -
31031 -88212 -
25382 51667 +
18161 70566 +
48030 -34054 -
2583 79862 -
8340 -61980 -
12870 34443 -
23499 36008 +
18700 85596 +
18858 81067 -
15208 36462 +
21107 -26332 +
37271 66265 +
43683 -71607 -
13444 -57580 -
22746 -40135 -
45979 76522 -
6676 1402 -
34831 -43109 +
48596 72546 +
4970 -87970 -
18002 -8719 -
43965 30769 +
48374 -74830 -
28548 81453 +
10224 65941 -
46516 -67490 -
51766 83574 -
42712 -73984 +
39951 -62362 -
37604 -80909 +
53669 64834 -
21797 11666 +
26587 -25500 +
11590 -74885 +
4623 -40149 -
49752 -90172 +
22711 -81273 +
34728 26864 -
32195 68533 +
48763 39466 -
15281 64861 +
20432 -71887 +
11931 73431 -
41061 55137 +
54963 -82542 -
54602 -36061 +
26103 -53698 -
43346 -19169 -
51801 44635 -
44058 75141 +
35217 84983 -
24554 97424 +
7193 -23459 +
42589 -85047 +
9147 18436 -
40028 74845 +
520 56804 +
31819 -53667 +
54740 56954 -
1831 76790 -
31382 -5206 +
54945 75679 -
33522 81522 -
4122 -97286 -
39943 36329 +
9552 82830 +
32557 -93601 +
4340 -36185 +
24993 80195 +
35176 -35334 +
24022 6296 -
40466 64407 +
16380 -85223 +
50185 67654 -
17829 85272 -
38013 -32752 -
22646 -5684 +
12642 20152 -
34553 -69387 -
33948 -11349 -
11689 -22802 -
20324 74925 +
34877 79511 -
9511 47598 +
19193 -59607 -
25456 50021 +
31683 -7558 +
28598 32302 +
6331 -587 +
27954 -61434 -
17987 -23529 +
53333 39149 +
18025 -97490 -
6894 42350 +
33104 87739 -
39275 3706 +
55443 -81461 +
4159 99201 -
28280 28112 -
29824 94706 +
55756 -53987 +
24641 -17669 -
29342 -51448 -
15439 15745 -
2994 -42013 +
5605 91059 +
49611 62608 -
20881 88325 +
2976 4040 -
3878 40689 +
45883 -57314 -
12760 -66239 -
46698 -77989 -
29003 38380 -
51000 -75123 +
35423 11126 -
22388 85006 +
30428 65688 -
27248 23778 -
25716 27226 -
17477 -89375 -
50057 -41572 +
23003 -69298 +
54009 86606 -
44869 -80067 +
54801 -50505 -
328 -94683 +
25911 29706 -
26693 -32277 +
42449 -34602 +
47051 18757 -
8740 -28141 +
31688 22695 -
33442 -78377 -
40896 9750 -
12202 -82659 -
256 2317 -
11860 -56988 +
49562 2913 -
50494 80877 +
45057 -2938 +
27253 -34503 -
40183 -74558 -
50387 27438 +
50389 -32685 -
19211 37395 -
32116 -18159 -
43505 -70640 -
31265 59744 +
32246 50464 -
4139 -33706 +
1194 40492 +
35738 -64379 +
23968 -60383 +
35543 -56907 +
18296 -53653 -
42186 -80010 -
56046 -66617 -
45231 16774 +
13780 -6933 -
50226 -59230 +
8919 95550 -
5465 -42635 +
43524 66850 -
31714 73845 +
28491 -60406 +
56462 93520 +
15560 95071 -
9929 43789 -
3063 23608 -
33719 -98216 -
21110 -65758 +
398 24306 -
52913 -88008 +
40920 6143 -
33988 86064 -
38600 -26157 +
12670 -27649 +
14284 39089 +
83072 196
30913 51886 -
10895 -29814 +
60355 -79445 -
32364 93750 -
21921 87835 -
30560 81730 +
28564 29002 +
35183 -87217 -
71297 73510 -
13247 54742 +
11439 63232 -
63235 42619 +
47875 44725 +
9076 86984 +
30738 -91070 +
22885 -77589 +
67091 -57290 +
59517 -21916 -
68603 -71390 -
48766 65330 +
2306 -21177 -
19023 -18047 +
30121 -6322 +
19095 -93905 -
59096 -20079 +
81810 -85327 +
40753 44181 +
26969 18955 -
65095 13994 +
50556 44084 -
63445 -92070 -
56197 -34531 -
40711 -69620 +
1938 -94410 -
15403 -5030 -
37752 -64101 +
38930 4000 -
55491 80061 +
75760 -66318 +
46171 74011 +
44815 55995 -
294 58340 -
16719 -12319 -
18684 -23091 -
43170 37976 -
68525 39153 +
64348 -96675 +
31196 -43694 +
44732 -848 -
55964 -66408 +
78274 -24835 +
1189 80506 -
994 -15449 +
11223 79120 +
55850 51376 +
2684 78547 +
75178 37638 -
23275 8258 +
59691 41771 -
24130 -31086 -
3134 43763 +
51713 -86699 -
66133 62953 +
58702 -5396 +
64525 -60434 +
68745 6772 -
18421 -47266 +
71617 51575 +
5189 81976 +
42932 43893 -
26570 31154 -
39424 -35078 +
76094 11436 +
61637 4474 +
22040 26997 +
80720 -12915 +
68208 77152 +
9631 -25773 -
29755 -72583 +
47490 86432 -
7898 75636 -
37612 -28894 -
1896 63047 +
80250 60557 +
68028 23519 +
76988 64731 +
72217 -76256 -
74162 -77244 +
26506 -33144 -
18504 -34728 -
46189 -91713 -
16513 -88640 -
76154 96597 -
47170 77385 -
41826 -7978 -
4357 -1133 -
75539 84965 +
53714 -57324 +
50695 -39006 -
60040 -41315 -
49586 48924 +
45405 -46468 +
15434 -26806 -
30251 -51927 +
81619 -86309 +
24361 21486 +
52335 -28086 +
15566 22861 -
3990 -88742 -
2850 31724 -
44810 -28129 +
29257 296 -
17351 -7531 +
48456 -26428 +
24348 -23090 +
20026 -21788 +
30111 70730 -
75887 83949 +
77896 25533 +
7586 -46106 +
25881 -27808 +
81874 76551 +
64897 21006 +
30817 83022 +
71345 74235 +
40677 89349 -
68788 48439 -
10026 729 +
51969 -16669 +
22242 -1922 +
80956 -74686 +
77198 81177 -
56305 4729 +
39656 5567 +
49571 -2517 +
58965 7024 -
13718 5609 +
31249 47310 -
4462 46970 +
21954 -58301 -
66536 -88230 +
39161 -56515 +
46747 90472 -
69791 69616 +
42157 45665 +
49806 -67089 -
40604 -13758 +
77075 39214 -
8698 -83101 +
68148 4767 +
26498 -69299 -
10033 62826 +
33704 25706 -
68900 85745 +
71616 -22639 -
29468 84238 -
4071 48447 +
56685 26425 +
66540 -65508 -
47325 15442 -
73739 41116 -
3101 1238 +
66674 52661 +
30821 -48213 +
45495 71985 +
17194 -13761 +
72851 13471 -
21107 -43595 +
18057 98730 +
62284 52011 +
12194 46393 +
1237 77614 +
6405 -62729 +
62437 -7931 +
52747 50844 -
4349 -33958 -
79967 -72262 +
72312 -93972 +
27296 73790 +
4791 90089 -
9384 63903 -
33417 26279 -
30726 -74224 -
43422 23157 -
4826 -75412 -
81368 47128 -
45648 29514 -
64575 91256 +
57624 84143 +
16688 -19770 +
12154 3560 -
50249 -91859 -
61133 -71386 +
6052 -88128 -
36770 -4866 +
48283 1303 -
20553 879
20435 52635 +
16614 40689 -
18214 87200 -
8934 12584 -
7081 7364 +
14788 14319 +
15110 4087 +
11346 42200 +
17778 69305 +
8715 92122 -
19864 91905 -
8873 27842 -
2082 -49249 +
20482 9539 +
15795 -39002 -
8890 71210 -
10533 -73722 +
8070 20098 -
17283 50594 +
11140 -79248 +
4345 -29031 -
9822 6943 +
7499 -65867 +
13610 50883 +
4498 -97888 -
10880 14492 +
2219 -80387 +
20015 -84975 -
1687 82922 -
20455 88545 -
12890 -90317 -
19510 -1903 -
18838 -53305 +
1676 -51657 -
11719 -51301 -
7300 -90507 -
11328 -62819 +
9759 -12761 +
9510 15160 +
20543 -2638 +
7129 98350 +
6024 82592 +
4467 -95587 -
17218 -64687 +
5616 -46218 -
18824 96930 +
7581 -21032 -
18157 -45372 +
611 -57810 +
10030 -11297 -
7656 -55989 +
19530 -44808 -
20546 -72988 -
17949 57022 +
14787 -50030 +
20227 46878 +
13639 44107 +
13219 -47562 +
11778 -11800 +
11262 -54098 +
16450 -98333 +
20097 -92950 -
8411 54524 +
5616 -80822 +
19855 94646 -
18278 9185 +
13700 -17093 -
8918 83097 +
18603 -59329 +
1653 30867 +
862 -43685 -
2439 62114 -
12458 -42414 +
4743 -57734 -
3088 -2532 +
11201 -16841 +
18519 4805 +
2987 -45868 -
12338 -73448 +
12020 -95819 -
18188 80035 +
1117 -52546 -
3379 -22079 +
3255 -16695 +
20543 -34385 -
16640 -5955 +
15542 -47633 -
526 83602 -
19473 9604 +
16047 20220 +
14631 -79073 +
6881 4729 +
6543 -8659 +
18495 90434 -
14466 68673 +
6989 -63453 +
20332 -35203 +
15782 -81939 -
15009 33376 +
18081 29793 +
18206 45250 -
708 -22323 +
19826 91683 +
10889 88081 +
10600 -16196 +
19227 -65122 +
19857 -68902 +
10923 68518 +
14403 -28198 +
792 81260 +
9895 -22534 -
11550 63074 -
7065 -6334 +
12249 -52308 +
8436 -58706 +
16343 77980 +
14641 83229 -
7438 62241 +
19583 -84864 -
10499 -4581 +
15532 98658 -
17192 -11112 -
1328 95508 -
6075 -87315 -
10559 -4348 -
4282 53353 -
8383 -47592 -
18585 59688 -
1127 19842 -
10091 78179 +
6364 81205 +
11498 -3466 -
16273 -60186 +
14094 28580 -
14005 -24607 -
8705 68720 -
3523 72354 -
9124 -30177 +
5580 -37175 +
11328 55908 +
7671 -52024 +
20364 -77428 -
9517 2908 -
8136 3344 -
