56
4652 37
3945 43510 -
501 -85015 +
2005 29174 +
3140 -25879 -
4293 15553 -
4617 96032 +
509 39693 +
4343 12422 -
403 -64563 -
143 -36499 -
4646 -43132 +
4815 -33057 +
5792 -96612 +
2910 -69041 +
5468 46849 -
1796 7165 +
2037 25599 +
4057 98201 -
5826 -543 +
2416 -6207 -
5275 -95525 -
4031 8043 -
642 15154 -
1824 4557 +
4660 65589 +
3993 -67974 -
2880 42052 -
952 -1189 -
6044 25857 +
843 -95561 -
459 48742 -
5559 68474 -
68 16453 +
2894 -87490 -
4254 -10426 +
1023 80378 -
4572 6582 -
5561 43509 +
2279 -53886 -
1909 96780 +
1343 41591 -
3539 98153 -
1693 904 +
1561 -98030 +
4534 -7816 +
1785 58083 +
2862 65081 -
4522 10362 -
4644 -16523 -
832 72009 -
2091 7494 -
487 68956 -
641 -37352 -
1477 -82277 +
1348 -34301 +
5912 -45789 +
379 59268 +
250 47004 +
5024 -14254 -
5695 22584 -
1053 15719 +
1928 -58343 +
5110 94869 +
2204 -98570 -
1135 -92555 +
5631 52182 +
2093 -41447 +
4588 -17407 +
287 -19285 +
3537 97371 -
1627 -85007 -
3349 63438 +
4661 -57893 -
5787 52286 +
994 -64971 -
5831 -26984 +
849 88903 -
3967 -50468 +
5292 16514 +
4872 98037 -
1035 -91732 -
3817 -50700 +
3377 -13305 -
86 48900 +
3969 18894 +
4715 71487 -
3223 -78324 +
5173 -50957 -
1950 47213 +
4605 -67251 -
3661 -30634 +
3401 37111 -
754 -59430 +
5401 -38079 +
3905 24113 -
5887 -97867 -
3594 66882 +
3247 -43703 +
1212 -46265 +
67 -14762 -
2923 -28578 -
2342 30077 +
2620 -44787 +
5332 -50694 -
5848 57982 -
4940 74140 +
4569 50917 -
5250 94224 -
1689 83751 -
5656 -81181 -
5865 87803 +
5559 -51050 -
1909 22512 -
3210 -17319 +
3633 -84650 -
4310 49819 +
629 56834 -
5301 95902 -
277 85841 -
3018 -36307 +
604 -81392 -
4062 25074 -
2253 -31869 +
2216 71735 +
1304 -77651 -
4066 -67308 +
3277 88253 +
1369 -72655 +
2004 -58080 -
5372 -23870 -
3993 72773 -
1648 54078 +
1022 51741 -
4233 36684 -
1903 -36417 +
527 -35864 -
4994 32579 -
2472 59395 -
6005 -43055 -
2146 79287 -
1021 -72834 +
5749 18597 +
1050 -52679 +
224 -48112 -
5244 4872 +
1752 -42314 +
5391 -65688 +
1142 93856 -
1873 95554 +
843 -7262 -
4955 -19824 -
2437 58754 +
2760 -91038 +
1846 43711 +
795 38578 -
5009 -87098 -
2790 -65731 +
4235 -79126 +
5952 -26925 +
3152 -67679 -
486 80684 +
4539 1056 -
3548 36587 +
5954 -92368 +
3863 15490 +
3082 98010 +
311 -97312 +
1238 78338 -
2044 36472 +
472 90842 +
177 -22875 -
3040 -74765 +
1956 64725 -
5396 -8576 +
1871 28343 +
304 -38971 -
3549 -84330 -
3438 35768 -
590 -22111 +
5329 -7471 -
4219 305 -
1210 39012 -
2580 36285 +
3494 -65780 -
3352 62324 +
5735 98260 -
4565 37251 +
1558 93828 -
737 -66868 +
4273 47832 -
1221 -4694 +
5942 -25549 +
3978 -25101 +
1832 -85013 -
4378 -12208 -
4799 -68373 -
4735 48332 -
5907 -87411 -
3990 -2766 +
97 -25150 +
5852 -13255 -
1944 86627 -
4961 -70679 +
3595 -21840 -
4880 -21130 +
5307 -9008 -
5230 -85492 -
937 -11799 -
1327 -39593 -
4878 8597 +
5590 -35877 -
4726 -47424 -
5425 79355 -
1923 -54182 -
4741 -28564 +
5594 -98279 +
1284 -80896 +
4774 41263 -
1203 -34747 -
3779 -69332 +
5818 67091 +
4653 -27648 +
5559 -60157 +
2636 68959 -
1216 -3122 -
4064 54525 -
293 -44774 -
678 24108 -
1399 47707 +
1706 41157 -
4844 -84787 +
2309 -78092 +
348 76052 +
5124 2166 -
3465 46010 -
3299 -60908 -
4490 -18786 +
5505 55940 -
2803 98198 -
1841 66451 -
3421 8879 +
2329 -36996 -
1454 -55024 -
715 -18995 -
2185 -40569 +
4151 -59419 -
4134 83181 -
4182 -70914 -
4048 39585 +
3804 77363 +
90 15704 +
3970 -33819 +
1225 -50817 -
5687 63233 +
3445 -48406 +
277 62248 +
4786 -84849 +
6003 -15951 +
1652 48980 +
1735 37558 -
2165 4882 -
1806 61174 -
947 39309 +
790 -46799 -
2458 49784 +
468 -9072 +
2854 -10434 -
3983 -62730 -
674 67027 -
807 -56606 -
3728 -55066 +
3449 -30080 +
2776 -57439 +
5742 98928 +
2731 -96145 +
5542 5225 -
951 77607 -
3797 28535 +
4830 54172 +
3789 -80242 +
5348 69016 -
636 94079 +
4261 -21681 -
4958 -45389 -
4374 75134 -
5978 -73188 -
2920 -63896 -
1215 94174 -
3858 -91950 +
2968 41403 +
4091 97223 -
894 -74971 -
1269 -72180 -
346 50973 +
3539 -99179 +
2816 -63956 -
757 -38208 -
1371 59988 +
5120 66854 -
4514 88432 +
1788 25520 +
2904 -60281 +
2725 70670 -
3343 19651 +
5849 -94351 +
317 40104 +
1400 7162 +
2702 -4733 -
2494 -50371 -
2184 45384 -
603 35293 +
4305 -61661 -
3853 89481 +
4892 -15198 -
705 48556 +
2130 -53009 -
2167 -20203 -
1315 -99498 -
2239 -25765 +
2642 -58818 +
803 62839 -
370 -87016 -
5928 88786 +
2095 75014 -
2461 83246 -
2201 -95820 -
4974 -75996 -
2866 -90460 +
1520 87801 -
2044 32064 +
3352 -26286 +
2060 -17427 +
937 -94993 +
2248 -19255 +
1095 83085 -
1420 17680 +
4492 99148 -
3807 -47563 -
4307 -88432 -
3236 38852 -
4993 -66789 +
5712 9403 -
5725 -80405 +
3761 67084 +
2318 -16997 +
3719 95616 -
611 32870 -
5554 19702 -
992 -72532 +
2967 54172 -
5677 87899 -
2990 -8243 -
846 -588 +
1569 90746 -
5984 15238 +
5677 -62265 -
348 -24902 +
4842 91962 -
3997 29120 +
3644 62058 -
244 -48025 -
5668 -72569 +
5499 -42928 -
181 -17042 +
2651 7421 +
4985 28629 -
294 23374 -
4648 43073 -
1575 9691 -
3950 6789 -
4410 34272 +
2250 9893 +
5383 -42928 -
4126 -42912 +
715 31829 +
5059 -50651 +
1084 -49136 -
2323 99659 +
1666 21571 +
3127 39567 -
5549 80238 +
3149 -38368 -
4135 6076 +
4525 71038 +
2137 -86769 -
1728 -88478 -
2705 -33165 +
4762 76562 +
3291 54902 +
1497 45908 +
2788 51781 -
1564 79020 +
4895 -47322 -
163 -31174 +
4452 -69180 +
247 -6703 +
2684 -44735 -
42 -84864 -
4793 94703 +
3898 53139 +
3237 95365 -
4165 -53534 -
4277 86057 -
1639 44617 -
3201 8657 -
1211 30526 -
4358 91469 +
3653 -52025 +
3234 71666 -
2429 24364 -
2635 -38387 +
2965 -92236 +
2510 -52578 -
5909 94410 +
3749 89888 -
1599 -42451 -
2522 -22361 -
3253 -42216 +
4980 67417 +
3447 88300 -
3311 1703 +
4579 -87307 -
3340 -19269 +
827 -7202 -
1901 -212 -
2647 -79599 +
2929 -1172 -
777 70382 +
2025 -34686 +
374 42554 +
4553 33323 +
2370 14133 +
4086 -41037 -
4146 -30782 +
1356 8850 +
1381 -19623 +
4969 -69259 +
2247 6880 +
591 21693 -
987 17895 +
4872 49313 -
3620 -2324 +
2893 28684 +
4498 -32946 -
5906 -95918 +
4070 47825 +
2520 -815 +
2399 -57135 -
3728 -25625 +
4395 93747 +
5674 60103 -
3600 79701 +
2926 -14974 -
3927 67019 -
2391 -45279 -
1642 34557 -
837 33119 +
4260 -46556 +
1414 38247 +
2690 -75462 +
1144 -47659 -
4376 81157 +
405 -60103 -
2857 -53187 +
1802 45011 -
2692 50808 -
4569 30184 -
572 94528 +
117 67761 -
4564 68216 -
5554 -28226 +
292 61403 +
934 -58767 +
4923 -35943 +
3156 -11267 +
4028 -68906 -
16 -15177 +
4613 7998 -
2216 64614 +
168 -81678 +
4965 -92792 +
3177 -10795 +
2884 73008 +
707 -90505 -
715 88060 +
4909 82700 -
4189 47270 -
3071 82892 -
4723 2708 +
2955 48267 +
932 -95177 -
837 71573 +
1241 -6447 +
2934 -33470 +
2900 61822 +
3371 -18371 +
2799 71118 -
3700 35007 +
98 -12126 -
5863 79632 -
3310 96466 +
3207 89375 +
4726 70975 -
206 31922 +
610 49353 +
365 68500 -
2918 -4073 -
539 -52715 -
5322 -89693 +
5156 4720 -
1706 8379 +
670 -84308 -
4208 -5359 -
5181 5728 +
1480 99051 -
5742 -25109 -
3991 40883 -
389 71330 -
1667 -19626 +
1473 -56245 +
423 90410 +
2767 19309 +
3459 13394 -
4190 -90070 +
2640 -57288 -
1595 -29736 -
1395 -78622 +
4161 61898 +
4086 86751 +
4748 -11673 -
5752 4494 -
3631 41944 +
54 12599 -
3898 2982 +
2411 -44630 +
693 20635 -
5767 -14291 +
163 64216 +
4725 37857 +
2885 95188 +
903 59334 -
4515 27186 -
2740 -2550 -
3293 -27070 -
1386 -79573 -
3662 -55794 -
5834 -45291 -
2893 -77294 -
4138 6495 -
875 -76854 +
1975 45051 +
3750 -82109 -
4902 70250 -
4287 -66568 -
1662 -59154 +
5647 72466 -
5218 -54618 -
3103 -41898 -
624 55118 -
2414 66749 +
352 -88675 -
5798 -38265 +
4374 26984 -
3147 96309 +
5483 -54828 +
1437 94705 +
3606 -71770 -
2462 -23613 +
5498 -82545 +
1269 -96188 +
2441 -11199 -
5515 29030 +
670 9461 -
3163 -61501 -
3731 -8825 +
1994 -25857 -
2393 -55999 -
2044 44163 +
4144 -96835 -
919 21305 -
2768 37707 -
3846 31954 -
921 -63042 +
843 -7103 -
5838 2278 -
2496 80748 -
3684 -65104 +
5392 28457 +
3816 -17297 -
4070 58758 -
3952 -38664 +
3102 -88057 +
4615 -13603 -
3710 -81811 +
2145 11890 -
5292 -56999 -
565 -94864 +
5000 -18811 -
106 -16680 +
4071 -51641 +
3790 87830 -
429 -14554 +
3136 -51905 -
3264 99007 -
2321 75976 +
2089 78190 +
4441 -19993 +
5746 12975 -
5193 -5394 +
1155 -24871 -
4487 -65095 +
4640 66634 +
3835 -74081 +
1549 13464 +
2824 5656 -
1370 -55586 -
3933 34201 +
1343 -8947 -
4672 -20999 -
3293 -84491 +
5802 -3060 +
5409 95428 +
4983 59353 -
2764 35062 -
3335 -3338 -
2419 18155 +
5468 19706 +
3744 -93906 -
4799 15972 -
2244 43764 -
1347 80994 +
2118 86896 -
1380 60505 -
260 56457 -
3195 99223 -
2405 -11721 +
3531 85808 +
4514 12215 +
5016 7530 +
3896 6677 -
4133 -10339 -
5806 81842 -
3158 4416 -
4478 2137 +
4450 79953 -
2430 -9761 +
4796 9186 +
3079 -9027 -
1814 -81732 +
3029 -84363 +
5096 -81630 +
4681 -72363 -
1412 37769 -
3048 34050 +
685 36132 +
5405 22745 +
1406 -29359 -
1661 62847 +
2501 5312 -
5957 -63094 +
501 -59710 -
1364 38507 +
1434 48496 +
1947 -73879 +
2161 84746 -
4070 84041 -
1588 17976 -
4411 -23186 +
1482 65075 +
2502 -48123 +
571 -97494 -
1249 -31187 +
2030 68134 +
1106 34925 -
236 -17069 -
5192 -29100 -
619 -56723 +
5183 33523 -
4607 86779 +
2078 93144 +
174 -90333 +
42739 86
28309 -58163 -
39125 -25976 -
2241 80430 -
38376 -75408 -
35831 -52801 +
39659 411 +
18222 19182 +
2567 25144 +
10396 61278 -
21908 -49296 -
42280 -26901 -
37129 17695 -
8958 -3394 -
33407 14869 +
42635 63943 -
24166 -37187 +
17240 -20889 +
3377 22727 +
24178 72184 +
1916 -1151 +
3167 69904 -
24554 -71931 -
3248 58771 +
34176 -12112 -
32761 -34420 +
21004 -94925 -
9474 -33381 +
26644 61218 -
4412 50841 +
39909 34668 +
20259 -84969 +
3942 78747 -
30272 90487 -
22628 -17876 +
7136 -39295 -
42296 13759 +
25795 85442 -
33622 77131 -
18301 62331 -
39363 -20039 -
33285 -19326 +
28538 -33276 +
36618 -92201 +
30551 -1985 +
3995 -50869 +
16461 -27843 -
21321 6545 +
12825 50687 +
27721 -84017 +
26571 -46168 -
18964 -33314 +
39485 91853 +
28531 -56198 -
39175 94925 +
4931 31789 +
7913 -39783 +
8139 53033 +
30778 -21375 +
11541 -64236 +
1667 54739 -
32189 -34279 +
28112 96450 +
14532 78807 +
8358 37735 +
3401 35199 +
11995 -35633 -
11932 14978 +
12860 89921 -
4316 -11758 +
27186 -97016 +
14600 23895 -
4656 -43043 -
10132 4230 -
8908 13460 -
3270 96201 +
29359 69867 -
4699 -35156 +
23596 -49978 +
13551 31454 +
20909 81023 +
27769 79546 +
14432 -80034 -
11703 41844 +
20524 -20426 -
5014 -56509 -
598 -55144 +
90165 551
83437 84136 +
78935 -1741 +
26518 82999 -
87357 -76158 +
79320 4693 +
50770 3077 -
21517 67163 +
85403 -93090 -
47707 96179 -
15433 -47739 +
47889 -71189 +
23003 -65444 +
52726 33045 +
74757 19512 +
46062 3171 -
41639 -9376 +
73398 -95897 +
25888 45941 +
7020 48077 +
38462 34006 +
70036 87094 -
43736 71030 +
82071 -99745 -
37990 -44100 -
53268 -90428 +
31470 -44719 +
32472 19995 +
78472 -3345 -
68936 -67214 +
16943 -6970 +
6586 31541 +
73278 4969 -
8526 27805 -
13875 -35173 +
33552 55164 -
22842 8135 +
61293 40159 -
23432 -86624 +
33080 88890 +
12571 27563 -
32805 27516 -
47315 25995 -
27394 66606 -
46830 61345 -
54597 -99097 -
64335 19390 -
78926 -56770 +
78634 -11158 +
25279 -71968 -
67867 -78158 -
59536 -27220 -
11202 -73436 +
25054 -26571 -
40099 -68455 +
89447 -56978 -
56494 47488 +
27517 -66347 +
8398 9750 +
2160 45416 +
75799 -11596 -
44122 66892 -
29013 -21069 +
72606 36667 +
59276 -96046 -
18468 -66920 +
7711 44129 +
25448 17254 +
32537 -25931 -
20825 -86691 +
29078 -43453 -
81363 72957 +
79630 -33064 +
38134 -93397 +
29065 -45593 +
45462 -74473 +
16262 -54871 -
8635 26186 +
12675 -73219 +
36379 -63538 +
40234 -13891 +
72124 68196 +
89096 -18483 -
32274 -67793 -
53818 -70308 -
9265 -7407 -
15922 -11757 +
35437 97816 +
41087 27241 -
30627 -11496 +
4512 -78409 +
28910 -88039 +
81317 -62033 -
48177 -90032 +
35569 45482 +
74091 9805 -
67740 -41156 -
80394 86229 +
73000 -39159 +
53568 9400 +
59181 72429 -
22687 1301 +
31807 -73826 +
79040 -94722 -
81609 -10070 +
17367 3723 +
88611 30487 +
55051 88123 -
75389 74154 -
45427 94357 +
10649 82332 +
7887 -21383 -
18347 12736 -
79255 -39019 -
74433 60047 +
29588 -76282 +
19364 57500 +
40418 84491 +
72115 18655 -
64427 -42123 -
48581 54107 -
83287 -89402 +
14367 -44965 +
13998 -3722 +
88011 -75779 +
31415 -45742 +
39387 75899 -
71232 -11784 +
28569 50224 +
9479 -81370 +
17921 42036 +
41422 -19964 -
67407 -10784 -
714 -3130 +
57924 78759 +
67087 48401 -
44822 47335 +
5123 71761 -
36257 3190 -
59786 91855 +
32409 -3172 +
68094 60396 +
56907 95525 +
47529 21280 -
63262 -10837 +
56849 73499 -
57685 26297 +
54087 93193 -
48152 94642 -
1467 36573 +
61019 3799 -
60342 -61323 +
49008 -7667 -
58087 -50557 +
86841 86317 -
54639 17567 +
44200 -5279 -
66358 -8528 -
5346 67226 -
63283 56824 -
73340 22285 -
30887 -92436 +
76150 -84096 +
68466 25712 +
8991 9550 -
71562 -45474 -
21689 -87175 -
31670 -23242 +
58800 77802 -
31178 -48911 +
71053 23032 +
76824 -26350 -
63997 -41349 +
86241 99530 -
71829 -30811 -
10143 4408 +
64644 -518 +
80678 -2383 -
69820 -71942 +
57833 -31365 -
26281 80855 -
52599 35193 +
30267 70601 +
4573 -19915 +
85395 -22586 -
40848 -50244 -
75551 59553 +
37595 93770 +
54763 2827 -
38367 -14977 +
41033 38800 +
17456 -48003 +
25127 94075 -
60052 66654 -
20435 -12103 +
27963 -69589 -
68453 98477 -
15641 91735 -
86108 -38869 -
64865 -30785 +
18786 3965 +
8948 2635 +
75487 -60574 +
65976 64545 -
20942 -25732 +
79146 52552 -
47768 68886 -
60752 94990 -
51033 14923 +
63048 65762 -
45765 35494 -
64822 51254 -
22236 -94338 -
13984 56341 +
17611 72627 +
33314 -56446 -
2455 -78510 +
36578 38009 +
73954 76190 -
16567 -73973 -
84028 -86544 -
35896 27810 +
14969 -47647 -
15494 -39880 +
21713 33070 +
4473 -1007 +
75833 -96088 +
43049 -8963 -
48685 -75777 -
35384 1411 -
1464 80975 -
36792 9390 +
39865 -50844 +
36788 93235 -
54303 -98406 -
31080 -75736 -
18868 -49552 -
52855 5920 +
58159 -65719 -
9896 73009 +
55386 -7852 +
61769 -67017 -
18148 15163 -
77178 25000 +
67263 97108 -
80762 -1094 -
60213 -9747 -
19785 89606 -
68945 -42042 -
14396 68344 -
60802 1457 -
60177 8460 -
55228 8704 +
4705 -19774 -
78559 96094 -
7242 32043 +
2719 60691 -
72653 -55564 -
40051 -54948 -
79782 -68919 -
2960 26828 -
44506 54879 +
85318 24384 +
57614 97439 -
75451 14390 -
18127 -64809 +
42802 -99023 +
78882 -59830 -
27109 9763 +
82810 60630 +
21091 -31505 +
59382 94914 +
19932 21753 -
14931 -86513 -
29546 -65865 -
39545 -55247 -
62593 43154 -
86451 -51562 +
5639 -58788 -
77670 -48344 +
70561 -50556 +
12263 -23131 +
6611 -44664 +
61072 -50775 +
38578 -98060 -
84711 -93659 +
41760 49469 +
41257 -75772 +
62549 37466 +
49804 -8894 -
80228 -59524 +
87028 86547 +
85425 77806 -
82045 -24144 +
82360 8321 +
19619 97748 +
29012 55598 -
74193 -12457 +
62348 -9289 -
42551 -76805 -
922 96758 +
62618 89193 -
50337 49233 -
61891 13981 +
12400 7747 -
32939 31830 -
46430 -16360 +
85258 99407 -
11746 -44778 +
86018 -62942 -
16791 2031 +
8335 -63450 -
76040 -90569 -
29504 -90748 -
79608 68775 -
76036 22786 +
33707 15067 -
4150 9306 +
398 -86517 -
67714 -85944 +
84938 -67309 -
47394 65397 -
55218 -68078 -
48659 81403 -
26111 46953 -
21558 -13307 -
66068 -73873 +
18729 20411 +
49545 -16535 -
47065 79066 -
57165 -11007 -
23966 -58411 +
30746 -88210 -
70882 64948 -
21421 -37875 +
20822 -50579 +
34578 86041 -
1551 -29256 +
10159 3891 +
13000 -98841 +
87849 81517 -
66606 -53502 +
51237 13110 +
79559 15842 -
4978 -49538 -
89475 -94019 +
41264 62800 +
8120 -65977 +
22734 -90754 -
71336 52834 -
17905 -36987 +
61334 88623 -
32048 96947 -
50053 19518 -
28231 -81036 +
18416 -94303 -
14653 -28871 -
21314 23611 +
44505 78913 -
62964 -15410 +
71929 39465 -
23196 62516 +
20869 37688 -
42512 -99515 +
8493 15481 -
83169 -83723 -
11494 -21320 -
88478 38821 +
27681 31242 +
80859 15703 +
47274 82594 -
35006 -26226 -
48008 -81585 -
21973 -66340 +
84629 -39548 +
51476 90730 +
87745 -39983 -
14035 33216 -
26740 -8323 +
61234 93593 +
6857 -87193 -
186 -56295 +
81687 -68233 +
71834 2898 -
68136 48408 +
81488 -21741 -
49786 -56036 +
15761 93616 -
8527 -21792 -
11230 31432 -
42070 -62692 +
72667 -93998 +
56361 90455 +
29925 47646 +
13385 -79427 +
9113 86162 -
74110 -39566 -
17598 69925 +
11944 2679 -
31101 -33278 -
32367 80441 +
23054 -58873 +
24020 94974 +
11426 -16058 -
77194 98822 +
17419 7279 -
43191 -96181 +
37822 -37999 -
7694 30796 -
4262 85176 +
65342 36039 +
22746 94076 +
10763 -78113 -
26065 46956 +
82314 63737 +
37975 18105 +
12384 24477 +
30823 71237 +
51716 50296 -
63731 60660 -
53423 -97346 +
26133 -1104 +
30375 -77866 -
44955 4818 +
24572 41060 -
4426 -49228 +
3044 -4996 +
59503 38290 -
23005 -45805 +
61141 10216 +
31690 -68486 +
20342 38063 -
16684 1580 -
23720 -20234 -
86226 65464 +
59012 -90822 -
13823 -76769 +
44265 8637 +
47880 11495 -
38528 -92386 -
71606 49018 +
52360 -18122 -
60034 -52773 +
42388 89040 -
20922 25781 -
23434 30742 +
67226 65255 -
33894 64581 -
14228 28042 +
45397 -61395 +
59739 -47080 +
75244 2950 -
57331 -74041 +
46278 3319 +
51762 42621 -
59433 55536 +
47344 36974 -
88688 -65878 +
85489 -18861 -
16690 -77761 +
79920 -20285 -
68793 -21200 -
57851 8536 +
577 -36520 +
9174 15812 -
12083 80362 +
40932 96774 -
39468 -7124 -
74555 -30813 -
28639 12249 +
59776 88713 -
88550 42679 -
32728 4452 +
35710 -47787 +
76969 -40562 +
45355 -36427 -
14380 -27786 -
11937 28480 -
49479 -20992 -
27018 10677 -
89286 10472 -
7879 50896 -
22198 -11549 -
5883 -57243 -
9608 92677 -
40233 76401 -
77562 -87364 -
69162 62326 -
24294 -54629 +
49866 -73325 -
32889 -65644 -
1227 -55836 -
88466 -32928 -
39635 32513 +
4848 24386 -
47880 -86871 +
87844 -75031 +
45622 -54638 +
80862 -45373 +
6023 -87871 -
88766 96684 -
29095 -21547 +
23514 2130 -
63798 -81163 -
88461 -32936 -
53182 -45550 -
54102 -90822 +
85451 91722 -
55695 -4512 +
63401 -97424 -
71444 -70876 -
24559 -24134 +
12945 27471 -
79637 -62235 +
68041 97720 -
37024 32934 -
49829 91485 +
37878 -22880 +
54092 -82402 -
23403 -51455 +
28872 -29048 -
81459 72898 -
55220 66703 -
2424 -41779 -
81807 71203 +
71490 15497 +
51642 68609 -
1838 -46231 -
36786 27720 +
45675 -6731 +
34247 57212 -
63174 -63565 -
63958 -77450 +
17983 30358 +
50049 17523 +
31998 -33028 +
56953 -28460 -
7307 66849 +
17892 -91640 +
72615 92050 +
31031 -28807 +
1873 -59185 +
42945 -25733 -
74114 -56664 +
44780 17131 -
58210 -80040 +
55624 7134 +
83706 35677 -
3694 -75987 -
12003 -38577 -
37416 94569 -
19323 13128 +
35247 780
1736 60203 -
34222 -41511 -
29097 98827 -
27782 -75433 +
3148 48254 +
28710 2204 +
32531 -32498 +
22240 -70229 -
30274 -64460 +
29268 -47292 +
343 -16753 +
29904 31520 -
24616 -1879 +
16726 -64763 -
30404 -86187 +
30619 81418 +
25967 86591 +
1710 29808 -
17932 -40482 -
25918 -5772 -
19733 -84330 -
3602 58191 -
6887 15052 +
13375 -45520 -
16043 83945 +
5501 80012 +
22451 96998 -
32986 84906 +
23628 77002 +
2771 -52770 -
7605 70621 -
20530 -45245 -
30406 25503 -
14796 56239 +
12272 3413 +
28832 -3807 -
33130 10380 -
4182 -88356 +
27145 88913 +
6383 -20743 -
8728 -3861 +
8989 -34922 +
32839 39396 +
6228 -93082 +
10263 76895 +
15558 46170 +
2124 82070 +
5984 -92597 +
5096 20366 -
28001 -63130 +
27424 29874 -
25178 81576 +
31140 -41375 -
33298 -5001 +
18700 33092 -
27967 -91552 -
4769 95926 -
8036 86916 -
2660 18825 +
27685 -37697 +
9737 50668 -
8713 -55104 +
10442 -46433 -
389 -82680 +
2587 -36482 +
26332 39006 -
27860 -58686 +
13984 -90420 +
12857 3820 -
35210 96255 +
17895 -64420 +
20020 11640 -
13540 -80938 -
23809 56037 -
20298 -24021 +
21068 -46608 -
30954 36589 -
15679 -38561 +
11969 -11285 +
2924 -22991 -
18007 -38350 +
25164 47744 +
28283 3843 +
29812 53098 -
27793 -39167 -
19445 58199 +
35028 62781 -
25135 30614 +
29961 86484 -
20686 59580 -
9828 1336 -
7565 -24224 +
14628 39558 +
32894 40924 -
7449 97276 -
12739 -89562 -
28586 -99696 +
30865 -92676 -
9350 -63167 -
26765 -55339 -
6068 79233 -
15751 92309 +
16381 95807 -
2183 -54285 -
20726 -63165 +
3995 -19155 -
21126 -36851 -
18089 -98337 +
25699 63037 +
2427 -76942 +
23807 19534 -
32317 -68992 +
2487 -79693 -
22482 85820 -
5141 -34690 -
17027 -47487 -
7252 58168 -
2145 -91316 -
32384 34270 +
33418 82488 +
31473 32120 +
1841 -76763 +
10198 -13493 -
12081 -89872 +
11039 -90086 +
14649 86043 -
7468 -84002 -
3530 98990 -
23312 14907 +
29901 77993 -
28759 -24716 -
16892 9645 +
20649 85181 +
15016 38540 -
12673 54038 +
1345 -83967 +
21940 89625 -
24372 73338 +
15086 -94840 +
4152 -45836 -
9884 15280 -
9695 40035 -
754 8350 +
22866 52834 -
22062 64146 +
25149 20935 -
20812 -36516 -
13748 -19141 +
24020 35734 +
23758 -67009 +
34717 -98681 -
13006 -62059 -
34331 63454 -
27933 12900 +
30794 44835 +
3572 -25859 +
24480 71239 -
4938 52680 +
25657 7659 -
6468 -53982 +
20407 -12703 +
21512 -37500 +
18039 -8435 -
32461 32531 -
26477 75699 +
30966 -59950 +
22981 -61948 +
28096 -17475 +
18442 -26495 +
23039 -33517 +
27759 -39042 +
32290 -82271 +
26543 49570 -
13796 -95116 -
22896 -42128 +
33709 52687 +
32329 -78163 -
5453 -72812 +
28235 -70075 -
7132 11007 +
9090 -17472 +
22552 -14913 -
34957 49857 +
26021 87678 +
25008 42165 +
33110 84459 -
19135 34000 +
27675 46364 -
28259 -14815 -
29874 -26362 +
30033 91343 -
22120 -31967 +
11545 -6993 +
15226 48448 -
2691 -8453 +
32306 -64876 -
17431 79056 -
32402 47413 -
14222 47044 +
28427 -14771 +
8598 70158 -
21562 8449 +
6103 58203 +
13667 -62823 +
30224 -15048 -
15978 -37800 -
12807 6893 -
27463 -40459 +
14091 -38913 +
6102 -34524 -
29022 -23597 +
27140 93973 -
20538 -30327 +
15924 -33844 +
3595 -43898 -
10424 22835 +
21176 -1299 +
28480 55090 -
31814 -45161 -
34818 33441 -
19208 -10021 -
185 79186 -
22427 -91326 +
9460 -87995 +
30634 -53303 -
29064 87754 +
15098 33444 -
15799 43637 +
24130 -84357 -
3295 96609 +
35122 82839 -
7626 88808 +
7484 -43846 -
30035 75238 +
16318 6695 +
22007 55378 +
35136 -11967 -
23101 -43230 -
182 -24544 -
18904 9214 -
28164 -76912 +
697 78842 +
25646 66338 -
13720 -88899 +
24844 -40245 -
29803 -84849 -
11985 -81259 -
26038 73549 -
3829 -4783 -
32775 76714 +
2561 45173 -
32008 -62009 -
2071 87824 +
12034 -7203 +
29430 38539 -
34553 97254 +
26739 -8216 +
8917 -38494 -
11424 82155 -
3803 -59287 +
1657 62310 -
28235 2902 -
16895 -15416 +
31964 52245 -
753 61175 +
11952 44400 +
11624 59590 -
27940 -35740 -
12108 -22309 -
27923 45720 -
16725 -43505 -
7607 -49676 +
16153 -30363 -
17183 37600 +
21485 53251 +
22874 9167 +
4328 24236 -
9350 27562 -
2083 20110 -
2934 -9285 -
35195 72247 -
25079 -71999 +
34559 47940 -
21549 -17348 +
15404 22359 +
14002 -86196 -
12292 -41951 +
16732 -67435 +
8790 -92662 -
31570 50478 -
5384 89321 +
22609 35777 +
26933 26601 +
3395 31528 -
7840 73033 +
34512 -61277 +
23633 -51081 -
34577 -27579 +
8007 -22177 -
19899 81148 +
922 -88542 +
10150 680 -
816 -21161 +
14144 83071 +
23583 81834 -
373 -96339 -
21751 31565 -
12534 -21317 +
24649 10775 -
6696 53843 +
8174 42930 -
4271 -72021 +
7985 -51574 -
13480 63221 +
30588 68678 -
19101 49013 -
10104 23514 +
10707 70705 -
32148 7383 -
9014 -16351 +
11573 54767 +
15383 85831 -
6252 -30666 -
3530 -86960 +
19804 9617 +
29075 3251 +
34215 63530 +
21358 34722 -
15904 6861 +
30960 20970 +
26860 90113 +
14508 -87360 +
11959 53670 +
10579 -55882 -
24305 27347 +
17494 88191 +
11173 -50091 +
18496 -17330 -
20252 28362 -
12696 90330 -
29655 34127 +
24831 2694 +
11056 -47445 -
23864 -84439 -
