17
76504 734
4751 71240 -
21818 56882 +
15988 56408 -
18050 43848 -
12766 -29388 -
11022 -74725 -
19467 -9062 +
3974 28907 -
14917 -81243 -
12700 1587 -
7100 79059 +
14798 -77068 -
1508 -22845 +
15490 -56188 -
2441 68048 +
18175 44081 +
2440 -41986 -
16796 13858 -
14462 -86864 +
21392 67662 +
15651 -76941 +
12887 40645 -
2009 35183 -
18380 -46922 +
20897 68436 +
5691 -76502 -
167 -54726 +
4436 63878 -
16482 -73473 +
11622 -4653 +
4614 -44979 -
10270 67365 +
8345 82559 +
893 98471 -
2812 73688 +
21105 47919 +
24941 480
5157 -37895 +
22718 -44757 +
22833 -76028 +
10958 -64606 +
18177 -78356 -
17271 -80517 +
21689 60904 +
3568 30400 +
7237 -83659 +
22735 37973 -
20984 -21926 +
9488 -16030 -
1063 -97343 -
15027 33779 -
3776 -6840 +
20474 -78957 +
8809 -41160 -
9346 -89888 +
338 -92373 +
18850 -15327 +
8080 99078 -
2036 -40322 +
18442 30295 +
1470 -62361 -
18368 14286 +
4121 67353 -
20225 -16130 -
8321 -94498 +
13965 -95348 -
12365 58430 +
7667 89577 +
9679 -82694 +
6286 13690 +
20404 -77160 -
8930 -87781 -
9701 -20422 +
6066 -84224 +
2837 -68456 -
2980 82159 -
9442 -57421 +
24378 11833 +
728 61284 -
20341 -10101 -
16924 74718 +
1984 30660 +
20134 53923 -
22544 -90835 -
24470 46825 +
29 43222 -
5191 -72312 +
5789 18919 -
3553 -32668 +
18935 99126 -
17325 -31538 -
18714 -10130 +
13487 -82643 -
2117 65978 -
6227 -61922 -
12413 -48524 -
23644 68190 +
2080 54669 +
60 -38185 -
10071 -10082 +
8227 -47707 +
19498 89677 +
10927 25606 +
23127 69878 -
23196 -83304 +
10045 62353 -
18224 -22473 +
5444 7997 -
24269 -13035 +
9503 -25773 +
22598 85555 -
24403 96865 -
17000 13499 +
1699 50289 +
11126 46919 +
2606 72815 +
7583 21566 +
6347 -35430 +
5396 96240 -
4644 -85979 +
1948 -46249 +
24748 55784 -
14486 40641 +
21133 -10944 +
5783 73971 +
1703 -72938 +
22202 -19318 -
1942 3568 +
356 -13493 +
10670 23341 -
993 -67519 -
24857 -19697 -
179 -6665 -
10810 -46083 +
12619 93934 -
5657 -80233 -
16489 83585 -
13202 89893 +
21155 76035 +
10793 49680 -
15282 -44522 +
19997 49640 -
22252 22360 +
9821 12247 -
21387 4761 -
12530 62999 -
10100 89929 -
15321 -63297 -
7063 53526 +
19769 -22094 +
6227 83561 -
17011 -31260 -
21459 -66495 -
8575 -38557 +
23498 -52674 -
3705 73114 -
20671 74911 -
19222 -33672 -
1098 -21998 +
23817 81021 -
6453 24223 +
9249 -33365 -
12081 -13758 -
4938 -78367 -
2704 86838 -
21523 -80504 -
24299 -60724 +
20087 34037 +
22762 61572 +
11725 -30665 -
16739 -95937 -
6268 55506 -
8483 -18170 -
22406 -49036 -
9312 -60899 +
12707 -13798 -
22447 65521 +
8061 -55023 -
21933 -79631 -
16484 -14351 +
4328 -37358 -
18569 24802 +
15753 -60681 -
17602 81004 +
22407 89815 -
24806 72995 +
21390 -8645 +
19906 -9116 +
15542 14977 +
10604 -13358 -
10480 -73205 +
546 71551 +
10628 86247 +
24832 78209 +
11392 16981 -
12586 -70798 -
13525 96070 +
1963 91963 +
4070 -36595 +
660 1105 +
19911 17973 -
14236 -10192 -
14079 -94383 +
4791 72628 +
3383 49116 +
24002 -21510 -
1517 14999 +
827 -55130 -
7465 -60616 -
15893 -66387 -
8254 95158 -
21138 66478 -
10916 -85228 +
18041 50330 +
23025 12425 -
18884 82371 +
4354 -42111 +
23843 89422 +
8179 72841 +
6716 -82337 +
2079 -31911 -
14273 28049 -
13866 -45565 +
12578 -78658 -
11092 -49817 -
16811 -97245 +
3364 6819 -
2952 20010 +
14717 68511 -
5573 79722 -
15807 12074 +
10756 -98129 +
8795 -7096 -
24110 11326 -
10020 -2552 +
17160 84439 -
2114 -81133 +
22123 83368 -
10588 -54186 -
15767 92848 +
21411 -53412 +
9852 18573 -
11671 -43369 +
2021 63129 +
22241 85453 +
7149 -89253 -
2614 -53513 -
5458 -65067 -
1218 -5177 +
3778 87222 +
21622 33392 -
22135 -31266 -
24437 77425 -
13781 61675 +
7428 77938 -
7707 77743 +
702 71377 +
23262 -71296 -
15386 98842 -
24726 -74117 -
16936 49822 +
6633 27400 -
11670 -28012 -
10708 -12052 -
15485 -44385 +
14717 -69277 -
18201 -9222 -
24669 33333 -
8044 -63785 -
6806 66519 -
2013 92255 +
24311 97232 -
24745 62216 -
1281 -93530 +
5624 48545 -
17658 35668 -
22019 52706 -
7291 93822 -
4877 -19998 +
23566 -510 -
8676 -47629 -
6041 -89201 +
13684 -9244 -
22533 -11410 -
5892 92761 -
16201 -68832 +
20859 -34254 -
13986 -41540 -
22376 47405 +
1921 -25546 -
10479 43155 +
14626 -44553 -
23221 65510 +
15177 44096 +
10656 94384 +
22251 3950 -
22595 81757 +
7791 67985 -
2977 17645 +
23636 -93893 +
7539 -75846 -
23241 44836 +
6389 93739 +
17498 -38635 -
1097 3967 +
5016 67270 -
12036 -86346 +
8747 62852 -
1703 -93779 -
15459 -72149 -
2025 -72069 -
1465 -41974 -
14978 61038 +
18753 -80566 +
2833 94821 +
3185 -22894 -
389 -94108 -
1082 60621 -
197 87109 +
16130 -40354 +
21529 17954 +
6491 98026 +
517 89422 -
15348 42426 -
497 67261 -
17881 45769 -
6173 -92862 +
6596 -8753 -
6799 22046 -
9087 34794 +
17942 -74746 -
6653 40831 +
11197 13173 -
19838 70770 +
22590 -41625 -
24778 -50106 -
13587 -83512 +
5448 23540 +
9217 78506 -
2973 -40667 -
4509 83737 -
11959 92420 +
21961 44847 +
2623 2176 +
3628 19678 +
1583 -6357 -
14260 42764 -
11669 -77197 -
11341 8645 +
7136 -31927 +
22645 50120 +
5199 83128 -
927 -72312 -
21203 58066 +
21529 -56436 +
15434 -13712 +
16478 6416 -
23250 -9592 -
20697 36319 -
21374 55422 +
21368 88928 -
9851 57971 -
17482 -33691 +
24062 -48013 +
6043 53830 -
3723 50646 +
23054 89831 -
22738 27375 -
4218 1471 -
4002 33734 +
16412 -80010 +
8102 43997 -
22326 36615 -
8685 63368 -
21812 -50770 +
16939 25295 -
6966 77873 +
12965 55479 +
23399 -56863 +
7523 98354 +
12282 -27222 -
3880 60400 -
16797 -96260 +
15615 -17526 -
20057 -51567 +
4433 -38640 -
11789 -14394 -
24200 49841 -
11898 98826 +
14514 -60059 -
2109 36718 -
7917 -6419 +
10134 78252 -
10406 -94961 +
19621 -15992 -
10531 64486 +
5875 22631 +
20807 -52461 -
4060 37458 -
14383 -69113 -
1850 52079 +
9949 45334 -
21587 38841 +
22712 54343 -
24875 -84496 +
5318 -30988 -
594 31643 +
6685 99207 +
19469 6000 +
7013 -4090 +
23465 -3921 -
9364 -17748 +
15104 13669 -
4429 60840 +
22697 -44963 -
21515 75792 -
17538 15137 +
20434 35701 +
2655 25200 +
16396 -60162 -
6094 -13380 -
21338 96695 -
4814 -42847 -
794 8144 +
809 -64834 -
444 -57998 -
21699 -9987 -
17016 2051 -
4827 -49217 +
19685 29855 -
15268 39026 +
24686 14789 +
16366 59969 -
8738 -98492 +
20717 -28555 -
16648 -59843 +
19165 8441 -
1865 -27270 -
4367 -69873 +
5637 -10466 +
7434 10811 -
16024 -77693 -
14343 -38742 +
23423 45718 -
22197 -21846 +
11445 -70224 -
17621 -30785 -
14703 82376 +
15264 11061 -
20195 -82988 -
9478 -3154 +
10712 -67594 -
22950 58780 -
5159 67636 -
24485 32935 -
19731 -70249 -
16455 72328 +
2837 -29774 +
679 6248 +
13738 56946 +
5575 73072 +
22574 83536 +
16533 35013 -
15628 49706 -
14922 -54896 +
17277 -80848 +
13003 50992 +
9622 -68270 +
1489 52176 +
7804 -88456 -
1025 -69098 +
16065 -71269 -
5199 47449 -
18470 -88662 +
19629 43720 -
1341 -65136 +
19935 -5327 +
9210 -83016 +
21775 -55881 +
10123 73391 -
12685 -43485 +
18653 69066 +
1731 17814 +
8277 -22736 -
23245 -75960 -
9951 72780 +
4376 -10133 +
11267 -66583 -
7355 21410 -
8177 -61690 +
3771 26871 -
12584 -66941 +
12605 60385 -
8058 -76081 -
13686 10320 -
20943 -86715 +
15951 41919 -
10516 84891 +
14655 -38630 +
23879 18697 +
17698 -46555 -
4957 69309 -
10590 -30589 +
2907 -96424 +
13589 77270 +
11899 -42572 +
14003 -22791 -
18594 -48998 -
23466 -29961 -
21243 88899 -
11910 -15536 +
6442 3511 -
8170 68701 +
16591 25735 -
2733 90956 +
14604 -58254 +
579 -40130 +
77042 1000
71012 45343 +
33737 -20879 +
22582 88712 -
8169 69480 +
39808 -65212 -
61304 85913 +
6828 14873 -
34525 74480 -
8731 99946 +
55472 -79736 -
7335 89850 -
20365 47058 -
30531 47044 -
70133 -63690 +
40186 40964 +
51926 93118 -
11061 76326 +
54866 53416 -
19593 8538 -
68324 -40862 +
15892 68688 -
16927 -88734 -
65328 -64187 +
53288 -68602 -
3485 25673 +
22255 -2667 -
19785 -59444 -
49860 -49189 -
23949 5779 -
13459 42075 +
71437 3106 +
3066 9904 -
73988 27500 +
19180 -32144 -
25155 96214 -
31268 56131 +
35805 46772 +
38279 -4203 +
17660 94684 +
23922 -33526 +
49509 -26530 +
46830 -11989 +
48954 -77822 +
68047 37607 +
12101 81741 +
38803 382 -
27425 58133 +
69932 32394 +
35971 81396 +
27285 -79418 -
35304 69493 -
22637 34693 -
48666 56002 -
62686 -21387 -
76024 -89955 -
17601 47940 -
75333 19652 -
43645 16828 +
66060 -21309 +
51451 -59718 +
23376 26355 -
35628 62946 -
60073 -30747 +
47217 -49696 +
38646 -94937 +
69009 -28530 -
55516 65187 +
54637 -68226 -
15121 45966 +
7877 -30971 +
31521 -29131 +
45086 79507 +
465 -55922 -
19558 -14652 +
15425 42138 -
42344 -1251 +
58925 4857 +
9859 -88072 -
58890 -64014 +
37298 789 +
48783 -27793 -
11448 91446 -
68626 19288 +
72795 69262 -
61616 34224 +
36387 -92112 +
60998 16056 +
57001 -76051 -
28533 61753 +
63322 -95770 +
61135 -55644 +
66337 40864 -
51105 -55943 +
69687 -63724 -
5872 -72058 +
6925 -61949 -
29378 -25991 +
42335 -76534 +
34659 -87307 -
44215 17182 -
18606 -24968 -
63092 -54219 +
62026 -58104 -
62292 63712 -
41005 -98385 +
17302 90319 +
76330 -6690 -
6982 -75704 -
23021 30698 -
53918 76805 +
45254 -48717 +
38691 -65287 +
3700 -9720 -
30336 48209 +
19210 21815 -
64316 52403 +
55757 13179 -
64105 -81094 +
27678 34189 +
38273 -91929 -
17426 -18845 +
35967 29952 -
51422 45201 +
38574 -95322 +
10010 19578 -
25856 36409 +
68627 84696 -
75449 38861 -
16139 8855 -
71784 97196 -
24970 77653 +
40547 -9124 -
22047 16777 +
17086 -10226 -
41493 72606 -
20535 -3831 -
38876 -2547 +
23226 -83297 +
48170 -92750 -
76209 7179 -
12496 61954 +
6090 -50167 +
45038 86614 -
3647 85228 +
39422 47433 -
35074 -76975 -
29242 -29005 -
51099 48199 -
14013 76284 +
76966 -82990 +
44596 22846 +
8666 3333 +
62197 -47866 -
60967 -81211 +
73216 -8857 -
59742 -28574 -
67478 -50654 -
14650 -93962 +
22634 2910 -
44987 -42708 +
70447 -91424 +
62485 60236 +
74574 5209 +
46124 -45869 +
31383 -75687 +
21555 25103 -
51163 39396 +
63058 -43354 +
15844 68240 -
37704 -21691 -
65451 -97745 +
50477 -16627 +
51940 -43368 -
1221 -88857 -
50273 -75641 +
47700 44680 -
23466 -6844 +
38498 -67113 -
34995 -64657 +
54235 -99123 +
30482 -97596 -
41714 -61282 -
67263 56090 +
72403 62670 +
37399 50800 -
48763 -18160 -
13222 16378 +
33235 -34594 +
34024 -46497 +
32616 69371 -
33696 88082 -
12244 78818 +
52445 15299 -
22924 36514 -
18179 -74144 -
15370 44066 +
16988 96964 -
31030 74632 +
51536 -87312 +
31293 45720 +
23072 25651 +
33177 -81462 +
38049 -94979 -
5811 -96430 -
72034 27178 -
23948 -97902 -
13058 -59105 +
19391 -93282 -
3964 -83621 +
22418 -75602 -
42980 -62499 -
49943 24720 +
52596 3230 -
75789 -30178 +
47697 -15809 -
37774 -97693 -
76144 -84838 -
43574 35119 -
60131 99699 -
30906 52980 +
36321 -32890 +
28811 9663 +
57919 36021 -
73614 23566 -
7437 -41073 -
44291 70976 -
74914 -17144 -
69948 49081 +
73259 -22022 +
12462 38681 -
76924 -31567 +
67139 95073 -
16416 -22253 -
4146 38400 +
21771 -77358 +
48554 30292 +
36290 -78968 -
27821 27155 -
52355 -92094 +
47071 -37679 -
6507 -99537 -
51135 55624 +
11043 -90182 +
22911 -7579 -
29790 67913 -
73125 -63413 +
2393 -45002 -
75354 6511 -
72870 -57582 +
62277 2714 -
21925 55470 +
38842 42561 -
50936 67965 -
19518 -19738 -
2571 68585 +
67688 -99196 -
74017 89025 +
20616 -4974 +
70688 66959 +
29073 -54277 -
54085 -6467 -
36142 -67014 -
2882 7436 +
13166 80227 -
15103 -44564 +
75057 90819 -
73883 -87478 -
55644 37693 +
20147 -48704 +
50528 -68922 +
6366 -71314 +
21512 -85604 -
60349 -75037 +
69884 -4704 +
4788 97995 +
34685 7890 +
21217 15690 +
12400 92676 -
57563 33216 +
57391 63974 -
15583 -41846 +
29667 80222 +
67415 -62437 +
32162 7777 +
38265 -78073 +
71639 77107 +
29450 -28358 -
38865 -40319 -
47183 -82846 -
60193 -86600 -
45231 23380 +
6454 -87219 +
63085 -25735 +
9471 89302 -
26298 -29178 -
72033 -56409 +
24205 91152 +
13968 48407 +
46715 1764 +
69653 19444 -
65270 27736 -
22588 28718 +
17844 -638 +
17107 -99946 +
3442 -72072 +
23439 15672 -
63634 91962 -
41633 -7496 +
40557 13302 -
1911 55908 -
52879 -27661 +
38393 -17646 -
50811 -28162 -
7278 92486 -
54810 -8335 -
74569 -76270 -
25730 34078 -
31378 -72436 -
25859 -32753 +
35110 52215 -
28096 -46489 -
63281 -91287 +
36843 -32557 +
73724 -76016 -
23665 -12338 +
10415 -91763 +
38322 -78791 +
14587 30408 +
36480 -20220 -
24250 -61732 -
70827 -10111 -
53089 -99285 +
75562 32067 +
65211 92692 +
47076 -81941 -
17882 -36891 +
72169 -66140 +
12421 -46048 -
44612 -49529 +
65745 97285 -
4694 -7875 +
37973 -55135 -
73265 92124 -
52596 -34609 +
39626 -49585 -
34998 67136 +
47591 -64108 +
57128 34546 -
54531 26131 -
52343 76846 -
9188 13033 -
12279 -72079 -
70731 80284 -
30246 -30411 -
59418 57922 -
54742 36650 +
5023 69946 +
9993 44611 -
67603 43291 -
19273 77833 -
47166 2381 -
45490 -11259 +
20496 -41911 -
68607 29839 -
49541 82796 -
19475 31756 +
60336 33285 +
45990 47683 -
37591 -96128 -
1237 -5485 +
72819 -59821 -
17649 -52730 +
55114 -30553 -
8150 7684 -
26364 -62147 -
30592 -34529 +
68642 -49262 +
36742 -90912 +
13245 -91280 +
73804 -364 +
15436 9711 +
62266 -20731 -
53342 65191 +
43581 -77009 +
63751 -80737 -
44041 -73809 +
55639 50572 -
10514 58021 -
69043 60342 +
63871 1781 +
1799 -43975 +
30409 41362 -
30372 86975 +
16590 -19665 -
38882 27835 +
55712 84904 -
62310 38361 -
72177 42026 +
9709 93607 +
67387 96936 -
16066 -33247 +
33453 96466 +
73393 63454 -
67415 -87201 -
55813 -73972 -
8153 -35971 +
30956 -38554 -
13564 26075 +
29130 28608 -
33408 -44476 -
40016 -53678 +
60107 16011 +
36774 67952 +
55017 -44862 -
49522 19069 +
13989 -30456 -
24957 -54954 -
67545 -69448 -
27431 42086 +
70986 -71304 +
18098 -6851 -
72741 67932 +
32101 83314 +
2713 48967 -
41327 88058 +
891 -64385 +
50323 -74996 -
19452 80987 -
4580 7325 +
9079 -39345 +
49003 -42602 +
19619 63778 +
60874 22949 -
2461 79697 +
46 27760 -
7440 87928 +
12578 10340 +
13732 -76744 -
15198 -75857 -
76354 16168 +
10571 -18790 -
58140 -65130 +
31063 -11781 -
45620 7752 +
23351 72330 -
9596 -43247 -
14068 96400 -
45159 69418 +
51870 12151 +
25713 82283 -
17194 79559 -
35571 -25186 -
31272 96849 +
47701 -70 -
49821 52758 -
43318 -60573 +
43126 3071 -
70235 80551 -
24253 -92667 -
68888 30809 -
63304 66368 +
28096 -76939 -
56132 -89414 +
42458 8569 -
42554 -17587 -
75559 -13756 +
61801 73401 +
2219 55555 +
45607 -72565 +
35312 -640 +
75059 53801 +
53520 -21582 -
20731 -41566 +
4457 -87033 +
17401 -81211 -
73022 -18687 +
37439 -6387 +
14700 78801 -
32290 33361 +
61803 40442 -
58095 -48310 -
11551 -21322 +
10362 -28319 -
1462 66506 -
55859 -24484 -
61186 -72820 +
35207 -75186 -
9075 -17004 -
18462 36786 +
75571 -65930 -
30543 -24991 -
15348 39029 +
10542 -51021 -
57724 50256 +
43478 88404 -
52359 93004 +
3519 2391 -
26597 93576 -
66275 -58754 -
68979 90858 -
28020 65531 +
4154 -23685 -
51622 -88052 -
10650 -13135 +
60675 61846 +
60382 14447 -
37883 87069 +
51678 -7655 -
72241 24840 +
8386 -75257 -
48401 -67455 -
56756 5238 -
40989 -52599 -
8911 -22275 +
22625 54682 -
16225 -88139 -
371 53557 -
37507 -63600 +
7442 -74227 -
37489 -64951 +
8851 30571 +
27917 -94540 -
75687 -72132 -
27548 -72417 -
49841 34832 +
55043 64169 -
12565 58478 -
3531 -87121 +
19593 35073 -
62828 27469 -
40460 -25202 -
20265 21330 -
58863 -88477 -
27437 34870 +
9054 -84177 -
74131 -25870 +
19027 63442 +
33831 93981 -
44834 39206 -
14114 -23477 +
61688 50259 -
51912 -26355 -
58484 -55984 +
18176 78834 +
37664 -90018 +
24880 -84912 +
33718 -57173 +
21126 65881 +
26194 -92566 -
32490 88963 +
27018 95714 +
71532 10363 +
17494 42501 +
27304 81864 -
66825 74332 +
262 61454 +
53059 -28926 +
60674 -30802 +
39796 -71406 +
73013 -86052 -
21046 -71314 +
36324 -16690 -
44284 -70351 +
71070 81190 +
37385 11019 +
22327 -81642 -
76091 79535 +
71477 -6134 -
52235 -98742 -
41985 -43959 +
47881 -57944 +
50334 26106 -
30321 -34495 -
24779 37656 +
53704 58723 +
14882 5169 +
45291 -83852 -
37380 -13071 -
33972 55325 +
8597 -84979 -
60388 99578 +
62095 1402 +
50522 9479 -
32647 -36413 -
45754 -32644 -
74370 99215 +
23667 11114 +
35495 92053 -
35690 -23948 -
14150 57632 -
40313 -86057 -
16843 -13427 -
64684 -25216 -
217 -41156 +
57094 74917 -
4180 -20162 +
28230 -64870 +
21331 -83247 +
27927 -35026 +
19403 -84623 +
71735 26 +
6326 -21997 +
47771 -6685 -
54211 86118 +
54015 -31485 -
18400 -52112 -
54447 8704 -
63366 -74702 -
44071 -79982 +
59052 24154 +
51367 -91482 +
13386 15165 -
39267 81763 +
63128 8055 +
66903 1252 +
14193 1813 +
31407 -30401 +
26791 48273 +
5295 62415 +
63846 36506 -
56483 36481 +
65409 -22419 -
44759 53944 -
12456 83643 -
18882 -32612 -
59363 39336 -
17868 23906 -
12193 34750 +
22344 51023 -
53331 -18854 +
10564 -81725 -
57584 -96312 +
65510 66915 -
31914 -38003 +
35651 -34453 -
68159 24066 +
61052 52456 +
34809 25694 -
54889 57707 -
53824 26232 -
50988 -90853 -
58798 -19906 +
68783 53296 -
31707 29267 -
47064 72457 +
64415 -27287 -
74586 19024 +
60095 -84440 +
61601 -75925 -
1394 92973 -
19936 -15214 -
50531 81520 -
56524 -61641 +
9515 83298 +
57941 -90486 -
46557 -53329 -
41795 -28494 -
22559 90834 -
20288 -44746 +
37285 -89796 +
72164 653 -
65400 -77436 -
30559 9516 +
21359 -64327 +
49634 25326 +
44881 77953 -
42719 64943 +
49424 17639 +
55114 -93409 -
6400 -20747 +
30183 57322 -
25211 22126 +
54325 27261 +
61583 -96811 -
24869 93891 -
8789 65932 +
71666 83469 +
15901 74759 -
6879 -16703 +
11074 38299 +
13539 58017 +
34103 -83377 -
53345 -67528 +
3012 19578 -
13636 53031 +
70727 11156 +
56814 42999 +
7103 -50253 -
32977 -38774 +
68815 87933 -
63104 -43165 +
66771 46008 +
5013 -95766 -
30406 -21602 +
39659 71155 +
25755 -62934 +
15994 99167 -
1671 37759 -
1742 43682 -
6432 55716 -
8979 -7012 -
10595 20378 +
60358 -89542 +
69555 -24341 +
70061 36124 -
74827 34257 +
4831 91863 +
7846 -36273 +
6446 22840 -
50315 43407 -
72446 14080 +
26942 -50395 +
22410 -51501 +
34382 -19424 -
63945 57869 +
5873 -93740 +
18762 33605 -
44182 -56337 -
34919 -99818 -
65792 90676 +
14826 49344 +
9635 94974 -
2879 23525 -
69488 59707 +
13869 -99690 +
47329 94802 +
58742 -68369 +
7790 -22068 -
41768 23841 +
966 59900 +
65350 -25706 -
16752 80917 +
46583 -69983 -
13231 32412 +
59636 -12829 +
73736 36403 +
21203 66378 -
53068 -10125 +
1998 -9516 -
28596 13008 -
14562 81332 -
45700 20951 -
51319 85645 +
58182 65523 -
32492 -98972 +
14901 -87445 -
76879 -46651 -
47007 -94116 +
15231 -50735 +
16061 9776 -
49464 -44684 +
51461 59728 -
31384 24296 -
56170 -19284 -
25225 -97236 -
26507 -2806 +
63405 50054 -
42112 17444 +
20884 -81146 +
6770 -55881 +
51419 -13256 -
76589 74148 +
75782 80998 -
47865 -49029 -
69005 28023 +
46746 98739 -
22401 -94504 +
56162 -83884 +
66246 97647 -
6152 27375 +
20315 -78420 +
17694 50688 +
25141 -16035 -
29788 41633 +
22303 -62244 +
74361 -35615 -
67443 91175 -
67205 75202 -
32997 14594 +
16498 86664 -
52188 5064 +
73857 -25408 -
65126 50464 -
74951 -22693 +
70437 24272 +
45567 2969 +
76536 -82554 -
5418 11456 -
60094 -8940 +
12262 -94184 +
76439 18338 +
56054 -58411 +
53274 91411 +
52037 79797 +
63628 -85707 -
9683 -17663 -
44555 78165 -
23900 22276 +
27952 63513 +
223 29054 -
5246 -90024 -
45160 71095 +
23801 -30392 -
57226 -53741 -
18502 92043 +
17070 44598 +
32388 43418 +
71839 98401 +
75285 -8893 +
19324 42780 -
67052 92556 +
53397 -92222 +
45454 25447 +
45508 53830 -
47537 -76426 -
72937 -53359 -
26888 -63884 +
67173 -91573 -
54784 -44750 +
25785 87704 -
71514 -98989 -
17470 56873 +
3124 -14459 -
45303 -27551 -
13796 43577 +
71625 -52051 -
50124 -22002 -
63818 88540 -
30335 -36236 -
396 76020 -
2277 60414 +
24536 89594 +
42765 6940 -
50765 2759 -
62577 42450 -
43362 63816 -
41176 -89982 +
2669 -45183 +
59029 90445 +
54551 7102 +
14172 -66656 -
76726 92004 -
63120 11820 +
41160 14689 -
52737 -48783 -
8969 -44521 -
29008 -37814 -
58759 70163 -
47568 -77246 -
14587 82271 -
64789 2091 -
51152 16906 -
47095 67383 -
28081 -25921 -
7010 93701 +
66519 -23346 -
15771 -22895 +
67892 -57941 +
59858 73398 -
7484 88402 +
66800 -1171 +
2545 -8590 -
44860 -27304 -
35693 51556 -
65286 6807 +
60750 81521 -
63313 -78550 -
17191 90097 +
31489 99544 +
26933 -28692 -
68234 62715 +
386 -39075 -
13589 35994 -
2267 -69865 +
70134 -34943 -
15764 -26947 -
39618 95243 +
6405 -13651 +
19019 99968 -
48011 15017 -
73025 63198 +
33452 7287 +
14963 14153 +
45795 -61261 +
19950 73837 -
35615 52229 -
17259 48325 -
12737 33036 +
66486 -73557 -
31783 56905 +
28283 -46834 -
342 16913 -
54803 35946 +
47171 76461 -
53700 -17591 -
27773 -7760 -
500 10517 -
35346 42929 +
68298 90116 -
23209 49573 -
75599 -75079 +
47481 11896 -
61322 6659 +
26079 56670 -
56073 -70340 -
26203 9442 +
833 83039 +
60710 56184 -
34749 79619 -
65909 81337 -
62949 -26484 -
73250 72398 -
56012 -68678 +
18849 73413 -
38371 79132 +
28793 -80170 -
74375 -24385 +
58349 -8506 +
68243 59935 +
19826 68587 +
37574 52754 +
54654 95808 +
14068 -30108 -
76330 -39746 +
29024 59238 -
6203 80355 -
74980 46828 -
49631 38382 -
7294 -64050 +
76500 -33472 +
48715 -57420 -
26119 6710 -
7914 -7316 -
71341 -52332 -
55410 -57003 +
11718 -66512 -
49927 86137 -
54965 -38823 +
69774 88242 +
25965 13938 +
18146 31226 -
25979 -34501 +
19592 -11911 -
42934 -41803 -
68260 -2000 -
1554 64488 -
59394 37242 -
8391 38105 -
50777 -7151 +
60019 13546 -
22000 -57089 -
62118 -7659 +
68428 41416 -
62324 30022 -
15627 -80202 -
29252 22213 +
39395 45356 +
60089 -29905 -
31709 -6664 +
61319 -21410 +
60207 -69839 +
26263 22168 +
49034 -797 -
8590 -54387 -
45461 -28205 -
45303 15851 -
41062 -54866 -
9169 58212 -
68508 -19746 -
58368 60568 -
62977 21790 -
67995 -82122 -
60185 21459 +
13585 -37446 +
57099 85575 -
21839 -87550 +
9254 -90031 +
56391 -28479 -
808 -96201 +
45755 -43825 +
41289 96347 +
37809 9113 +
73001 67771 -
36305 -59957 +
1116 19387 +
48836 -61159 -
58830 -65475 -
56160 -84140 -
52294 -45416 -
61166 25542 -
49655 -81599 -
71865 31368 -
76068 -80765 +
76928 -23464 +
55205 12086 +
29596 88326 +
66257 -19852 +
68020 -24925 -
22611 28288 -
43549 23205 +
95742 347
53397 51961 +
31017 33165 +
69705 10055 +
76972 -81629 -
93814 -69362 -
52008 -19496 +
83425 -71315 +
23530 62926 -
2126 -36044 -
25514 -74814 +
70400 -95210 -
74671 73164 +
55847 -14226 +
90816 -94017 +
83073 -62334 +
6504 69969 -
83312 82909 -
1580 -72928 +
50472 93970 +
23946 -58441 -
31049 -61363 +
38484 33146 +
27090 -83120 -
25407 -26957 -
36773 93660 +
82703 44817 +
47681 36341 +
36397 42039 +
68428 84086 +
76427 -91034 +
48242 -9757 -
34430 30444 +
57931 -13677 -
94407 58328 +
28773 82548 +
42333 6209 +
50360 -37987 -
7783 -28222 -
21079 95934 -
76018 3570 +
42864 35931 -
68021 -77394 +
85768 -69357 -
4787 -99126 +
21032 -89666 -
76911 -44922 +
54577 31705 +
90435 71860 +
10564 64139 -
72057 99889 +
6459 -79457 -
24715 -45246 +
39996 -13821 -
49915 29441 -
16374 -14915 +
52626 53289 +
28093 75541 -
15553 -34653 +
95082 -82499 +
8869 93471 +
14028 26804 +
86259 -61702 +
18337 -48698 -
57644 -68215 -
22539 47208 -
66785 -22517 -
79560 29867 -
94393 -90302 +
64887 41883 -
66818 42579 +
65550 98920 -
81333 -76861 +
57872 60998 -
71870 94900 -
45833 -4327 +
387 70676 +
19677 88296 +
83979 -49548 +
28021 75413 -
64115 86606 -
50863 -18982 +
92595 -34104 +
52162 -28469 +
24680 62785 -
74386 95313 -
52175 7089 -
32119 -2408 +
64188 -7166 +
44404 68189 +
7354 -84650 -
10242 51188 +
29286 -55418 +
21872 -34843 +
12530 -86710 -
27586 2190 -
64802 -59302 -
11863 -13621 +
86278 84752 -
22338 -64094 -
40485 -41578 -
11297 -10787 -
302 -74210 +
87046 86974 -
34555 19599 +
31813 -98081 +
37814 -62673 +
13349 1064 +
45583 77636 -
29619 -79465 -
12896 53780 -
34252 22301 -
48982 -87780 -
20081 30647 -
25486 -83065 +
77229 36812 +
90480 -2923 -
75424 -95876 -
88161 -5197 -
58846 41316 -
39618 87401 +
27267 61224 -
44794 -34473 -
81291 -22770 -
32393 38672 +
85852 -87683 -
2330 65947 -
33828 -10059 +
83024 6892 -
18418 50530 -
57521 57390 +
17268 84786 +
10522 -80900 +
48127 -10839 -
58239 -94083 +
13025 -60148 -
74241 -56227 +
