68
53955 831
2574 -67166 +
4070 29715 -
2689 -6582 -
1373 -67726 -
178 66171 +
2901 -80021 -
31191 689
15162 -37345 -
11589 -11535 +
23636 -35475 -
14669 51388 -
17000 29747 -
2429 -42659 +
15344 -96598 -
14841 93360 -
24789 79994 -
29137 23632 +
5835 -59713 -
27110 -53217 -
27681 54934 -
8992 1157 -
27108 31734 -
2661 40977 -
2043 26434 +
9162 95721 -
23453 41848 -
20062 33506 -
29368 8960 -
5086 -11291 -
10197 -91224 -
6950 66185 -
21327 54865 +
7863 -25651 +
8902 48211 +
1086 -81677 -
24162 -33566 -
10654 58716 -
3338 -83688 -
6654 -2024 -
19093 -14076 +
29841 -89344 +
27568 -72627 -
18740 29238 +
14117 42198 -
20087 55561 -
30783 10775 -
14288 46164 -
27800 -4348 +
7245 -26380 -
30813 -20201 -
8773 -48181 +
14821 89728 +
14913 -8401 +
8579 6271 +
17480 -15407 -
18336 16665 -
18901 -22990 +
3536 -22626 +
20508 -61016 -
21052 -98491 -
23706 64560 +
26089 -18418 -
9078 5677 +
4338 -64504 +
177 -34509 -
17133 -49034 +
12616 -4299 +
25700 -37341 +
3771 -44142 +
8834 -10387 -
28600 -49844 +
22035 74650 -
16443 79932 -
27520 47577 -
30601 -84920 +
19076 48293 +
22530 60285 -
20833 -46409 +
18551 27963 -
26159 -8956 +
20184 -78356 -
28498 20063 +
18820 57012 +
10746 11883 +
16167 -98189 -
23965 26638 -
25198 -51242 -
11069 -98168 +
16286 -728 -
2335 95175 +
8584 11988 +
19332 49492 +
18723 14799 -
27104 -74848 -
27248 75966 +
18126 -17008 -
24799 24441 -
736 38218 +
16015 55265 -
3760 -35236 -
458 -59295 +
20107 24329 -
15036 -35538 +
4883 40526 -
27660 -11087 +
6101 -80614 -
12664 -32513 +
2475 94183 -
24788 -31932 -
12373 -72398 +
2468 24655 -
8660 -23590 +
3105 23425 +
22718 38002 +
19885 -37812 -
13575 -49244 +
20527 92728 +
30631 -68991 -
8169 25691 +
14371 56107 -
29318 83396 +
21907 11497 +
15051 -86807 -
21482 -26675 -
6920 48806 +
30007 -53147 -
1394 -94627 +
21396 65590 -
10153 96775 +
27813 -30680 +
11803 30720 -
21174 42659 +
11621 45709 -
22249 -1670 +
22287 45965 +
12739 -10466 +
6211 -97090 +
28030 94590 -
3540 99284 -
21175 35498 -
20334 35838 +
23638 -26323 +
25309 -12952 +
27354 77142 -
224 -75668 -
26602 93360 -
2222 -4520 +
17797 -29625 +
1783 20101 -
28691 62521 +
25292 -18165 +
7537 -94532 +
25175 46134 +
11222 -7002 +
3486 8810 -
6646 -601 -
1858 49753 -
27669 62013 +
19394 25451 +
3633 41068 -
30763 -32016 +
7506 84421 +
25421 -25937 +
19218 -71853 +
11975 82057 +
25766 94694 +
15436 -72627 +
11035 47196 -
23956 13037 -
8931 443 -
6234 42500 +
17230 29240 -
6229 -96482 -
30997 -11364 -
14342 41122 -
27595 13065 +
3072 33838 +
7944 -11061 -
25288 -63132 +
24892 -97416 +
25948 30184 +
30965 69790 -
8749 81905 +
8640 -89337 +
12453 44111 +
9582 15031 +
25536 87383 +
2803 -39353 -
14872 29572 -
2530 -84169 +
17988 -48538 +
20690 67642 -
7015 -2415 -
19571 81186 -
29484 46024 +
14869 5392 +
14201 -98395 +
18471 29149 +
7517 27739 -
15080 -5720 -
14498 -57918 -
10243 69954 +
10008 -94926 +
21986 50934 +
9923 -36885 +
15396 -49306 -
13435 2707 -
24337 -98405 +
3508 21767 +
2286 -93347 -
27562 -5316 +
14415 -65299 +
9778 39180 -
15186 48896 -
8013 -63560 -
24469 68433 -
16304 29782 +
2884 8194 +
21918 3259 -
481 47278 +
25876 -24845 +
8300 -95498 -
31088 -60257 -
25892 43857 -
1918 15439 -
8860 -73569 +
17341 41588 -
22066 53341 -
18281 -60572 -
21343 33044 -
26748 31584 +
4424 18648 +
1621 42133 -
12747 36834 -
21823 21532 +
27618 48660 -
6881 71876 -
19944 12432 -
16843 -39221 -
26099 -89761 +
7452 -43313 +
29134 156 -
3535 -49019 -
21376 84922 +
2842 -53380 +
26800 -66053 +
11214 75230 -
19175 75063 -
9891 92993 -
13359 -98415 +
26328 -45087 +
7291 -88058 -
22530 90027 +
20601 43548 +
29195 7965 -
29182 -97299 -
24983 15631 -
14992 -26439 +
19694 85839 -
11473 -99035 -
9716 -77080 -
589 -76670 -
28584 -27669 -
22132 -78051 +
22654 95122 -
10818 -38910 -
10118 66448 -
23413 70061 +
11238 -75587 +
24476 27743 +
27409 2903 -
13750 16575 +
24706 -54636 +
30760 -27879 +
29040 1093 -
12319 -48947 +
9379 -8466 -
16209 -51991 +
14041 70843 +
14424 -66372 +
9481 -97107 -
13059 -47656 -
27444 50870 -
5149 33537 -
19649 92220 -
15594 -11616 -
15441 -55563 -
25776 -77234 -
15296 -39722 +
28093 47537 +
25981 34356 -
29101 21453 -
23165 29835 -
11957 97905 -
7864 -91769 +
12985 -67395 -
4937 18855 -
23503 30066 -
7859 -25199 -
6657 18150 +
2541 -47245 -
21863 60877 +
21513 94656 -
26303 52103 +
20467 17153 +
27339 -71207 -
5851 -76124 -
2716 39868 +
19441 37335 -
30875 49629 +
23789 -96670 +
20450 49829 -
9374 31204 -
16748 -57472 -
6149 85968 +
13314 -24795 +
5485 -32556 +
12073 -39783 -
29553 -77301 +
26153 -43490 -
29212 -1168 +
21312 23235 -
3730 -28499 -
16519 -29833 -
2046 -39071 +
16914 66560 +
17509 5342 -
14869 -61828 -
7178 41817 -
25095 32709 +
1541 1376 +
29760 -13687 -
1860 41190 +
6004 -24809 +
25487 -29821 -
17981 17240 +
8015 20405 +
22562 -50254 -
18830 62252 +
6308 -57651 +
14584 59431 -
1124 44402 +
8641 -59689 +
13758 97730 +
30440 26457 +
10824 -52261 +
17525 -11541 -
9876 62330 +
29789 -35457 +
25774 -51701 +
10616 7771 +
28036 86489 -
26478 -49168 +
27287 95128 -
892 66491 -
23210 93516 +
14734 -15686 +
29578 84482 +
6269 -90937 +
25461 45322 +
3801 -48215 +
21521 60901 -
20088 -16426 +
16778 64246 -
11125 -84594 -
26543 -76381 +
16811 -23880 -
18802 98854 -
10398 90725 +
26642 51381 +
27425 -51541 -
22571 -64829 -
16712 -64691 +
22216 5121 -
13439 66342 -
25248 -9216 -
8352 43754 -
13704 4955 -
19577 -37303 +
15335 -76519 -
20938 -87358 +
881 96306 -
16372 -2425 -
15887 44550 +
21812 80095 -
8061 6134 -
19 77238 +
24859 9745 -
26643 -62725 -
18101 -36086 -
4265 62516 -
26298 -13867 +
10809 61532 -
12105 -81777 +
14217 32211 +
6504 -32042 -
18776 16792 +
27411 -25316 -
26051 -72440 -
704 -46343 -
109 -7812 +
24852 -53876 +
11003 97748 +
18353 -21395 -
7819 39210 +
3024 23854 -
10315 92514 +
1126 -64077 +
17247 61815 -
4293 5992 +
5322 -42277 +
829 -87340 +
21167 35734 -
1887 12921 +
20635 -21582 +
19541 86195 +
25699 -61311 -
24291 -66234 -
22789 52987 -
25901 82112 +
17371 -79895 -
17554 39401 +
9538 52490 +
9107 -40206 +
8078 -92621 +
27430 62876 +
28346 80498 +
26496 -65728 +
10024 50215 +
22051 50713 +
1721 50897 -
10369 -46321 +
26676 92747 +
19142 52778 +
16970 76152 +
11563 43385 +
23363 -80063 -
14878 45369 +
17675 -43189 -
4159 -29515 +
27051 31020 +
14956 18037 +
2869 6609 -
2969 -73651 +
3945 -57359 -
2963 94374 +
4689 -64954 -
27202 -26708 +
1174 13671 -
14802 87021 -
565 -61480 -
12115 -3351 +
4324 81834 -
10119 -5266 -
19550 -69632 -
8534 -83885 -
17286 -64951 +
18644 779 -
23318 62026 -
2349 -66719 -
20253 -61589 -
23680 -78918 +
7206 75943 +
30452 -21282 +
3253 7561 -
18058 91976 +
12737 -47411 +
6120 -9264 -
15896 59268 +
21344 -58808 +
152 84393 -
959 -685 +
7243 45971 -
4354 -48385 +
11557 -26431 -
31093 82725 -
31162 35192 +
30664 -69491 -
27239 43628 -
13291 56280 +
15115 -97529 -
27302 6647 -
15857 16237 +
3935 25903 +
12972 -97366 -
14221 97393 -
19020 45129 +
10415 65513 -
18963 -75941 -
13524 -24285 +
5893 93799 -
27008 -67717 +
23368 -95924 -
25333 -49771 +
28488 -99885 -
453 59527 -
8093 -45564 +
26220 58201 -
12197 -25978 +
1062 -27886 -
30049 93683 -
19325 -38313 -
24831 -73858 +
12762 3889 +
11592 -35748 -
29596 -61440 -
13309 26391 -
8827 -71111 +
27054 36357 -
2970 68531 +
5698 -32594 +
26520 18639 -
2926 23052 -
10278 -49497 -
15127 59162 +
29331 -88168 -
17007 -70054 +
13709 70719 -
1649 -40803 -
3415 -80977 +
17344 79335 +
21030 -62096 -
3053 90969 +
6017 49247 -
14799 -17997 -
3479 -30286 -
4558 -89819 +
24015 41147 -
13609 -23634 -
24612 -38195 +
18055 97402 +
29289 58769 +
26674 -56910 -
4525 79618 -
27086 -94256 +
21252 70619 -
7127 94728 -
12928 -88104 +
10855 36346 +
2933 13930 -
11496 18955 -
26810 -81522 +
5368 94558 +
17922 -69414 -
7233 -7479 -
20422 91549 -
2441 6027 -
7880 93046 -
22559 -45997 +
26390 -23041 -
30763 -42531 +
23438 -11805 +
6765 47899 -
15686 8159 +
7048 10841 +
14750 -72932 +
19088 -4829 +
670 -14406 -
16941 71908 -
29501 52008 +
29333 -35696 -
29514 -90957 -
19818 44036 +
24179 33083 +
29901 -88339 +
4217 95498 +
23200 -9580 +
27111 37256 -
26690 87641 +
6499 59358 +
30503 -81977 +
8748 51366 +
4902 34011 -
11870 -11464 -
20789 -75516 +
12256 -82817 -
4709 -90055 +
25189 78176 -
7879 -7852 -
20757 89469 +
11292 -14316 -
8319 37763 +
25064 -53905 -
395 24777 -
20392 61973 +
16591 46486 +
9382 8224 +
18575 87471 +
4811 -41058 +
1928 31046 -
20401 53221 +
11566 -23223 +
28263 -23188 +
6338 52928 -
5964 10792 +
10586 85699 +
3416 84957 -
23274 37266 -
31166 36894 -
16795 -14147 -
30111 69707 +
17015 -64825 +
26008 -96270 +
6335 -57057 -
11186 62542 +
11613 78223 +
1340 99600 +
5361 24892 -
20305 21507 +
31085 53375 -
26362 -92577 +
17375 39938 -
10858 -34408 -
29198 -23049 +
3567 -33503 +
27554 -6510 +
27310 -45316 +
1841 54994 -
5806 82727 -
13475 -81285 +
10851 38637 -
20664 46344 +
24766 38652 +
14945 -53067 -
14712 14305 +
10975 -14408 -
5374 25654 +
3425 -74479 +
27522 -78335 -
9535 26890 +
2060 -86170 +
17910 -20547 -
14802 34901 +
5177 -22156 -
11742 97989 -
5417 4111 +
25417 -86981 -
4665 35636 +
19745 -65428 -
10080 -44835 -
25863 -9202 -
13197 -73896 +
9413 2510 -
20882 -66099 +
4464 -70479 -
14636 -35734 +
2372 -79318 +
11723 29245 +
22696 -66746 -
30346 1081 -
1657 42394 -
1070 51678 -
14450 2835 +
21922 57914 -
27434 5147 +
12450 47766 -
8172 -87296 -
7635 858 +
2837 -78266 -
15264 30773 -
19180 -54218 +
28721 -38504 -
24707 87950 -
12477 30386 -
921 30463 -
9882 -99686 +
22378 6047 +
17628 -18584 -
18673 36557 +
9545 -50145 -
2430 97452 +
5646 36376 +
19535 -93403 +
23805 87374 +
10995 51028 +
11626 4665 +
21451 -17846 +
25372 -82444 +
6180 28894 -
21140 -33747 +
19738 -92385 -
23266 -25292 +
24143 33704 -
12362 -7176 -
21321 87357 +
3033 -91963 +
3518 28451 -
26718 -71540 +
26392 21844 -
2071 85821 -
5380 -39654 +
24247 43098 -
3539 87219 +
22486 36837 +
15155 70755 +
16142 82753 +
11424 194
10738 53523 +
1391 41625 +
4340 4999 +
1491 27165 -
9205 35501 +
9095 87680 -
5716 -72159 -
2242 -2713 +
11053 67384 +
7000 -90620 +
1904 85304 +
6841 -44919 +
5969 87315 -
10875 -87148 -
8726 -54790 +
4768 82611 -
6617 -98264 -
7547 18338 -
10890 90164 +
2719 14415 -
8823 57860 +
2837 80289 +
10676 -30946 +
7858 65338 -
9799 -70889 -
4966 51075 -
4891 -3902 -
1370 23889 -
6040 -72281 -
4030 23378 -
7836 69825 +
3869 46216 -
10451 -12449 -
363 26303 +
2989 -43431 -
9181 83529 +
11232 -70489 -
5154 -90381 -
4449 43366 -
5601 24954 -
6584 14984 -
2487 93314 +
815 -91984 -
4385 -36279 -
1226 -5589 -
3905 12062 -
11219 -91958 -
8779 50972 -
7715 -43160 -
4873 -57552 -
6125 -41331 -
6326 98693 +
8799 -31793 +
5859 -86578 +
867 -8075 -
3970 9013 -
4775 26061 -
9205 77587 +
2978 28991 -
4006 -52875 -
5950 95349 +
593 -66845 +
8380 -35828 -
5733 47386 +
8233 -15126 +
4285 96395 +
4040 -28950 -
506 92815 +
1543 82996 -
8015 -56313 -
10728 59667 +
9741 -925 -
4572 32191 -
3970 -53548 -
9635 -25809 +
3074 97077 -
8346 -82263 +
7781 -39628 +
8765 2416 -
6295 74653 -
7458 37785 -
3737 73091 +
1735 61941 +
2385 -12347 -
4248 -71316 +
3763 407 +
9608 -68183 -
10840 -50109 -
1200 93576 -
8352 -75721 -
4347 -10123 +
5832 77271 +
2596 -93660 -
6847 36116 +
10530 -23111 +
4286 -69099 -
4416 -26293 -
8969 2658 -
951 35758 +
6739 31729 +
8614 85604 +
1755 -56840 -
2784 25399 +
7662 52452 +
4857 -40247 -
2937 48831 +
7129 57507 +
6720 6504 -
6296 76063 +
3297 -19340 -
8880 -25995 -
437 99118 +
4811 12233 -
4885 -11128 -
6621 -29632 +
1631 -99022 -
11294 61121 -
8289 85192 +
2468 -50549 +
5770 -59442 +
11264 84039 -
10855 70174 -
10158 -10324 -
3463 97029 -
6543 76586 -
6128 -43273 -
4511 -3960 +
6505 32050 -
10733 -74961 -
4894 -58200 +
9212 -75455 -
1245 83141 -
1406 -93652 -
10467 -80121 -
2142 2215 +
11281 70350 -
10513 94682 +
8958 92796 -
8101 -49165 -
3670 70898 -
964 81555 +
990 -85732 +
6417 -38893 +
8783 56898 +
1241 -83512 +
4805 -68540 +
9262 16215 +
7184 -47902 +
207 97153 +
4007 -14785 +
2574 48740 +
2461 -13828 -
3433 95888 -
9098 -30679 -
8713 42709 +
1513 16017 -
6303 35885 -
8995 -26067 +
85 42740 -
10455 87938 -
11157 -96798 -
10733 -96861 -
7347 57945 -
5137 -72448 +
2331 33122 -
278 -2121 +
6477 36427 -
4591 -82035 -
8119 90600 -
80 -86701 +
1555 -18702 -
3072 95154 -
5938 75132 +
1353 -20140 -
2037 -2289 +
6688 57526 +
9214 -37284 -
1916 -92346 -
7367 -89221 +
6344 -81793 +
2680 -64355 +
1735 74536 +
2264 -37938 -
289 -50848 -
6465 -91642 +
1870 -80998 +
232 20422 +
608 -4805 -
4702 -81804 -
5519 9238 +
10761 85560 +
7079 42906 -
5222 64521 -
9664 84975 +
95167 963
3765 -13631 -
91895 80325 +
77271 -29794 -
19409 38785 -
3352 37957 +
41002 -10636 +
28222 57310 -
53780 -69257 -
88733 -5582 -
87456 -81257 +
43750 -4827 -
5827 -65890 +
66973 -48503 +
5701 90093 +
60604 54038 +
4546 -83708 +
5821 -98727 -
25353 -83748 +
42939 25553 +
47386 53144 -
77739 -79335 +
50438 -80207 +
51216 42594 +
41094 -33216 -
7525 -17562 -
72423 88313 +
83339 78744 -
79854 7723 +
87415 -5135 -
89765 80322 +
68017 95028 +
51603 -81972 +
53591 -65454 -
66963 21750 -
74163 267 -
75484 20164 -
64975 -15573 +
86574 97110 +
14306 53772 +
60295 3660 +
2280 69017 -
55024 31610 +
63916 37502 +
10185 89169 -
55676 -55405 +
81315 -56721 -
15066 85846 -
37936 84012 +
39555 83460 -
32419 72282 +
16105 63344 +
16649 48167 +
53377 -32531 -
60438 46424 +
63570 -39660 +
23521 -989 -
90444 -19918 -
79321 -42761 -
53155 -31762 +
19216 -35664 -
68136 -15846 +
90074 69903 +
23313 -94280 +
71998 -9767 +
94680 -6862 -
48626 -86050 -
61146 -77490 +
14529 81122 -
38481 12434 +
88406 41757 +
60055 -40056 +
64074 -80847 +
60805 31696 -
45164 -20928 -
63696 -56354 +
84648 -46257 -
88156 29816 -
17627 28293 +
4612 -57437 -
84075 -26462 -
49177 -50957 +
82853 11967 +
83620 -31904 +
44995 80281 -
90430 -14266 +
20849 -17846 -
16530 -69671 +
26198 93806 -
28451 -94171 +
8796 -38164 +
31409 -39824 +
44321 -15514 +
46565 75698 +
55313 -81669 +
48499 22884 +
45624 35288 +
59621 86193 +
89655 -21624 +
78233 61246 -
3463 -23848 +
59705 -85483 +
8179 42494 +
78538 82492 -
93866 -14429 -
74459 -29529 +
27765 76792 +
35659 54741 +
25641 92986 -
25058 -16531 +
30962 -53404 +
55922 63589 -
75857 -75228 -
72821 -36824 +
36132 -58150 -
71281 25737 +
47035 -41933 +
95156 -45412 -
41878 -94683 -
27498 -66665 +
56900 19939 +
74191 -79038 -
91923 -26469 +
46034 -1682 +
60732 2471 +
88589 40116 -
62895 -30111 +
32855 -20355 -
56309 57632 -
14944 -92785 +
60506 -88600 +
29313 2200 +
27017 58158 +
38997 -38841 +
33638 93111 +
65625 -22315 +
57829 32683 -
90253 -619 +
20878 72667 +
49382 97585 +
55465 -25201 +
52925 15241 +
76769 -23838 -
48154 -37484 +
14311 12468 +
60170 57746 +
58903 -10641 -
79046 74998 -
18592 -43893 -
36640 67045 +
10280 38731 +
71315 90615 +
35535 -98641 +
83149 18318 +
63588 -67351 -
38981 71367 -
69662 64268 +
5791 94994 -
32047 95106 -
81890 30020 -
35258 -35854 -
75637 -69534 +
92197 71066 +
3332 93661 -
74931 -92587 +
82460 99226 +
39787 -87915 +
91186 49125 +
81940 -69949 +
37950 47813 +
15026 49892 -
54131 7170 -
48827 -16806 -
4694 69179 +
24631 25524 -
2013 -67969 -
15918 -2684 -
81335 52384 +
78068 -75601 -
75111 24891 -
69543 -4842 -
7907 24230 -
52664 -93540 -
52426 10104 +
1817 -31981 +
66659 -66006 +
63133 63439 +
3781 -4511 +
94425 -61576 -
63485 96532 -
22209 67166 -
73892 -33662 -
66664 -605 -
27877 -17712 +
88621 -74513 -
89262 -40019 +
33325 95314 +
55819 33230 +
49038 -61969 -
49846 20233 -
16038 -64780 -
38932 30550 +
20155 -98428 +
5805 -39193 -
67608 -71496 -
93674 -6967 +
33386 -15630 +
39631 69083 -
57322 45831 +
91196 -42124 +
41906 16310 +
13240 -14069 -
11180 -79240 -
82282 -74076 +
94188 2296 +
82834 31301 -
78814 -59530 -
843 54587 -
19040 -44153 +
54594 32981 +
62444 2213 +
80997 16419 -
3189 5982 -
51059 -77450 +
26023 -76844 -
22742 94564 +
35319 -48145 +
30501 8559 -
24265 -99761 -
40583 21536 +
54465 -84596 +
87691 35605 -
23904 55097 +
11245 79436 +
92776 23751 +
49054 40794 -
73102 96660 -
26798 -62471 -
29255 -392 -
55658 -58765 -
19909 -70248 -
63084 43367 -
46644 -8638 -
26203 16326 -
41420 -74116 -
76986 -46853 +
22502 -57227 -
41693 -320 -
46231 -99029 +
78301 -57767 +
94925 -36366 +
60202 70961 +
66865 15869 +
61296 -99004 +
77129 66057 +
8794 -89755 +
64772 98741 -
79936 -97436 -
340 -74234 -
46483 7697 +
56239 -49109 +
1727 -25803 +
48315 79312 +
68822 99087 -
20106 29365 +
24338 -10680 -
18989 -153 -
72015 29913 -
60124 -33987 -
42953 3689 -
49569 48742 +
165 73395 +
4534 67888 -
72035 -67934 +
33224 -92655 -
76515 84497 +
38028 -98439 +
84499 -40964 +
35150 -31898 -
18886 -14738 +
8721 37018 -
81760 -34552 -
27794 -43207 +
41935 74925 -
14213 -11324 -
13742 -59221 +
34335 81374 -
35443 -49661 +
52969 60513 +
70514 -25641 +
32283 31410 +
50046 -18744 -
40851 48947 +
38190 -37073 -
11656 -25587 -
8665 83468 -
82634 60816 +
78743 77944 -
29248 68014 +
40474 -12906 +
72209 801 -
58505 12318 +
74246 -11008 +
67032 -46383 +
69439 -9524 +
49676 -57447 +
3560 -75572 +
17988 -45042 -
87018 26727 +
36742 84821 +
34025 -90573 -
27846 -13403 +
6421 54973 -
74729 19454 -
7766 85750 -
77234 -23238 -
73251 40828 +
62116 -24425 -
47853 61039 +
36403 99932 +
73894 37862 +
30806 -93013 -
71778 10972 +
17569 -97607 -
28634 21875 +
2736 61649 -
74476 46848 +
33960 2925 +
11675 2655 -
49399 7219 +
23461 -42331 +
49938 -72886 +
3927 16291 -
84696 57469 -
41531 -76803 -
78308 80053 -
65268 -55397 -
60303 -89959 -
90580 51593 -
44368 20233 -
28569 83826 -
16191 16118 -
22949 -14142 +
36323 -47233 -
34504 17285 +
14606 7925 -
87206 36992 -
24745 12245 +
68062 21244 +
90037 25588 -
15836 43107 +
35628 61075 -
7087 30394 -
56142 35116 -
63001 65756 +
39660 3140 -
61786 -55285 +
66250 92583 -
93854 -60106 +
4449 88089 -
91256 -21521 -
38911 90324 -
94903 -20292 -
65205 -37790 -
22014 11732 +
15956 -75118 -
1927 14103 -
31535 11527 -
73194 22076 +
83732 -91332 +
26828 69673 -
36302 -9844 -
71910 32289 +
15403 -1551 +
91337 65801 +
27773 26696 +
79521 79970 -
22282 -36497 -
7553 -75909 -
65406 -35017 -
90177 32786 +
22653 82223 -
89213 12040 +
48197 -33186 +
6220 85442 -
7541 35015 +
15950 5862 +
13334 -37007 +
88305 88028 -
27639 15017 -
69055 -72953 +
66308 95332 +
23305 26182 -
6895 10637 +
6765 79684 -
39518 56371 -
20932 -66292 -
47798 87020 +
13891 69909 -
12147 -60146 +
21497 90388 -
71438 -68069 +
59702 78445 -
80406 53421 +
74176 21084 +
78434 -80939 +
52300 67755 -
81736 -77601 +
9413 -54088 -
71582 -92417 +
81991 -1246 -
64042 17084 +
8924 82287 +
86218 91550 -
62900 -70309 +
8016 86934 +
56771 39999 +
30131 -2932 +
41808 -33261 +
8821 -83803 +
38714 78812 -
62981 -95149 +
58603 -92150 -
75781 -35509 +
75828 -20091 -
50307 49260 +
9451 27071 +
30074 -18811 +
13128 -49572 +
55775 -67495 +
63372 4791 +
68138 -23083 +
56021 -92309 -
3802 72588 +
88763 -91038 -
47355 -88024 +
51363 28968 +
84211 77136 +
56568 81735 +
31929 -34825 -
34134 -56073 -
2327 -71060 +
63477 -26610 +
2275 -2861 +
38890 13720 +
35510 -61700 -
84751 -18366 -
56551 -71566 +
28218 570 +
46109 53810 -
89590 -96764 +
26973 -96052 +
92489 24634 -
31607 30779 +
8135 79446 -
19841 -23959 -
85841 -70868 -
21431 11620 +
72405 36929 +
44553 61689 -
89473 27152 +
2336 32917 +
26650 -18767 +
51407 67648 -
41622 -51307 -
67277 -65079 +
10171 -37392 +
17790 -94714 -
17989 54729 -
18809 76253 -
67027 84281 +
87663 69442 -
35700 -79420 -
4620 -14027 +
26679 -95181 +
28282 98572 +
58304 92100 -
60268 43329 +
71139 -17021 -
3486 62190 -
29550 -74528 -
6347 92359 +
1890 -33864 -
19613 17841 +
72456 1827 +
93980 48204 -
15282 28215 +
42333 65607 -
44606 -97720 +
91617 -56329 +
48843 -29589 +
39331 -11829 +
91892 15114 +
74974 -65590 -
32423 -63407 +
31712 -48784 -
79099 -60549 +
80369 -66285 +
61024 41290 -
52824 -83159 -
75583 -60220 +
63142 66179 -
8358 69155 -
49746 -7761 -
27326 62696 +
79370 -93891 -
90443 77134 +
32179 -98303 +
52789 42050 -
41414 53288 +
44001 -79350 -
19264 -71786 +
12994 -35617 -
26887 -50439 +
12298 39783 -
429 93936 -
18066 -96094 +
70758 80938 -
78408 -85966 +
1366 -61518 -
50914 63944 -
51120 -94596 -
27448 50301 +
29991 -2239 -
30874 -9535 +
26736 21557 +
75610 -51877 +
25290 69165 -
52332 47666 +
32203 59152 -
32546 -14674 -
47370 52812 -
77623 -53903 +
11217 25582 +
23775 22671 -
67756 64408 +
20609 70706 -
11744 60843 -
47453 70314 +
78323 25530 +
89971 -74446 +
44511 22315 +
22200 20918 +
57166 -56011 -
8826 88196 -
60437 82630 -
83047 -37537 -
72828 22918 -
82869 -32870 +
91586 -46120 +
31427 42569 -
26518 -953 +
73121 85723 -
43897 -63782 +
55635 -24468 -
70630 48891 -
26459 72526 -
49594 -61606 -
33348 -2971 -
54667 58899 -
74538 -88653 -
61930 30534 +
6495 92132 -
9303 37554 +
26634 34731 +
77485 84791 +
29777 67019 +
30739 -98972 -
32918 93484 -
61825 -34904 -
52262 52731 +
93530 -46983 -
11278 98760 -
86108 -78596 +
66179 17367 -
87550 -5337 -
69757 -96995 -
60158 -91354 -
50480 -15589 +
17639 83139 +
875 15537 -
73451 -4007 +
22237 -45126 +
18798 -20684 -
69064 28950 -
47496 85426 -
47438 -34957 +
31116 -44850 -
28794 -86941 +
88203 -54826 -
89665 4105 +
32974 -17834 -
62068 63563 +
47513 -35304 -
3393 14418 -
92672 -88200 +
42769 24906 +
709 -42815 +
8951 -35166 +
91418 -25682 -
92847 -70011 +
47997 -25574 +
18674 -68077 -
26870 66488 +
33540 -92088 -
23988 5699 +
83003 41231 +
4088 -91717 +
830 16244 +
11601 18253 +
21358 -37002 -
5284 -31748 +
37976 -94301 -
74354 38430 -
35168 -618 +
26440 23618 +
54148 20462 -
88002 -17795 +
53757 71011 +
22920 71530 -
10158 72995 -
76987 -64140 +
53967 63408 +
26307 3341 -
92243 -40994 -
41394 -5191 +
16085 -94516 -
54597 33736 +
79151 -56912 -
6804 -48959 +
31601 56785 +
19157 72981 +
85593 46352 -
71937 80427 +
18366 -18771 -
48902 68165 +
69499 30361 -
91738 25898 -
1056 31585 +
14378 86253 +
71280 61164 -
44331 -58275 +
47152 39691 -
70998 17613 +
4549 85808 +
58643 -89808 -
67267 -70426 +
48155 56378 -
29319 68378 -
19759 -77774 -
26800 25496 -
65188 -83111 +
68815 -94932 +
95037 -19396 +
8951 -71464 +
30415 52363 +
16109 94867 -
26551 -87268 +
45600 98859 +
48279 17065 +
85506 -32039 -
3148 -12015 +
5724 -42174 -
41530 -12104 -
87341 49445 -
70711 57527 -
81275 -84052 +
62208 -10480 +
67007 -6249 +
57699 -82522 -
90205 15041 -
65814 -42164 +
76610 95871 +
27665 55486 +
53695 -34524 -
13827 35763 +
20001 80185 +
15978 6328 +
18295 55086 +
23672 3810 -
47276 -46100 -
33553 34915 -
55030 -82796 +
38808 76414 +
62332 66711 -
79978 60878 -
35621 -427 +
9699 33338 -
45547 59078 -
60773 -10638 -
22561 18357 +
68853 -32116 +
7723 81488 -
22312 -45071 -
52944 -9279 +
32699 -90175 -
65525 4764 +
47042 -59823 -
26831 -51246 +
48084 -9939 +
85199 11953 +
93891 21909 -
55153 -17850 -
39208 16157 +
17038 -15943 -
27998 29963 +
36559 39470 +
83437 -53403 +
26170 54406 +
2684 -44063 -
5661 -77906 -
52268 33072 -
80255 -58630 +
6721 -91281 -
29648 21785 +
45699 97093 -
10366 22418 -
63994 -67205 -
89932 27362 +
85486 -52381 -
66242 95885 -
11994 93973 +
70175 30836 +
66280 28822 -
82970 30867 +
60947 2839 +
73968 -35645 +
85615 13045 -
16282 -47115 +
36254 -14330 +
77748 19225 -
69348 -95549 +
31106 -7146 -
84213 87030 +
93022 52372 -
26374 48251 -
3267 73684 -
74871 -66523 +
47815 -93595 +
26488 23235 -
16304 -98899 -
44669 30485 -
78461 -47227 +
14078 -86315 -
71190 -33553 +
70568 -52181 +
9123 -52094 -
30337 49187 -
57320 -75501 +
49924 67219 +
69492 19597 +
13504 55349 -
51227 37498 -
66185 -87297 +
90332 -64074 +
73220 -68109 -
40058 -87278 +
2845 -47485 -
71622 11021 -
76149 -88568 -
85957 -85962 +
68614 61841 +
39474 -9758 +
87525 -6286 -
75040 62291 -
22434 78757 +
70236 -78712 -
