74
13491 325
4060 -32653 +
15538 -18852 +
5015 60720 -
8138 78903 -
8913 38172 -
1778 3325 +
15432 -63115 -
1792 -84135 -
6140 6835 -
13291 14020 -
10149 -49485 +
14176 23208 -
9594 74791 +
6509 80301 +
11204 -3082 -
5483 -62986 -
13834 -44634 +
11706 18277 +
7555 48859 -
3362 -82219 +
5895 99062 +
11829 -43662 -
13964 -19852 -
7943 43006 +
14738 -35624 +
11717 25189 -
13613 -79290 -
14640 -19191 -
9065 16133 +
16136 -52405 +
12604 -76489 -
12106 -78955 -
6750 98656 +
12619 -55324 -
14323 97628 -
7632 73635 +
10986 14318 +
9645 -97406 -
6645 -92565 -
14904 72231 +
15049 26413 +
3989 -94239 -
1413 -66138 +
14516 12210 -
14594 30260 +
945 40970 -
14269 7984 -
4217 -45354 -
13602 18039 -
3858 -67880 +
10330 36543 +
3835 72840 -
14501 17904 -
12790 17885 -
54 22534 -
1480 -71808 -
6488 57452 +
236 71216 -
9497 5420 -
84073 27
20701 57887 -
59084 67163 -
40380 -8000 -
49238 30276 +
49317 -65535 -
28237 -26975 -
14990 76017 +
12597 -81136 -
1262 14582 +
1111 -91056 +
25872 -440 +
1742 53543 +
51682 -8858 +
28716 39185 -
46684 -45956 -
23643 -79933 +
33086 95153 +
51401 30697 -
47201 -56160 -
5685 -83443 +
29654 -92343 +
80641 92817 -
21449 60950 -
61324 -67945 +
20566 -59104 +
75159 12948 +
6215 37439 -
13038 876
5423 11754 +
2082 -46898 +
11804 43116 +
6061 -95146 -
5996 98258 +
1415 -81297 +
777 -73149 +
10522 -28478 +
3211 85705 -
9562 96619 +
2584 74052 +
10109 11059 -
7179 -90370 -
8310 -81157 -
4550 22189 -
3354 -64378 +
8415 43136 -
3344 -78709 +
9393 -11514 -
12850 82294 +
12834 -21922 -
1776 98356 -
2836 38889 +
6512 -53265 +
8970 -35206 +
10280 33827 -
5028 9385 -
1375 65240 +
9156 48223 -
3502 59561 +
2874 -24809 -
11625 66907 +
3658 -45525 -
5601 34390 +
128 -59587 -
5757 27496 -
3686 18886 -
8127 96207 +
10948 55349 -
3187 -64443 -
7015 22701 +
7068 75952 -
8733 87109 +
1909 27284 -
8815 25898 +
726 -59038 -
2087 70316 -
2411 -31559 +
1135 18554 +
3231 99724 +
8086 17788 +
6130 6551 +
1825 22100 -
11596 30069 +
2946 -69673 -
7232 44492 +
2396 85853 -
9860 61471 +
5600 -38467 -
969 33358 -
5963 11622 -
10641 56809 +
12558 40402 +
4373 -21098 +
10432 56113 +
7498 -56179 +
9193 -72907 +
2795 7447 +
6157 32934 +
587 2681 -
7924 -39360 +
6468 -77120 -
10203 85883 -
6556 12862 +
5388 85315 +
9744 -63758 +
6585 -22759 +
7289 -13718 +
12350 38093 -
11296 -90385 -
1719 -15985 +
6846 47794 -
8445 98155 +
2904 -1433 -
9131 -61681 -
7817 -95959 +
8325 19702 -
3741 5601 -
6470 92372 -
8180 -27017 +
8579 -60356 -
2534 32091 -
4913 59738 +
9418 -12979 -
8046 -41171 -
8712 -38952 +
6690 19624 -
5181 -58915 +
730 -45249 +
2270 35585 +
6286 -95959 +
9710 -56905 -
8446 -48255 +
9846 -21397 -
897 -69012 -
3755 -1590 +
7190 48947 -
3315 -44522 -
8992 -40512 +
7608 68782 -
141 -29640 +
4487 32591 -
12054 -13924 -
2732 -98808 -
9527 25608 +
5285 -24141 +
11831 -41506 +
8740 -24664 -
1651 -95062 +
3414 -14250 +
4552 -9534 -
7076 39001 +
7995 -50430 +
6403 -87535 -
1698 -62088 +
11397 -43658 -
9452 -16999 -
12432 -43967 +
12105 -75404 -
572 65761 -
8929 26929 +
1032 -81817 +
12400 -97175 +
11116 -40089 +
1514 12935 -
8506 -30303 -
9075 65348 -
12765 91683 -
9254 32850 +
5069 51168 -
12628 -62115 +
2630 -66532 +
4234 29746 -
9955 71002 -
6391 -21149 +
11912 96684 +
1362 -74946 +
1420 8490 +
10224 46767 +
3298 97311 -
10532 42076 -
1280 24351 +
5325 4291 -
2879 -35527 -
1173 -61555 -
9146 -60865 -
6591 83008 -
4853 -39389 +
2108 -71183 -
10226 -31540 -
1907 -23600 -
4751 75651 -
1726 65779 +
7920 -78622 -
1828 79788 -
9064 97817 -
10596 -79494 +
1252 -25757 +
6541 85010 +
2876 -73585 +
10388 -19442 +
2618 -71384 +
1182 -10814 +
8538 -19040 +
11630 11115 +
9204 40576 -
3261 13895 -
5404 -50419 -
2954 22367 +
2820 37698 -
6355 14831 -
1704 -83483 -
2592 -6982 +
1003 -50354 -
1038 -67389 -
5350 22122 -
4331 -70986 -
2481 -74039 -
7247 -54922 +
4232 -99471 -
3845 84034 +
12457 37884 -
3474 -40956 +
1262 -10291 +
12260 80379 -
5112 -83381 +
11163 81143 -
6994 -28774 +
7559 17323 -
12212 29199 -
5526 -48266 -
3408 -93681 -
3146 26410 +
2804 -85823 -
3325 20936 +
10446 -35498 -
10602 29385 -
7668 89004 +
11100 91288 +
3606 46265 +
689 -26304 +
6808 -66948 +
7092 3228 -
492 22260 -
8682 -37464 +
12911 -89202 -
11462 69410 +
5180 -73909 -
5412 -51153 +
12646 -66698 +
3745 -33978 -
4728 -94394 -
3994 592 -
7364 -64952 +
7340 8379 -
11288 -86254 +
10302 84872 -
787 36491 -
7894 -80617 +
5088 -79895 -
8378 28924 -
8660 33566 -
7564 84425 -
11781 -34970 +
12086 83585 +
3030 61254 +
9998 -41405 +
3314 49926 +
34 54450 +
7500 -39521 +
12630 65343 -
6212 -99928 -
9414 -80347 -
5337 -90530 -
7991 -98083 +
8573 67810 +
7329 42647 +
4270 11237 +
12043 35664 -
8741 77251 -
11699 23429 -
1017 22521 +
4196 -75258 -
4756 -26880 -
5714 -92371 -
7872 -34638 -
11548 -75976 +
4190 43366 +
1808 -81185 +
9111 -48704 -
11981 -72511 -
11136 -54026 -
2814 -49362 +
5427 -88573 +
807 95916 +
6385 -82939 +
3573 -4873 -
4046 97842 -
12124 19936 -
8465 79535 -
9035 -12125 -
7045 -35168 +
10038 -33599 -
9003 -9931 +
1481 62442 +
2570 4179 +
11347 -37151 -
3748 27501 +
12802 -75351 -
5703 20626 +
10829 -49888 -
10525 -4902 +
8378 46598 +
3376 24976 -
9685 63831 -
5224 -7493 +
7730 36592 +
227 64034 +
12162 41526 +
12162 50202 -
6815 -15248 +
1417 -12351 +
12828 -38191 +
2004 -16593 +
6126 85859 +
378 -47180 -
11162 -98631 -
11860 66759 +
1589 -31202 +
5114 74619 -
10643 60607 -
2884 42426 -
10235 69840 +
8556 -11127 -
11509 86965 +
10213 7003 +
9346 -32877 -
2846 -65186 +
3058 26550 +
1154 -79338 -
11824 99387 -
3187 -20446 -
6098 66540 -
11214 11271 -
7678 8445 -
10785 21946 -
2097 13099 -
11633 -86893 +
12299 84038 -
10634 8990 -
6069 -43695 +
2717 40865 +
5782 -28359 +
1287 -78545 -
6355 -84736 +
3382 7824 -
9501 35109 +
3804 78742 +
6317 -26737 +
11282 50494 +
6281 -28860 +
347 -32504 +
9993 77077 +
742 46744 +
12721 -67716 -
12661 -84592 +
6905 -15403 -
12092 -28695 -
2865 -73223 -
5185 47048 +
6333 -78695 +
10229 70366 -
11220 -56068 +
8279 68139 -
4163 8449 -
7977 96518 -
1466 -89350 -
9488 -10324 +
5323 77873 +
11625 -40323 -
9082 15382 +
7872 -82416 -
9850 -34163 +
273 -71299 -
1921 -96332 -
3725 50842 -
2570 60822 -
4822 33091 +
4867 -95409 -
5068 -74626 -
11833 70331 -
10850 -65773 +
8887 -36736 -
4933 94316 +
5151 31380 +
8338 -83573 -
10961 -29535 -
7568 84607 +
2852 -56248 -
8318 -17258 -
2712 88153 -
11433 -37274 -
10285 -19074 -
5437 -29699 -
12601 -58202 +
4478 27230 +
4759 -88382 -
550 6274 -
4201 96064 -
5478 -18899 +
6439 -50126 +
10457 -91392 -
3028 -708 +
9363 -89704 -
4561 75093 -
8495 -76208 -
242 -78056 -
7492 55617 -
3795 -12254 -
8641 24920 +
640 -89686 +
3335 -3009 -
5660 -86389 +
7060 -41727 +
3843 -70284 +
78 68913 +
3890 97909 +
3998 -5949 -
10804 -92676 -
1049 -25100 +
2866 -71358 -
10983 -82347 +
10421 -76850 -
10729 -66012 +
793 78263 +
6127 -98996 -
10500 18986 +
3010 -9944 +
996 20532 +
10172 60067 +
1681 -22331 -
579 -15815 -
10946 20621 +
7858 85193 +
6070 91947 -
3327 69858 +
11338 19346 -
2961 49018 +
2076 1831 +
524 -2566 +
2848 -86969 -
5896 93130 +
12411 -33262 +
4953 -45826 -
10925 -58941 -
11226 -38653 +
6876 -60208 -
10190 49747 +
9244 -50421 +
9995 17595 +
10054 13403 -
9074 -44489 -
7371 -77731 -
12270 -7371 +
9803 -41744 -
6004 -35691 +
7580 -80915 -
4104 -28491 -
11411 -64233 +
4708 10702 +
1630 25718 -
11432 89929 -
3888 -14707 +
5 -32123 -
5589 -48148 +
1625 -39318 +
512 55822 -
2313 68595 +
8498 39070 -
379 68276 +
3777 60188 -
6807 -81750 +
12869 3803 -
10747 35327 -
5196 -40601 +
4070 -43864 -
5272 73696 -
2153 48874 +
3048 43684 -
1014 57481 -
7594 67428 +
765 -27398 +
3761 33673 +
10504 -72380 +
11074 13275 -
10836 36931 -
11597 -13798 -
3130 10456 +
12721 -26027 -
5993 58986 +
10637 -15924 +
1598 -28271 -
6965 97065 +
1322 10219 -
646 10555 +
1662 24638 -
517 21053 -
2108 -67109 -
1152 29448 +
3527 98773 -
4978 -27738 +
434 43380 +
12467 61708 +
9396 -25334 -
8155 -24583 -
4563 -99457 +
8301 95923 +
916 57899 +
107 58159 -
10130 -32872 +
7491 -81925 -
2508 27332 +
6105 -95428 +
8799 -97870 -
4833 -49666 -
7751 -80893 -
11055 94735 -
8500 73108 +
11002 -33820 -
9412 23430 +
1341 5142 +
2267 46894 +
1285 31485 -
8103 18484 -
3288 -26280 -
8788 8895 +
6791 -61728 +
7562 -80007 -
9149 16730 -
2686 -62573 +
6635 -84725 +
3941 -65485 +
4432 29445 -
2343 50091 +
8056 79145 +
7762 -33850 +
9799 -27777 +
12024 44425 +
7655 -79103 -
5385 29798 +
4452 86446 -
5875 -12208 -
3653 9321 +
73 95640 +
12563 80013 +
10980 -84324 +
7500 59106 -
4031 -77632 +
4603 35159 -
3044 96404 -
11189 -82983 -
2899 88789 -
11105 77770 +
7569 -92727 +
5451 67837 +
5396 23554 -
4694 -30011 +
12617 74746 +
4983 974 +
3237 -56133 +
10237 27348 -
896 39348 -
775 27278 +
18 -78737 +
1589 -76467 -
4833 26742 +
1573 -99768 -
3347 35985 -
2242 -40769 -
2600 -35089 -
10299 32247 -
10013 4582 -
11543 8190 -
8797 72212 +
2107 -203 +
825 57723 -
7085 -35056 +
11253 -80709 -
7399 -59295 -
12486 -94284 +
9586 -64484 -
6621 -33705 -
5553 -6855 -
7703 -55089 +
12073 -34030 -
4307 78942 -
11426 -42145 +
3482 -49122 +
7973 -52236 -
856 52052 -
9102 99106 +
11699 -40890 +
2252 -64431 +
9550 -65561 +
9013 46835 +
8453 26173 +
9219 -79790 +
3275 22881 +
1998 24515 -
12111 91992 -
1747 6019 +
401 -42609 +
7774 23549 +
6423 -84535 -
8436 3142 +
10691 -14182 -
6063 -91413 +
1708 60349 +
4971 -61186 -
9344 77280 -
5775 -97126 +
5716 64985 +
8227 -22694 +
2934 44148 +
12725 76373 +
9008 66941 +
5087 -42325 -
7680 54451 +
1404 -1069 -
3134 33730 -
1169 -14292 +
10335 21423 -
115 -4538 -
5454 -46226 -
6423 47543 -
1150 -20123 +
11637 -64089 -
6731 71327 -
7175 25138 -
4933 -83387 +
5417 -78972 -
6762 -19097 +
12327 -77487 -
12797 -81141 -
4202 -45413 -
11073 -71176 -
9478 -59117 -
7652 -11163 +
5554 -19947 -
4484 85262 -
308 -18488 -
1559 -94041 -
10698 73498 -
2207 15567 +
3531 -59047 +
8461 -62030 +
12870 -87009 +
11420 59204 +
9113 5885 +
2145 -22982 -
8058 -73453 +
3838 90123 +
5533 7708 +
5850 -58573 +
4370 -94632 +
5993 -22006 -
9624 56068 -
12690 -95103 -
12515 27012 +
7739 37609 -
6899 -57523 -
12447 -7589 +
10635 55206 -
4707 81106 +
10837 50372 -
5908 98686 -
12630 -78309 +
4720 -9607 +
10034 34406 -
895 31148 +
4855 -42499 -
10466 -38692 +
10553 20451 -
714 16513 -
12662 41737 +
12355 -715 -
6109 -28247 +
9016 66169 +
12269 -16836 +
8536 60073 -
10954 -8744 -
1987 -17467 -
12 -23148 +
5506 -28732 +
8389 72186 -
8810 71214 +
5008 52467 -
996 -83007 +
5263 -36127 +
3487 96864 -
11721 80769 -
6424 9951 +
6537 99505 +
5291 -49915 +
8592 -83785 +
5691 53507 +
3732 40677 +
307 21883 +
3520 -4768 +
9196 -40152 -
9133 -29835 +
7155 -12891 -
9852 81802 -
1027 -63372 -
3433 -77603 +
7865 69791 -
6611 79358 -
9928 -86792 +
10437 42066 +
11611 -44586 -
10532 -81137 -
6445 85005 +
11649 -79550 -
12199 18248 -
1245 38123 +
21 -52332 -
2880 2731 +
3472 -15385 +
7176 -40370 -
8430 -45093 -
1541 25575 +
5036 -51116 -
10363 -3051 -
12534 47797 +
8675 90494 -
8471 -12266 +
10271 98386 +
9302 -24191 -
7083 -99823 +
4926 25447 +
3839 72751 -
10610 -6465 +
7671 -21471 -
6505 83235 -
10893 17230 +
11170 -23351 -
10890 59774 -
9715 36678 -
1958 4548 +
5686 52051 -
247 -72198 -
8272 88268 -
8617 -83007 -
12892 -88530 +
1811 -87678 +
5206 -84343 +
7891 -73256 +
11565 -13882 -
2437 87945 -
10038 77188 -
6395 72103 +
12563 -74537 -
12187 37110 +
12111 25490 +
10063 -90809 -
3917 -48469 +
9778 -17481 -
2455 31829 -
4894 53207 +
8385 -3339 -
6089 -86879 -
2988 26743 +
5007 16717 -
2724 -54470 -
6031 -43963 -
3184 -67350 +
10099 -31720 +
5561 94250 -
5904 -87414 -
9466 66035 -
7669 79920 +
5647 -67818 -
10808 4708 -
11711 37734 -
10679 55516 +
10336 35168 -
9918 -98285 +
9068 63058 -
1698 -53414 -
3265 -74130 +
6571 -4054 +
2474 65094 +
8787 89170 +
7160 49110 +
2570 10838 -
10146 23367 +
9651 82335 +
12378 -86043 +
568 -11550 +
2414 50489 +
3315 -1421 -
4218 64548 -
1409 41478 +
8529 -8621 -
7751 91361 -
6662 65444 -
10545 11720 -
9283 40404 +
2860 47714 -
9348 86846 +
3638 19902 -
7120 80927 -
755 -68824 -
6991 -65882 -
63 25129 +
4250 37129 +
11955 35342 -
7665 -22505 -
3797 -44405 -
12720 85161 -
10976 -90293 -
12533 34445 -
308 82205 -
7363 -24637 -
2980 70750 +
5819 -62590 +
7453 -192 +
9022 -76129 -
2919 -43668 -
9920 80446 +
12753 80992 +
10076 -56813 +
12125 -30177 -
6254 91169 -
12056 29819 +
9837 46825 -
4911 -41972 +
4202 46248 -
2317 56340 +
10207 -92916 +
4105 64546 -
3369 -71900 -
7933 -75593 +
6704 91692 +
12741 -23881 +
10793 88104 -
2445 46748 +
11098 84227 +
2230 20689 +
4903 -40212 -
1085 15806 +
9122 -23120 -
10805 36435 -
4026 -30986 -
8140 -7918 +
8791 9471 -
4415 -50610 +
8363 -44053 -
11776 -98286 -
2765 23253 -
7274 49869 -
4891 -25532 -
10855 54414 -
2353 -46512 -
3001 -40574 -
3937 -82761 -
5664 56323 +
8170 -89864 -
12216 -280 -
4427 73145 +
721 -48724 -
10135 -44776 +
524 -98727 +
8330 71712 -
4806 79894 -
4946 49651 -
5033 54955 -
3883 -27473 +
12589 11771 +
3902 -48929 -
7894 -64739 -
2208 -11131 -
12944 71397 -
8082 79012 +
1835 -33180 -
7825 -45912 +
1899 49452 -
8045 22599 +
994 70907 -
9178 -33859 -
12686 10718 -
6327 -13635 -
8358 -37935 +
189 -1240 -
8653 53471 +
7612 -20442 -
12252 -52748 +
3959 -72198 +
9029 22905 +
6141 -46325 -
1035 -79512 +
8004 -10204 +
5487 35248 +
7502 65333 +
1127 29101 +
133 14273 -
17595 225
7695 -53542 +
7053 -97593 +
11138 44514 +
8748 37166 +
2341 91798 -
8019 95588 -
12989 -33643 +
8289 -94513 +
1479 87772 +
7860 -51118 +
7065 42537 +
724 -55308 +
14100 -91808 -
2125 -30621 -
2931 -6617 +
13386 -80988 -
8552 87791 +
6922 55967 -
640 -38693 -
1249 -59456 +
11418 -11047 +
6255 55822 -
12703 -66500 -
12745 92663 +
1835 -63788 -
7281 83645 +
7226 81262 -
8788 11122 -
6517 -80155 -
2909 -6067 +
1982 -97956 +
16432 -8713 +
14941 56279 +
1138 24653 -
9045 85150 +
10231 -53282 +
385 -27410 -
5359 25439 +
346 76584 +
9049 -91013 -
7997 7217 +
15676 49380 -
15494 52123 -
8346 89836 +
15073 -71679 -
4422 -60190 -
12657 -43456 -
4531 67942 -
8341 86103 -
16744 39581 +
13379 -88843 -
12343 35806 +
9822 21131 +
11638 65935 +
311 67773 +
7689 -48117 -
8244 -57231 -
13531 68865 +
9071 91875 +
5361 60944 +
11107 -21361 +
6829 -11187 -
8261 90475 -
14115 -63469 +
8054 -27223 +
15696 83750 +
8045 -22731 +
11829 -50893 +
16688 78013 -
14337 58401 -
7214 8508 +
14949 41292 -
1586 3023 -
2937 -55711 +
12285 5039 +
17248 -10779 +
12980 74161 +
403 97332 -
786 -61448 +
12330 -55852 -
7268 -79814 -
4579 -37363 +
10758 -42183 +
3947 969 +
5728 -43640 +
15991 81798 -
2079 84055 -
17549 80831 -
16218 42032 -
9081 55278 -
16645 -78662 +
4408 -5291 -
7286 -54261 +
13533 -19806 +
12471 -33748 -
9956 -86106 -
968 -41784 -
7833 27074 +
17565 67417 +
15520 7219 -
5392 52059 -
11279 11127 +
10884 -19373 -
2868 -92280 -
8660 -28606 +
8380 26629 -
12584 57401 -
16798 46006 -
14076 42052 +
14385 32407 +
1695 72069 -
2208 -92991 +
7096 76221 -
1711 -6902 -
7017 -1347 +
16899 26188 -
4503 -19036 -
1862 47490 -
2922 -56917 -
13042 33360 +
9705 92196 +
12331 67989 +
15622 -4291 +
7362 35044 -
16708 -10836 +
10050 -85745 -
17521 58473 -
5130 83983 -
4653 35307 +
11633 -71815 -
6681 -1625 -
16328 88824 +
11399 38514 +
12393 31497 -
11776 -809 -
17429 29699 -
16004 21871 +
3029 -18160 -
10686 16457 +
12086 51578 -
8984 75423 -
8284 70757 -
9522 -90280 -
12309 -1920 +
8055 -30490 +
11336 61181 -
15885 75376 -
16244 4177 -
13522 -98528 -
13156 -45800 -
14208 -27141 +
4439 -94746 +
13624 20171 -
15042 46008 +
2417 58596 +
17205 10154 +
4745 -72834 +
9525 31317 -
15199 -65797 +
8156 52289 +
13736 44649 -
14368 72778 +
12717 -41281 +
5657 19930 +
6326 -41954 -
2996 -29246 -
15503 -13560 +
8599 66796 +
12958 8257 +
17232 -89549 +
12845 55819 -
15560 -74756 +
1735 -58360 -
11790 16634 -
16735 -85233 -
17278 -72761 -
10705 87143 +
3227 -94970 +
1848 -42072 -
10989 69571 +
656 57011 -
16634 -603 +
3658 -26473 +
2936 -55867 -
73 44471 +
11356 -21491 -
14390 -90048 -
8681 -48877 -
12245 87804 -
4410 -93430 -
14414 17472 -
15486 -72838 -
15896 -83149 -
3339 -3883 +
3239 57799 +
15089 -27085 +
16516 4908 -
2722 -17853 -
11549 61953 +
15492 25498 +
2110 -92634 +
9019 34204 +
5050 -27350 +
7450 -79113 +
6267 13799 -
13410 23499 -
1585 82276 +
2968 -92424 -
12439 5824 -
9285 -53533 -
14350 15883 +
9725 -2096 +
12445 -1468 +
3729 -28066 -
3858 89089 +
13260 -23122 -
10760 21196 +
2161 -11969 +
9070 35305 +
10123 -17071 +
17208 -79621 +
15681 -96774 -
14586 -7318 +
16097 -63908 -
9124 -28920 -
46600 224
30804 22736 -
44031 -13963 +
20391 -18431 -
31592 -60777 +
38093 56183 -
16053 84623 -
20077 16735 +
8516 76221 +
16048 18586 -
34295 -34545 -
26338 80275 -
40872 83451 -
10155 -77077 -
42455 -37205 +
40342 20216 -
393 27588 +
16200 88337 +
17828 96490 +
9116 89929 +
37699 62900 -
28593 17352 -
7720 -46354 -
11680 78635 -
8918 -71166 -
22945 49255 +
6492 -12413 +
44309 -87031 -
34837 84677 -
1525 -86177 -
39570 -9145 +
3668 -77635 -
29165 -23619 +
35391 -11952 -
36946 -86593 +
14613 90108 -
39400 91315 +
14129 -13116 +
26324 19543 -
4859 -3718 +
28797 41725 -
44218 27187 +
40001 -9660 -
10151 -4028 -
37460 -46445 -
36680 17406 -
22976 19715 +
44031 -53179 +
39649 -33317 +
5013 82581 +
33640 87925 +
37578 -48613 +
12879 -11288 -
29971 57349 -
1957 68038 -
22937 -88721 +
2787 -12950 -
24739 -80926 -
3464 -18801 +
14607 -87346 +
43672 -83770 +
19809 66602 -
1474 -49771 -
7099 55457 -
27775 -52871 -
25071 -24844 +
8288 -29619 +
40053 -84792 +
28492 -26998 -
12257 -36460 +
5356 45272 +
38450 66777 +
24725 38779 +
7487 -8346 +
14570 4469 -
39167 59987 -
46297 83605 -
38101 14295 +
20117 -86586 -
11225 98471 -
20678 -88774 -
44988 -32998 -
26995 31691 -
36882 62540 -
30056 -17354 +
135 76667 +
20226 -60824 +
21372 59781 +
20821 68202 -
23403 40461 +
27700 -86709 +
16316 -4585 -
9021 34235 -
9930 -6799 -
45796 -61111 +
16124 -51379 -
7123 -75 +
24426 -48094 -
43630 -84276 -
1730 -76911 -
16823 -580 -
14052 -56828 +
46499 88218 -
20514 49669 -
25408 78097 +
6654 -2964 +
24578 65793 -
22668 40555 +
1524 6158 -
32344 -87027 -
32057 60385 +
38391 -66325 +
26784 31461 +
8784 -30773 +
8282 -86816 +
30797 20025 -
6296 -23525 -
38528 -9384 -
18979 -23416 -
38005 57688 +
31724 -67951 +
13174 -98015 +
24121 39867 +
30012 36323 +
39115 81792 -
7301 7824 +
21741 -90301 -
4889 69641 +
2323 67020 -
6663 -6078 -
15594 54932 -
35578 35984 +
23530 -12325 -
22178 382 -
46478 86983 -
8234 -53472 +
11951 24378 +
27961 53083 -
30747 70452 +
10252 45513 +
4333 78760 -
20917 -65275 -
42309 -29379 +
25246 -77896 +
69 373 -
16241 -15163 -
10439 -20240 +
1853 94842 +
39469 6828 +
19062 22771 -
41602 -19587 +
10530 -63586 -
9606 -65832 -
2332 -32947 +
14933 42225 -
5980 -98082 -
39476 15471 -
19881 -96687 -
12088 -29549 +
38366 -89761 -
11947 -76526 -
10567 -97135 -
137 99500 +
42719 -62572 -
2742 8731 -
7668 42554 -
46053 21955 -
42978 24911 +
46383 5775 -
19098 -94234 +
5485 -49370 -
10095 92419 -
45562 -41762 -
40581 78981 -
44285 -43401 -
25832 38386 +
22342 -34745 +
35754 45808 +
4646 83861 +
43743 -78937 +
44230 -85991 -
9532 75343 +
42105 75549 -
41495 -7738 -
40575 -41628 +
39149 -81872 -
24190 80121 +
45260 -72995 +
9720 28439 +
13892 -11164 +
13994 -75245 +
25564 -9546 +
10783 27643 +
17884 43276 -
26429 1947 -
28584 -10899 -
14263 68203 +
43267 50666 +
22588 -1637 +
29836 62028 +
33221 -7040 -
33550 -70917 +
31711 -79793 +
41018 40859 -
12386 80935 +
43783 27982 +
39711 -95224 +
35616 80340 -
6538 41545 -
22466 89436 -
36896 -49141 +
25293 39348 +
11253 -83926 -
12369 -5569 +
27786 57229 +
38541 55187 +
29100 -40743 +
23058 -65866 +
293 4457 -
23897 -30835 -
46221 41900 +
36734 46749 -
28788 -98000 +
21581 57324 -
16641 54147 -
41757 525
12570 5925 -
17795 41152 +
10487 12462 -
33304 -29769 +
33279 -45144 +
22197 -62840 +
8955 -19363 +
40604 -20803 -
34501 67409 -
31350 76640 -
37462 74143 +
39692 7898 -
20153 87391 +
2129 -36859 -
22080 -57804 -
17891 23458 +
40387 -71732 +
21027 -26058 +
28928 -26739 -
34021 71667 -
17541 -84408 -
26265 -47287 -
36456 -16629 -
17370 -61470 -
6475 19975 +
5956 26000 -
31941 -15538 +
6342 -5468 +
22932 71532 -
19297 -12045 +
35373 -32844 -
4000 -7939 -
21700 95063 -
29550 -75748 -
17407 89755 -
20775 -51494 -
16037 52329 +
41201 37269 +
59 33669 +
38042 -43518 -
24272 -4302 +
25687 32448 -
7898 96654 -
13001 -67222 -
19 66880 -
35622 77308 +
39999 -84260 +
29869 -64090 -
21602 -90713 -
20341 3952 +
21803 -80953 -
9970 -77186 +
39618 22054 -
4868 -17820 +
3912 -66982 -
27987 -85565 +
20948 36760 -
11179 33454 -
1592 68226 -
41653 12046 +
6645 -37293 -
16982 -98835 +
26076 85509 +
35891 -83343 -
10057 6457 -
12150 -67167 -
25870 49373 -
3488 17344 -
35350 69807 +
21297 -4248 -
41635 44574 +
21710 89826 -
22665 82339 -
22794 78960 +
16515 -18011 -
20314 -69189 +
37308 6576 +
28537 64211 +
21482 28702 +
35684 4532 +
15459 40177 -
5341 -7201 -
17073 -6755 +
8822 3460 -
17912 -39601 -
10240 -73718 -
15861 -65627 -
34933 88660 +
38862 27160 +
16134 83823 -
22083 -84007 +
38882 98049 -
10157 -31539 +
39446 -96235 -
9373 -46825 +
34230 -30185 -
37792 -21031 +
5602 61552 -
13903 23404 -
2402 58511 -
40554 -34989 -
25864 -16327 +
30585 77913 -
16202 -95529 +
26339 47208 +
39750 50683 -
16006 -75589 +
32673 40507 -
37291 -59437 +
23034 24491 +
7906 -92470 -
35662 75446 -
8932 19885 -
39409 -39168 +
3895 48843 +
30356 -7940 +
8324 36392 +
17873 -37575 -
2777 -28148 +
17845 -57311 -
4490 28964 +
7291 -24201 +
26360 94514 +
25722 -31935 +
19811 14019 +
5319 34526 -
193 -88559 +
28223 -85103 -
21582 -97394 -
30540 -26839 +
17496 84508 +
24072 -32342 +
30834 -86078 +
24959 -2081 -
17949 354 -
40454 12275 -
4626 -55380 -
30057 -475 -
8907 -69908 +
19826 62854 +
22940 74124 +
950 30137 +
21216 98387 +
8622 -65059 -
31875 -30334 +
2687 -43754 +
24904 -47332 -
5934 -55222 -
25226 5128 +
21153 69896 -
6745 -60377 +
33205 90983 -
308 43153 +
40789 -79545 +
27828 58820 +
40848 48140 -
9530 -66263 -
39205 88504 +
9359 65923 +
18922 37507 +
16788 39313 +
38559 65080 -
27178 8107 -
2306 -31550 -
33201 -93821 -
23932 -60286 -
36236 -57479 +
12724 -20221 +
40255 12010 -
10716 -15802 +
14540 42649 -
25778 89418 +
16069 -19186 -
10079 57465 -
9328 -80970 +
2838 3477 -
11651 45972 +
6758 36326 -
27356 -23026 -
32341 -51797 -
34274 -92637 +
33812 -31186 -
19633 -18121 -
16274 -33694 +
20313 38843 -
12515 -37160 -
11483 -57641 -
2946 34959 +
17466 -27977 -
13670 -73341 +
25842 -64098 +
20236 26045 -
23471 -55981 -
38412 95963 -
8848 -52490 +
1328 -65547 +
35634 -6664 -
6323 -79762 -
17422 -3866 +
26827 -65064 -
26711 52203 -
13236 -82744 -
32617 -19113 -
40227 -17328 -
10029 84414 -
34984 -61598 +
41308 -64201 -
15592 59123 +
12835 -81019 +
28257 34520 +
31237 87617 -
8366 -35565 -
9754 -88781 -
14076 87339 +
19757 46388 +
24279 -35571 -
31497 -84780 -
41099 12945 -
39514 -75543 -
39570 -3701 +
1820 24943 -
626 68590 -
10582 73714 +
41427 43832 +
13032 1420 -
37433 -24325 +
22714 -81317 -
9151 92372 +
7974 -11822 -
7510 -18002 -
16080 -39952 +
846 -1456 -
39964 -2212 -
36317 70357 -
27980 45277 -
29912 -18509 -
37923 -44226 -
28026 -76900 -
19400 62009 -
20973 61447 -
21585 -60837 -
16158 88604 -
